feature_id,coverage_share,abs_corr_treatment,abs_corr_outcome_max,screen_score
q__bogz1fl713123030q_tga_z1__lag002,1.0,0.194993,0.516213,0.71120653
m__psavert_psavert__lag006,0.840125,0.260249,0.569375,0.69698824
q__bogz1fl712051000q_fed_rrp__lag001,1.0,0.172994,0.522526,0.69552
q__cbi_cbi__lag004,0.981191,0.265903,0.439786,0.69241578
q__bogz1fa633061105q_money_market_funds_ts_tx__lag002,0.990596,0.340351,0.357147,0.69093854
q__bogz1fa313161110q_totalbills_z1_tx__lag002,0.990596,0.376898,0.31489,0.68528259
q__bogz1fa633061110q_mmf_bills_tx__lag002,0.990596,0.349513,0.341618,0.68463131
m__unrate_unrate__lag008,0.974922,0.22235,0.479218,0.68397353
q__bogz1fa713061103q_cb_tsy_tx__lag003,0.987461,0.178227,0.50947,0.67907392
m__ipdcongd_ipdcongd__lag009,0.987461,0.290208,0.394713,0.67633293
m__ipcongd_ipcongd__lag008,1.0,0.243437,0.41779,0.66122757
q__fbtsatq027s_dom_fin_sector_tsy_tx__lag004,0.984326,0.150998,0.515572,0.6561222
m__psavert_psavert__lag005,0.840125,0.219368,0.557946,0.65304145
m__unrate_unrate__lag007,0.974922,0.201431,0.46771,0.65235964
m__usalolitoaastsam_oecd_leading_indicator_us__lag009,0.887147,0.313877,0.420641,0.65162562
q__bogz1fa633061105q_money_market_funds_ts_tx__lag004,0.984326,0.217499,0.436198,0.64345072
m__ipfinal_ipfinal__lag003,1.0,0.234855,0.403262,0.63811706
m__unrate_unrate__lag006,0.978056,0.207665,0.443218,0.63660019
m__ipfinal_ipfinal__lag004,1.0,0.241969,0.393774,0.63574298
m__indpro_indpro__lag009,1.0,0.261494,0.370654,0.63214793
m__ipfinal_ipfinal__lag002,1.0,0.225323,0.405688,0.6310111
q__bogz1fa223061143q_state_local_db_retirement_ts_tx__lag005,0.981191,0.286515,0.35572,0.63015493
q__ad02rc1q027sbea_gov_netlending__lag001,0.833856,0.232155,0.522489,0.62926466
q__bogz1fa313161105q_tsy_net_tx__lag004,0.984326,0.178768,0.458943,0.62771486
q__bogz1lm903061103q_instrument_discrepancies_ts__lag002,1.0,0.186511,0.437127,0.6236384
m__psavert_psavert__lag007,0.836991,0.170189,0.572367,0.62151214
q__bogz1fa633061110q_mmf_bills_tx__lag004,0.984326,0.207771,0.413871,0.61189919
q__bogz1fl702050005q_usb_ffrrp__lag002,1.0,0.286797,0.320771,0.60756771
q__bogz1fa313161110q_totalbills_z1_tx__lag004,0.984326,0.200388,0.4076,0.5984576
q__ad02rc1q027sbea_gov_netlending__lag002,0.830721,0.209884,0.509282,0.59742602
m__indpro_indpro__lag008,1.0,0.228741,0.366452,0.59519352
q__fbtsatq027s_dom_fin_sector_tsy_tx__lag003,0.987461,0.136434,0.466196,0.59507315
q__bogz1lm903061103q_instrument_discrepancies_ts__lag001,1.0,0.188651,0.40453,0.59318136
m__unrate_unrate__lag002,0.981191,0.176049,0.427325,0.5920244
m__psavert_psavert__lag002,0.84326,0.219228,0.481766,0.59112027
m__ipdcongd_ipdcongd__lag008,0.987461,0.224362,0.373678,0.59054073
m__unrate_unrate__lag001,0.981191,0.184124,0.415289,0.58813943
m__usalolitoaastsam_oecd_leading_indicator_us__lag008,0.887147,0.293887,0.367527,0.58677195
q__bogz1fr713061113q_cb_bills_reval__lag005,0.981191,0.269632,0.327563,0.58596267
q__bogz1fr263061105q_row_bills_reval__lag003,0.987461,0.289123,0.301313,0.58303276
q__bogz1fr263061105q_row_tsy_reval__lag003,0.987461,0.289123,0.301313,0.58303276
q__bogz1fr573061143q_private_db_pension_ts_reval__lag003,0.987461,0.306004,0.284399,0.58300009
m__ipfinal_ipfinal__lag001,1.0,0.204737,0.375882,0.58061948
m__unrate_unrate__lag005,0.978056,0.183232,0.409496,0.57972173
m__unrate_unrate__lag003,0.981191,0.172609,0.414627,0.57619051
m__tcu_tcu__lag009,0.736677,0.284307,0.496433,0.57515317
m__indpro_indpro__lag002,1.0,0.20993,0.364314,0.57424435
q__bogz1fa543061175q_life_insurance_ts_tx__lag008,0.971787,0.271032,0.315934,0.57040541
m__indpro_indpro__lag003,1.0,0.215799,0.353572,0.56937098
q__bogz1fr263061130q_row_gov_tsy_reval__lag003,0.987461,0.286659,0.2897,0.56913274
m__unrate_unrate__lag004,0.978056,0.177895,0.401035,0.56622565
m__ipbuseq_ipbuseq__lag003,0.99373,0.295509,0.274222,0.56615925
m__ipfinal_ipfinal__lag007,1.0,0.181004,0.38274,0.56374442
q__bogz1fa573061133q_private_dc_pension_ts_tx__lag001,0.99373,0.203538,0.363069,0.56305474
m__psavert_psavert__lag001,0.84326,0.165555,0.497143,0.55882671
m__ipbuseq_ipbuseq__lag009,0.987461,0.301738,0.26311,0.55776513
q__hnotsbq027s_hhnp_tsy_tx__lag008,0.971787,0.232555,0.341044,0.55741582
q__bogz1fr753061103q_usb_tsy_for_reval__lag003,0.987461,0.288466,0.275466,0.5568612
q__rowcpaq027s_row_commercialpaper_flow__lag002,0.990596,0.235063,0.326506,0.55628852
m__indpro_indpro__lag007,1.0,0.196737,0.35744,0.55417715
q__bogz1fa733061103q_holding_companies_ts_tx__lag001,0.99373,0.250898,0.306652,0.55405451
q__bogz1fr263061145q_row_priv_tsy_reval__lag004,0.984326,0.209017,0.350752,0.55099567
q__rowcpaq027s_row_commercialpaper_flow__lag008,0.971787,0.229958,0.336383,0.55036262
m__ipbuseq_ipbuseq__lag002,0.99373,0.287332,0.265786,0.54965093
m__indpro_indpro__lag004,1.0,0.213647,0.333813,0.54746063
m__psavert_psavert__lag003,0.84326,0.169281,0.478731,0.54644301
m__ipfinal_ipfinal__lag005,1.0,0.16146,0.384943,0.54640257
q__bogz1fl702050005q_usb_ffrrp__lag001,1.0,0.24922,0.296033,0.54525365
q__bogz1fr573061105q_private_pension_ts_reval__lag003,0.987461,0.283661,0.265981,0.54275004
q__bogz1fa343061113q_fed_gov_dcf_retirement_ts_tx__lag002,0.990596,0.24605,0.299638,0.54055557
q__rowgseq027s_row_agency_flow__lag001,0.99373,0.176048,0.36681,0.53945408
q__bogz1fl702050005q_usb_ffrrp__lag004,0.996865,0.224385,0.316585,0.53927381
q__bogz1fa713061103q_cb_tsy_tx__lag004,0.984326,0.094115,0.453445,0.53897786
q__bogz1fr593061105q_pension_ts_reval__lag003,0.987461,0.272773,0.270544,0.53650413
m__ipbuseq_ipbuseq__lag001,0.99373,0.285015,0.254751,0.53638232
q__rowcbaq027s_row_corpbonds_flow__lag005,0.981191,0.224655,0.320408,0.53481166
q__bogz1fr543061175q_life_insurance_ts_reval__lag007,0.974922,0.22519,0.322739,0.53418753
m__tcu_tcu__lag008,0.736677,0.248222,0.473058,0.53135063
q__bogz1lm903061103q_instrument_discrepancies_ts__lag003,1.0,0.125255,0.406075,0.53133046
m__awotman_awotman__lag009,0.874608,0.241554,0.363607,0.52927866
q__bogz1fr543061175q_life_insurance_ts_reval__lag003,0.987461,0.215048,0.318032,0.52639536
q__bogz1fl702050005q_usb_ffrrp__lag007,0.987461,0.211003,0.321798,0.52612028
m__awhman_awhman__lag009,1.0,0.283591,0.240952,0.52454305
q__bogz1fr223061143q_state_local_db_retirement_ts_reval__lag003,0.987461,0.258464,0.272504,0.52430992
q__bogz1fr753061103q_usb_tsy_for_reval__lag005,0.981191,0.175127,0.358517,0.52360678
m__ipfinal_ipfinal__lag006,1.0,0.14797,0.3741,0.52206989
m__ipbuseq_ipbuseq__lag004,0.990596,0.283459,0.243373,0.52187791
q__bogz1fa713068703q_fed_dw_tx__lag008,0.971787,0.331546,0.205352,0.5217496
q__bogz1fa543061175q_life_insurance_ts_tx__lag004,0.984326,0.149379,0.378026,0.51913869
q__fbtsatq027s_dom_fin_sector_tsy_tx__lag001,0.99373,0.170417,0.350897,0.51804495
q__bogz1fl702050005q_usb_ffrrp__lag003,1.0,0.195116,0.322251,0.51736672
m__usalolitoaastsam_oecd_leading_indicator_us__lag007,0.887147,0.267183,0.314669,0.51618911
m__indpro_indpro__lag005,1.0,0.193156,0.321905,0.51506109
q__bogz1fl702050005q_usb_ffrrp__lag008,0.984326,0.167504,0.354704,0.51402206
q__bogz1fr343061105q_fed_gov_retirement_ts_reval__lag003,0.987461,0.267431,0.252443,0.51335462
d__dgs5_dgs5__lag090,0.802508,0.16864,0.46789,0.51081984
q__bogz1fa713061103q_cb_tsy_tx__lag008,0.971787,0.17122,0.354182,0.51057858
q__bogz1fl712051000q_fed_rrp__lag002,1.0,0.182221,0.32777,0.50999133
q__bogz1fa713061113q_cb_bills_tx__lag004,0.984326,0.17357,0.344406,0.50985676
q__bogz1fa763061100q_usb_tsy_oth_tx__lag002,0.990596,0.149114,0.364179,0.50846641
d__dgs5_dgs5__lag039,0.805643,0.163023,0.467301,0.50781573
q__bogz1fa763061100q_usb_tsy_oth_tx__lag001,0.99373,0.158662,0.35223,0.50768889
q__bogz1fr343061113q_fed_gov_dcf_retirement_ts_reval__lag003,0.987461,0.266909,0.246977,0.50744208
d__dgs5_dgs5__lag040,0.805643,0.161288,0.467039,0.50620734
d__dgs5_dgs5__lag042,0.805643,0.160155,0.466509,0.50486714
d__dgs5_dgs5__lag025,0.805643,0.156148,0.469324,0.50390724
d__dgs5_dgs5__lag089,0.805643,0.162497,0.462523,0.50354292
q__rowceaq027s_row_corpequities_flow__lag001,0.99373,0.225731,0.28052,0.50307683
d__dgs5_dgs5__lag037,0.805643,0.15393,0.468807,0.50170373
d__dgs5_dgs5__lag041,0.805643,0.157121,0.465561,0.50165862
m__recprousm156n_recprob__lag009,0.730408,0.316458,0.369909,0.5013276
q__bogz1lm403061105q_gses_ts__lag001,1.0,0.135454,0.365826,0.50127954
q__bogz1lm403061105q_gse_tsy__lag001,1.0,0.135454,0.365826,0.50127954
q__cbi_cbi__lag003,0.984326,0.167371,0.341527,0.50092151
m__ipbuseq_ipbuseq__lag008,0.987461,0.26826,0.238796,0.50069766
d__dgs5_dgs5__lag026,0.805643,0.154076,0.467353,0.50064971
q__bogz1fr543061175q_life_insurance_ts_reval__lag002,0.990596,0.168599,0.335773,0.49962882
m__mcumfn_caputil_man__lag009,0.673981,0.28727,0.453407,0.49920235
d__dgs5_dgs5__lag029,0.805643,0.152772,0.466381,0.49881626
d__dgs5_dgs5__lag027,0.805643,0.153102,0.465577,0.49843352
d__dgs5_dgs5__lag024,0.805643,0.150912,0.465438,0.49655796
d__dgs5_dgs5__lag036,0.805643,0.149498,0.466464,0.49624592
d__dgs5_dgs5__lag028,0.805643,0.152193,0.463602,0.49611067
d__dgs5_dgs5__lag038,0.805643,0.150392,0.464285,0.49521032
d__dgs5_dgs5__lag033,0.805643,0.148508,0.466097,0.49515195
d__dgs3_dgs3__lag025,0.805643,0.14818,0.465828,0.49467047
q__bogz1fa713061103q_cb_tsy_tx__lag001,0.99373,0.083906,0.413658,0.49444424
d__dgs5_dgs5__lag043,0.805643,0.150576,0.462892,0.49423627
d__dgs5_dgs5__lag034,0.805643,0.145699,0.467642,0.49413399
d__dgs5_dgs5__lag087,0.805643,0.156573,0.456729,0.49410182
d__dgs5_dgs5__lag088,0.805643,0.156719,0.456326,0.49389515
q__bogz1fa403061105q_gses_ts_tx__lag001,0.99373,0.285863,0.211092,0.49383855
q__bogz1fl673061103q_abs_issuers_ts__lag005,0.99373,0.188809,0.307462,0.49315974
d__dgs3_dgs3__lag029,0.805643,0.147009,0.464632,0.49276357
d__dgs5_dgs5__lag086,0.805643,0.15563,0.455957,0.49272019
q__bogz1fl713068703q_fed_dw_a__lag006,0.990596,0.226873,0.27001,0.4922096
d__dgs5_dgs5__lag044,0.805643,0.148195,0.462212,0.49176974
q__bogz1fl712151003q_fed_repo__lag001,1.0,0.234689,0.256305,0.49099444
d__dgs5_dgs5__lag032,0.805643,0.145731,0.463616,0.49091549
d__dgs3_dgs3__lag028,0.805643,0.146757,0.462557,0.49088916
d__dgs3_dgs3__lag026,0.805643,0.145405,0.463725,0.49074116
d__dgs5_dgs5__lag023,0.805643,0.14581,0.462963,0.49045346
d__dgs3_dgs3__lag027,0.805643,0.145981,0.462751,0.49042071
d__dgs5_dgs5__lag018,0.805643,0.141391,0.467055,0.49018976
m__indpro_indpro__lag006,1.0,0.186959,0.302928,0.48988654
d__dgs3_dgs3__lag002,0.805643,0.149548,0.458518,0.4898837
d__dgs5_dgs5__lag030,0.805643,0.145034,0.462901,0.48977771
d__dgs3_dgs3__lag024,0.805643,0.144385,0.46318,0.48947974
q__bogz1fl673061103q_abs_issuers_ts__lag006,0.990596,0.154193,0.339867,0.48941313
d__dgs5_dgs5__lag056,0.805643,0.15231,0.454856,0.48915853
d__dgs5_dgs5__lag019,0.805643,0.142551,0.464595,0.48914267
q__bogz1fa673061103q_abs_issuers_ts_tx__lag004,0.984326,0.111758,0.385148,0.48911769
d__dgs5_dgs5__lag021,0.805643,0.139612,0.467282,0.48894018
d__dgs5_dgs5__lag057,0.805643,0.148854,0.457864,0.48879713
d__dgs5_dgs5__lag035,0.805643,0.142044,0.464577,0.4887195
d__dgs3_dgs3__lag018,0.805643,0.140363,0.466122,0.48861037
q__rowtsaq027s_row_tsy_tx__lag003,0.987461,0.217025,0.277513,0.48833747
q__bogz1fa403061105q_gses_ts_tx__lag004,0.984326,0.089909,0.405555,0.487698
d__dgs3_dgs3__lag021,0.805643,0.138097,0.466727,0.48727231
m__awotman_awotman__lag012,0.871473,0.149929,0.409188,0.48725581
d__dgs5_dgs5__lag016,0.805643,0.139184,0.465441,0.48711125
d__dgs5_dgs5__lag048,0.805643,0.148678,0.455916,0.48708697
d__dgs5_dgs5__lag031,0.805643,0.143552,0.460993,0.48704734
d__dgs3_dgs3__lag039,0.805643,0.1467,0.457587,0.48683933
d__dgs5_dgs5__lag045,0.805643,0.144219,0.460006,0.48678921
d__dgs5_dgs5__lag015,0.805643,0.142003,0.461949,0.48657015
d__dgs5_dgs5__lag022,0.805643,0.139422,0.464463,0.48651592
d__dgs3_dgs3__lag042,0.805643,0.147207,0.45617,0.48610635
d__dgs5_dgs5__lag085,0.805643,0.146905,0.456219,0.48590264
d__dgs3_dgs3__lag016,0.805643,0.13812,0.464986,0.48588779
d__dgs3_dgs3__lag003,0.805643,0.147271,0.45512,0.48531176
d__dgs3_dgs3__lag040,0.805643,0.14526,0.456888,0.48511557
d__dgs5_dgs5__lag046,0.805643,0.143733,0.458368,0.48507815
d__dgs3_dgs3__lag019,0.805643,0.138343,0.463352,0.48475109
d__dgs5_dgs5__lag002,0.805643,0.148321,0.453311,0.48470035
d__dgs3_dgs3__lag037,0.805643,0.140784,0.460542,0.48445393
d__dgs3_dgs3__lag023,0.805643,0.140346,0.460959,0.48443701
d__dgs3_dgs3__lag030,0.805643,0.140086,0.461174,0.48439998
d__dgs3_dgs3__lag020,0.805643,0.137772,0.463431,0.48435511
m__ipfinal_ipfinal__lag010,1.0,0.112076,0.372253,0.48432971
q__bogz1fl702050005q_usb_ffrrp__lag006,0.990596,0.200033,0.288872,0.48430772
d__dgs5_dgs5__lag020,0.805643,0.1378,0.46245,0.48358654
q__bogz1fl713068703q_fed_dw_a__lag007,0.987461,0.208874,0.280757,0.4834915
d__dgs3_dgs3__lag033,0.805643,0.139202,0.460833,0.48341353
d__dgs3_dgs3__lag034,0.805643,0.137832,0.462188,0.48340187
d__dgs5_dgs5__lag083,0.805643,0.144615,0.455371,0.48337432
d__dgs3_dgs3__lag015,0.805643,0.137884,0.461864,0.48318248
d__dgs3_dgs3__lag041,0.805643,0.143231,0.456404,0.48309192
q__bogz1fr403061105q_gses_ts_reval__lag005,0.981191,0.156208,0.335977,0.48292738
q__tgdef_net_gov_sav__lag003,0.984326,0.052008,0.43845,0.48277076
d__dgs5_dgs5__lag084,0.805643,0.143823,0.4553,0.48267889
d__dgs3_dgs3__lag017,0.805643,0.136005,0.46309,0.48265682
d__dgs5_dgs5__lag017,0.805643,0.1363,0.46271,0.48258784
d__dgs3_dgs3__lag022,0.805643,0.135677,0.462687,0.48206759
d__dgs5_dgs5__lag054,0.805643,0.144192,0.454169,0.48206497
d__dgs3_dgs3__lag001,0.805643,0.144704,0.453609,0.4820267
d__dgs3_dgs3__lag032,0.805643,0.138645,0.45917,0.481626
d__dgs5_dgs5__lag003,0.805643,0.147938,0.4496,0.48140235
q__bogz1fr263061145q_row_priv_tsy_reval__lag003,0.987461,0.221011,0.266345,0.48124554
q__bogz1fr573061133q_private_dc_pension_ts_reval__lag003,0.987461,0.249762,0.236925,0.48058422
d__dgs5_dgs5__lag014,0.805643,0.139774,0.456587,0.48045434
d__dgs5_dgs5__lag071,0.805643,0.140481,0.45566,0.48027652
d__dgs3_dgs3__lag031,0.805643,0.136798,0.458623,0.47969629
q__bogz1fr513061105q_pc_insurance_ts_reval__lag008,0.971787,0.21639,0.277093,0.47956022
d__dgs5_dgs5__lag055,0.805643,0.142957,0.452184,0.47947138
d__dgs3_dgs3__lag011,0.805643,0.136255,0.458772,0.47937943
d__dgs3_dgs3__lag004,0.805643,0.140432,0.454464,0.47927369
d__dgs5_dgs5__lag072,0.805643,0.139193,0.455621,0.47920786
d__dgs3_dgs3__lag038,0.805643,0.138063,0.456544,0.47904059
d__dgs3_dgs3__lag014,0.805643,0.135866,0.458391,0.47875843
q__bogz1fr543061175q_life_insurance_ts_reval__lag008,0.971787,0.171484,0.320974,0.47856409
d__dgs3_dgs3__lag008,0.805643,0.135801,0.4582,0.47855271
q__psave_psave__lag003,0.984326,0.03826,0.447906,0.47854579
d__dgs3_dgs3__lag036,0.805643,0.136008,0.457935,0.47850623
d__dgs5_dgs5__lag070,0.805643,0.140083,0.453729,0.47840067
d__dgs3_dgs3__lag043,0.805643,0.140169,0.45353,0.47830902
q__bogz1fa593061105q_pension_ts_tx__lag005,0.981191,0.238137,0.249318,0.47828652
q__bogz1fa213061103q_state_local_gov_ts_tx__lag007,0.974922,0.210308,0.280131,0.47813961
d__dgs3_dgs3__lag006,0.805643,0.137531,0.455863,0.4780635
d__dgs5_dgs5__lag069,0.805643,0.138332,0.454943,0.47796783
d__dgs5_dgs5__lag047,0.805643,0.140462,0.452802,0.47795874
d__dgs3_dgs3__lag035,0.805643,0.13343,0.459259,0.47749559
d__dgs5_dgs5__lag080,0.805643,0.142588,0.450077,0.47747595
d__dgs3_dgs3__lag005,0.805643,0.138256,0.454276,0.47736963
d__dgs3_dgs3__lag007,0.805643,0.136404,0.456026,0.47728675
d__dgs5_dgs5__lag013,0.805643,0.138175,0.454014,0.47709259
d__dgs3_dgs3__lag044,0.805643,0.138904,0.453079,0.47692626
d__dgs5_dgs5__lag011,0.805643,0.136899,0.454719,0.47663233
q__bogz1fl673061103q_abs_issuers_ts__lag007,0.987461,0.121578,0.360651,0.47618214
d__dgs3_dgs3__lag013,0.805643,0.133805,0.456748,0.47577526
d__dgs5_dgs5__lag081,0.805643,0.138202,0.452001,0.47549288
d__dgs5_dgs5__lag001,0.805643,0.142646,0.447444,0.47540189
d__dgs5_dgs5__lag082,0.805643,0.136935,0.453135,0.47538527
d__dgs3_dgs3__lag010,0.805643,0.131856,0.458067,0.47526706
d__dgs5_dgs5__lag049,0.805643,0.138325,0.450971,0.47476204
d__dgs5_dgs5__lag058,0.805643,0.13722,0.452015,0.47471241
q__bogz1fa403061105q_gses_ts_tx__lag002,0.990596,0.223433,0.255469,0.47439813
d__dgs5_dgs5__lag073,0.805643,0.133473,0.45518,0.474244
q__rowgseq027s_row_agency_flow__lag002,0.990596,0.101784,0.376912,0.47419435
q__bogz1fr543061175q_life_insurance_ts_reval__lag004,0.984326,0.112684,0.368654,0.47379397
d__dgs5_dgs5__lag005,0.805643,0.137306,0.450475,0.47354117
d__dgs5_dgs5__lag007,0.805643,0.135607,0.452046,0.47343834
d__dgs5_dgs5__lag004,0.805643,0.137951,0.448956,0.47283703
q__bogz1fl633061110q_mmf_bills_raw__lag001,1.0,0.129158,0.343657,0.47281512
q__bogz1fl633061110q_mmf_bills__lag001,1.0,0.129158,0.343657,0.47281512
d__dgs5_dgs5__lag008,0.805643,0.133497,0.453257,0.47271359
m__psavert_psavert__lag010,0.833856,0.089585,0.477062,0.4725024
d__dgs3_dgs3__lag045,0.805643,0.135708,0.450722,0.47245294
d__dgs5_dgs5__lag006,0.805643,0.1352,0.451181,0.47241359
d__dgs3_dgs3__lag012,0.805643,0.130666,0.455253,0.47204135
m__indpro_indpro__lag001,1.0,0.197539,0.274457,0.47199581
d__dgs5_dgs5__lag010,0.805643,0.131705,0.454139,0.47198028
d__dgs5_dgs5__lag075,0.805643,0.133576,0.452002,0.4717664
q__bogz1fr573061143q_private_db_pension_ts_reval__lag005,0.981191,0.155082,0.325605,0.47164615
d__dgs5_dgs5__lag077,0.805643,0.133801,0.451388,0.47145393
d__dgs5_dgs5__lag050,0.805643,0.137938,0.446779,0.47107293
d__dgs3_dgs3__lag046,0.805643,0.134772,0.449601,0.47079524
d__dgs3_dgs3__lag009,0.805643,0.128502,0.45575,0.47069887
d__dgs5_dgs5__lag012,0.805643,0.132434,0.451801,0.47068465
d__dgs5_dgs5__lag074,0.805643,0.132185,0.451573,0.47030047
d__dgs5_dgs5__lag068,0.805643,0.130649,0.452087,0.46947737
d__dgs3_dgs3__lag090,0.802508,0.135687,0.448795,0.46905145
d__dgs5_dgs5__lag065,0.805643,0.128677,0.453453,0.46898875
m__ipcongd_ipcongd__lag003,1.0,0.129965,0.338227,0.46819186
d__dgs10_dgs10__lag090,0.802508,0.154355,0.428448,0.46770429
d__dgs3_dgs3__lag048,0.805643,0.134131,0.445967,0.46735168
d__dgs5_dgs5__lag078,0.805643,0.131042,0.448749,0.46710514
q__cbi_cbi__lag005,0.978056,0.170024,0.307539,0.46708437
q__bogz1fr653061105q_mutual_funds_ts_reval__lag003,0.987461,0.22424,0.248028,0.46634657
d__dgs5_dgs5__lag051,0.805643,0.133015,0.445664,0.46620895
m__ipman_ipman__lag009,0.673981,0.284865,0.406464,0.46594269
d__dgs5_dgs5__lag076,0.805643,0.129324,0.4489,0.46584186
m__awotman_awotman__lag008,0.874608,0.198252,0.334049,0.46555505
d__dgs5_dgs5__lag079,0.805643,0.130086,0.446867,0.46481796
q__bogz1fa693061105q_nonmmf_ts_tx__lag003,0.987461,0.310425,0.159734,0.4642641
q__bogz1fa693061105q_nonmmmf_ts_tx__lag003,0.987461,0.310425,0.159734,0.4642641
m__ipdcongd_ipdcongd__lag002,0.99373,0.111314,0.355801,0.4641865
m__indpro_indpro__lag010,1.0,0.124696,0.339367,0.4640633
d__dgs3_dgs3__lag047,0.805643,0.130946,0.444856,0.46389016
d__dgs3_dgs3__lag057,0.805643,0.129682,0.445992,0.46378765
d__dgs3_dgs3__lag056,0.805643,0.132295,0.443298,0.46372238
q__bogz1fl673061103q_abs_issuers_ts__lag004,0.996865,0.215629,0.249534,0.46370558
d__dgs5_dgs5__lag067,0.805643,0.12585,0.449426,0.4634671
q__bogz1fr403061105q_gses_ts_reval__lag003,0.987461,0.258755,0.210557,0.46342667
d__dgs5_dgs5__lag059,0.805643,0.125705,0.449359,0.46329603
d__dgs10_dgs10__lag089,0.805643,0.150075,0.424223,0.46267888
m__tcu_tcu__lag007,0.736677,0.213829,0.414116,0.46259256
m__ipcongd_ipcongd__lag010,1.0,0.091195,0.37139,0.4625848
q__hnotsbq027s_hhnp_tsy_tx__lag001,0.99373,0.137749,0.327473,0.46230445
q__bogz1fr743061103q_usb_tsy_dom_reval__lag003,0.987461,0.229083,0.238901,0.46211534
d__dgs5_dgs5__lag060,0.805643,0.122473,0.450843,0.46188762
d__dgs3_dgs3__lag089,0.805643,0.129268,0.443268,0.46125949
d__dgs5_dgs5__lag053,0.805643,0.127937,0.444454,0.46114267
d__dgs5_dgs5__lag061,0.805643,0.121736,0.450654,0.46114167
q__bogz1fr793061105q_dom_fin_sector_tsy_reval__lag003,0.987461,0.227397,0.239504,0.4610466
d__dgs5_dgs5__lag064,0.805643,0.122189,0.449499,0.46057663
d__dgs5_dgs5__lag009,0.805643,0.122045,0.449412,0.46039069
d__dgs5_dgs5__lag052,0.805643,0.128693,0.442679,0.46032137
d__dgs5_dgs5__lag066,0.805643,0.121531,0.449563,0.46009801
d__dgs3_dgs3__lag049,0.805643,0.127508,0.44327,0.45984327
d__dgs5_dgs5__lag062,0.805643,0.120023,0.449142,0.45854354
d__dgs3_dgs3__lag054,0.805643,0.126772,0.442315,0.45848065
q__bogz1fr543061175q_life_insurance_ts_reval__lag005,0.981191,0.107587,0.359265,0.4580712
q__bogz1fr753061103q_usb_tsy_for_reval__lag002,0.990596,0.156514,0.30588,0.45804542
d__dgs3_dgs3__lag055,0.805643,0.126104,0.441848,0.45756575
q__bogz1fr713061113q_cb_bills_reval__lag002,0.990596,0.195247,0.266491,0.45739554
q__bogz1fa263061130q_row_gov_tsy_tx__lag001,0.99373,0.187727,0.272333,0.45717564
d__dgs3_dgs3__lag087,0.805643,0.12769,0.439686,0.45710275
d__dgs3_dgs3__lag058,0.805643,0.124221,0.44237,0.45646997
q__bogz1fa383061105q_dom_nonfin_sector_tsy_tx__lag008,0.971787,0.204124,0.265212,0.45609493
q__bogz1fr403061105q_gses_ts_reval__lag004,0.984326,0.161823,0.301419,0.45598096
d__dgs3_dgs3__lag086,0.805643,0.127489,0.438355,0.45586739
q__bogz1fl712151003q_fed_repo__lag002,1.0,0.186879,0.268869,0.45574811
m__ipbuseq_ipbuseq__lag005,0.990596,0.2284,0.231445,0.45552083
d__dgs3_dgs3__lag050,0.805643,0.125989,0.439158,0.45530623
