feature_id,coverage_share,abs_corr_treatment,abs_corr_outcome_max,screen_score
d__dgs5_dgs5__lag019,0.805643,0.464883,0.10747,0.46111214
m__ipcongd_ipcongd__lag012,1.0,0.36493,0.096125,0.46105518
q__fgdef_fgdef__lag004,0.981191,0.344919,0.124382,0.46047487
d__dgs5_dgs5__lag015,0.805643,0.46225,0.109212,0.46039425
d__dgs5_dgs5__lag030,0.805643,0.463112,0.107466,0.45968188
d__dgs5_dgs5__lag080,0.805643,0.449522,0.120979,0.45961965
m__tcu_tcu__lag009,0.736677,0.491678,0.13173,0.45925008
d__dgs3_dgs3__lag031,0.805643,0.45888,0.110607,0.4588035
d__dgs3_dgs3__lag019,0.805643,0.463562,0.105827,0.45872379
m__tcu_tcu__lag004,0.739812,0.370954,0.248994,0.45864475
d__dgs3_dgs3__lag037,0.805643,0.460806,0.108246,0.45845302
d__dgs5_dgs5__lag044,0.805643,0.462273,0.106644,0.45834397
d__dgs5_dgs5__lag040,0.805643,0.467142,0.101739,0.45831499
d__dgs5_dgs5__lag039,0.805643,0.467462,0.101397,0.45829721
d__dgs3_dgs3__lag042,0.805643,0.456414,0.112341,0.4582135
q__rowcbaq027s_row_corpbonds_flow__lag006,0.978056,0.237986,0.230464,0.45817114
d__dgs5_dgs5__lag078,0.805643,0.448176,0.12051,0.45815792
d__dgs3_dgs3__lag032,0.805643,0.459422,0.108977,0.45792657
m__indpro_indpro__lag007,1.0,0.242496,0.215386,0.45788194
d__dgs3_dgs3__lag041,0.805643,0.456648,0.111315,0.45757588
d__dgs3_dgs3__lag036,0.805643,0.458202,0.109667,0.45749965
d__dgs3_dgs3__lag015,0.805643,0.46203,0.105642,0.45734078
d__dgs5_dgs5__lag081,0.805643,0.451454,0.116112,0.45725541
d__dgs3_dgs3__lag078,0.805643,0.435704,0.131706,0.45712982
d__dgs3_dgs3__lag090,0.802508,0.448806,0.120474,0.45685201
d__dgs3_dgs3__lag085,0.805643,0.440368,0.126081,0.4563551
d__dgs3_dgs3__lag030,0.805643,0.461426,0.104658,0.45606197
d__dgs10_dgs10__lag023,0.805643,0.410064,0.155883,0.45595115
d__dgs5_dgs5__lag079,0.805643,0.446347,0.119583,0.45593724
d__dgs5_dgs5__lag018,0.805643,0.467351,0.09826,0.45567981
d__dgs3_dgs3__lag086,0.805643,0.438263,0.127338,0.45567211
d__dgs3_dgs3__lag083,0.805643,0.438812,0.126503,0.4554412
d__dgs3_dgs3__lag084,0.805643,0.438395,0.126491,0.45509658
q__fbtsatq027s_dom_fin_sector_tsy_tx__lag001,0.99373,0.351159,0.106618,0.45490706
m__ipncongd_ipncongd__lag009,0.987461,0.327007,0.133582,0.45481353
d__dgs5_dgs5__lag038,0.805643,0.464451,0.099908,0.45467203
d__dgs5_dgs5__lag082,0.805643,0.452482,0.111852,0.45465123
d__dgs3_dgs3__lag088,0.805643,0.438694,0.125587,0.45460832
d__dgs5_dgs5__lag043,0.805643,0.46296,0.101298,0.45459018
d__dgs3_dgs3__lag018,0.805643,0.466278,0.097913,0.45453687
d__dgs3_dgs3__lag089,0.805643,0.443295,0.120835,0.45448695
d__dgs3_dgs3__lag087,0.805643,0.439583,0.124458,0.45441533
d__dgs3_dgs3__lag080,0.805643,0.433987,0.129768,0.45418487
d__dgs3_dgs3__lag002,0.805643,0.458418,0.105323,0.45417383
d__dgs3_dgs3__lag014,0.805643,0.458542,0.10511,0.45410217
m__fedfunds_fed_funds__lag003,0.899687,0.366826,0.137819,0.45402202
d__dgs5_dgs5__lag054,0.805643,0.454332,0.109024,0.45386364
d__dgs5_dgs5__lag077,0.805643,0.450598,0.111899,0.45317136
d__dgs3_dgs3__lag044,0.805643,0.453382,0.109091,0.45315209
d__dgs3_dgs3__lag077,0.805643,0.436863,0.125434,0.45301026
d__dgs3_dgs3__lag079,0.805643,0.431987,0.129918,0.45269452
d__dgs1_dgs1__lag002,0.805643,0.430108,0.131671,0.452593
d__dgs10_dgs10__lag022,0.805643,0.409895,0.151854,0.45256849
d__dgs5_dgs5__lag048,0.805643,0.456184,0.105382,0.45242186
d__dgs5_dgs5__lag057,0.805643,0.458119,0.103347,0.45234089
d__dgs10_dgs10__lag025,0.805643,0.411499,0.149726,0.45214696
d__dgs3_dgs3__lag039,0.805643,0.457852,0.103088,0.45191735
d__dgs5_dgs5__lag047,0.805643,0.453016,0.107001,0.45117431
d__dgs3_dgs3__lag081,0.805643,0.435081,0.124809,0.45107137
d__dgs3_dgs3__lag013,0.805643,0.45689,0.102997,0.45106817
d__dgs5_dgs5__lag058,0.805643,0.452232,0.107439,0.45089487
d__dgs1_dgs1__lag025,0.805643,0.42431,0.135252,0.45080649
d__dgs3_dgs3__lag040,0.805643,0.457172,0.102326,0.45075557
d__dgs3_dgs3__lag038,0.805643,0.456809,0.102662,0.45073353
d__dgs5_dgs5__lag046,0.805643,0.458435,0.100949,0.45066302
d__dgs5_dgs5__lag014,0.805643,0.456892,0.102411,0.45059811
m__usalolitoaastsam_oecd_leading_indicator_us__lag010,0.884013,0.33431,0.175233,0.45044278
d__dgs10_dgs10__lag026,0.805643,0.411392,0.147639,0.45037875
q__bogz1fr543061175q_life_insurance_ts_reval__lag005,0.981191,0.359275,0.099732,0.4503737
d__dgs3_dgs3__lag017,0.805643,0.463242,0.095733,0.45033389
d__dgs3_dgs3__lag043,0.805643,0.453828,0.105095,0.45029211
d__dgs10_dgs10__lag024,0.805643,0.409826,0.149032,0.45023941
m__psavert_psavert__lag010,0.833856,0.477169,0.06255,0.45004816
d__dgs5_dgs5__lag045,0.805643,0.460074,0.098401,0.44993185
d__dgs3_dgs3__lag057,0.805643,0.446125,0.112349,0.44993098
m__tcu_tcu__lag008,0.736677,0.467931,0.142698,0.44983618
m__tcu_tcu__lag007,0.736677,0.408412,0.202109,0.44975688
d__dgs5_dgs5__lag055,0.805643,0.45243,0.105686,0.44964146
d__dgs10_dgs10__lag021,0.805643,0.412087,0.145904,0.44954129
d__dgs3_dgs3__lag058,0.805643,0.44259,0.115187,0.44936896
d__dgs5_dgs5__lag017,0.805643,0.463009,0.094727,0.44933618
d__dgs1_dgs1__lag024,0.805643,0.423616,0.134057,0.44928469
d__dgs5_dgs5__lag053,0.805643,0.444694,0.112848,0.44917962
d__dgs5_dgs5__lag013,0.805643,0.45432,0.102772,0.44881718
d__dgs3_dgs3__lag082,0.805643,0.436687,0.120328,0.44875482
d__dgs1_dgs1__lag014,0.805643,0.423959,0.132954,0.44867304
d__dgs1_dgs1__lag027,0.805643,0.421863,0.134944,0.44858789
d__dgs1_dgs1__lag023,0.805643,0.423023,0.133721,0.44853695
d__dgs1_dgs1__lag026,0.805643,0.421474,0.135262,0.44852963
d__dgs3_dgs3__lag048,0.805643,0.446193,0.110459,0.4484623
d__dgs3_dgs3__lag054,0.805643,0.442572,0.1139,0.44831798
d__dgs5_dgs5__lag060,0.805643,0.451068,0.105401,0.44831504
q__bogz1fa693061105q_nonmmf_ts_tx__lag001,0.99373,0.276739,0.174204,0.44811481
q__bogz1fa693061105q_nonmmmf_ts_tx__lag001,0.99373,0.276739,0.174204,0.44811481
d__dgs3_dgs3__lag060,0.805643,0.442942,0.112954,0.4478539
d__dgs3_dgs3__lag055,0.805643,0.442034,0.113585,0.44762983
q__bogz1fa403061105q_gses_ts_tx__lag002,0.990596,0.255112,0.19663,0.44749317
d__dgs1_dgs1__lag013,0.805643,0.423711,0.131737,0.4474927
d__dgs1_dgs1__lag003,0.805643,0.430276,0.124864,0.4472442
d__dgs3_dgs3__lag059,0.805643,0.441569,0.113551,0.44722808
q__bogz1fa313161110q_totalbills_z1_tx__lag002,0.990596,0.315027,0.13627,0.44705268
d__dgs1_dgs1__lag001,0.805643,0.428524,0.12605,0.4467881
d__dgs3_dgs3__lag047,0.805643,0.44514,0.109272,0.44665819
d__dgs3_dgs3__lag046,0.805643,0.449908,0.10444,0.44660639
d__dgs5_dgs5__lag059,0.805643,0.449591,0.104751,0.4466009
d__dgs3_dgs3__lag045,0.805643,0.451027,0.103218,0.44652323
d__dgs5_dgs5__lag002,0.805643,0.45351,0.100631,0.44643948
d__dgs5_dgs5__lag061,0.805643,0.450705,0.103432,0.4464364
d__dgs5_dgs5__lag049,0.805643,0.451264,0.102837,0.44640744
m__ipfinal_ipfinal__lag001,1.0,0.370011,0.076274,0.44628485
d__dgs1_dgs1__lag016,0.805643,0.426274,0.127429,0.44608691
d__dgs1_dgs1__lag020,0.805643,0.424784,0.128849,0.44603016
d__dgs3_dgs3__lag049,0.805643,0.443422,0.110134,0.44596804
q__bogz1lm903061103q_instrument_discrepancies_ts__lag001,1.0,0.403847,0.041821,0.44566875
d__dgs5_dgs5__lag069,0.805643,0.454814,0.098282,0.44559807
d__dgs3_dgs3__lag061,0.805643,0.443001,0.110015,0.44553327
d__dgs10_dgs10__lag034,0.805643,0.41934,0.133643,0.44550664
d__dgs1_dgs1__lag005,0.805643,0.428113,0.124818,0.44546501
d__dgs1_dgs1__lag022,0.805643,0.423099,0.129828,0.44546119
d__dgs1_dgs1__lag021,0.805643,0.425378,0.127533,0.4454486
d__dgs1_dgs1__lag004,0.805643,0.429427,0.123441,0.44541463
d__dgs10_dgs10__lag027,0.805643,0.408158,0.144698,0.44540447
d__dgs3_dgs3__lag007,0.805643,0.456001,0.096573,0.44517665
q__bogz1lm903061103q_instrument_discrepancies_ts__lag003,1.0,0.405534,0.039584,0.44511814
q__rowmfsq027s_row_mutualfundshares_flow__lag004,0.984326,0.206599,0.245519,0.44503118
m__awotman_awotman__lag009,0.874608,0.339835,0.168949,0.44498641
d__dgs1_dgs1__lag028,0.805643,0.421921,0.130356,0.44493808
d__dgs5_dgs5__lag065,0.805643,0.453513,0.098581,0.44479071
d__dgs3_dgs3__lag076,0.805643,0.434731,0.117327,0.44476183
d__dgs3_dgs3__lag053,0.805643,0.436622,0.115371,0.44470922
d__dgs3_dgs3__lag011,0.805643,0.458801,0.093184,0.4447027
d__dgs1_dgs1__lag015,0.805643,0.425387,0.126207,0.44438739
d__dgs10_dgs10__lag033,0.805643,0.419482,0.131871,0.44419296
d__dgs5_dgs5__lag076,0.805643,0.448231,0.103063,0.44414613
d__dgs5_dgs5__lag050,0.805643,0.447038,0.103986,0.44392832
d__dgs5_dgs5__lag062,0.805643,0.449121,0.101751,0.4438057
d__dgs5_dgs5__lag075,0.805643,0.451469,0.099305,0.44372683
d__dgs10_dgs10__lag020,0.805643,0.406889,0.143836,0.44368713
d__dgs3_dgs3__lag075,0.805643,0.438272,0.112156,0.4434486
d__dgs5_dgs5__lag056,0.805643,0.455008,0.095396,0.44342923
d__dgs5_dgs5__lag011,0.805643,0.454988,0.095075,0.44315449
d__dgs1_dgs1__lag007,0.805643,0.427644,0.122033,0.44284363
d__dgs5_dgs5__lag052,0.805643,0.442919,0.106747,0.44283413
d__dgs3_dgs3__lag008,0.805643,0.45818,0.091348,0.44272317
d__dgs3_dgs3__lag056,0.805643,0.443562,0.105893,0.44266483
q__rowceaq027s_row_corpequities_flow__lag001,0.99373,0.280529,0.164918,0.44265403
d__dgs5_dgs5__lag074,0.805643,0.451168,0.098203,0.44259652
d__dgs3_dgs3__lag050,0.805643,0.439393,0.109749,0.44241195
d__dgs3_dgs3__lag062,0.805643,0.440359,0.108366,0.44207584
d__dgs5_dgs5__lag073,0.805643,0.454764,0.0939,0.44202702
d__dgs10_dgs10__lag035,0.805643,0.414951,0.133631,0.4419611
d__dgs1_dgs1__lag008,0.805643,0.427833,0.120622,0.4418586
d__dgs1_dgs1__lag029,0.805643,0.421536,0.12687,0.44181877
d__dgs3_dgs3__lag010,0.805643,0.458095,0.090303,0.44181267
m__awotman_awotman__lag006,0.877743,0.23403,0.2692,0.44170685
d__dgs3_dgs3__lag012,0.805643,0.455283,0.092944,0.44167471
d__dgs3_dgs3__lag009,0.805643,0.455783,0.092364,0.44161044
d__dgs5_dgs5__lag066,0.805643,0.449642,0.098352,0.44148719
d__dgs5_dgs5__lag071,0.805643,0.455454,0.092426,0.44139576
d__dgs1_dgs1__lag006,0.805643,0.427814,0.120064,0.44139427
d__dgs3_dgs3__lag074,0.805643,0.437135,0.110723,0.441378
d__dgs5_dgs5__lag070,0.805643,0.453622,0.094077,0.4412494
d__dgs5_dgs5__lag051,0.805643,0.4459,0.101653,0.44113224
d__dgs3_dgs3__lag065,0.805643,0.441134,0.106365,0.44108813
d__dgs1_dgs1__lag019,0.805643,0.42347,0.123984,0.44105251
d__dgs5_dgs5__lag068,0.805643,0.452103,0.095174,0.44091026
d__dgs10_dgs10__lag016,0.805643,0.409696,0.136999,0.44044109
d__dgs5_dgs5__lag007,0.805643,0.452253,0.094431,0.4404321
d__dgs3_dgs3__lag073,0.805643,0.439781,0.106879,0.4404129
d__dgs3_dgs3__lag001,0.805643,0.45336,0.09327,0.44038859
d__dgs5_dgs5__lag067,0.805643,0.449495,0.097032,0.44030602
d__dgs5_dgs5__lag072,0.805643,0.455207,0.091195,0.44020495
d__dgs3_dgs3__lag069,0.805643,0.439655,0.106724,0.4401858
d__dgs10_dgs10__lag036,0.805643,0.420322,0.125954,0.44010332
d__dgs10_dgs10__lag037,0.805643,0.422796,0.123365,0.44001064
d__dgs5_dgs5__lag012,0.805643,0.452082,0.093839,0.43981728
d__dgs5_dgs5__lag010,0.805643,0.454409,0.091337,0.43967606
d__dgs3_dgs3__lag006,0.805643,0.455931,0.089735,0.4396122
d__dgs3_dgs3__lag051,0.805643,0.437152,0.108154,0.43932148
d__dgs1_dgs1__lag018,0.805643,0.425113,0.120139,0.43927848
d__dgs3_dgs3__lag005,0.805643,0.454333,0.090696,0.43909881
d__dgs3_dgs3__lag052,0.805643,0.434741,0.110112,0.43895677
d__dgs3_dgs3__lag072,0.805643,0.440497,0.103791,0.43850216
d__dgs10_dgs10__lag015,0.805643,0.410003,0.134229,0.43845604
d__dgs3_dgs3__lag003,0.805643,0.455011,0.089123,0.43837775
d__dgs1_dgs1__lag011,0.805643,0.425717,0.118414,0.43837516
d__dgs1_dgs1__lag030,0.805643,0.419303,0.124535,0.43813911
q__bogz1fa633061105q_money_market_funds_ts_tx__lag002,0.990596,0.357364,0.084729,0.43793535
d__dgs1_dgs1__lag035,0.805643,0.41599,0.127594,0.43793462
