feature_id,coverage_share,abs_corr_treatment,abs_corr_outcome_max,screen_score
d__dgs3_dgs3__lag005,0.805643,0.454333,0.457865,0.73490611
d__dgs5_dgs5__lag037,0.805643,0.468957,0.442914,0.73464181
d__dgs3_dgs3__lag004,0.805643,0.454349,0.457469,0.73459937
q__bogz1fl713061113q_cb_bills_raw__lag008,0.984326,0.332961,0.413258,0.73452244
q__bogz1fl713061113q_cb_bills__lag008,0.984326,0.332961,0.413258,0.73452244
d__dgs3_dgs3__lag025,0.805643,0.466033,0.445042,0.73400097
d__dgs3_dgs3__lag023,0.805643,0.461158,0.449771,0.73388332
d__dgs5_dgs5__lag031,0.805643,0.461201,0.449586,0.73376901
d__dgs3_dgs3__lag009,0.805643,0.455783,0.454947,0.73372321
m__ipcongd_ipcongd__lag009,1.0,0.453125,0.280517,0.73364144
d__dgs3_dgs3__lag011,0.805643,0.458801,0.451466,0.73334979
d__dgs3_dgs3__lag008,0.805643,0.45818,0.45165,0.73299746
d__dgs3_dgs3__lag026,0.805643,0.463832,0.445719,0.7327728
d__dgs3_dgs3__lag003,0.805643,0.455011,0.454533,0.73276706
d__dgs5_dgs5__lag013,0.805643,0.45432,0.455174,0.73272696
d__dgs3_dgs3__lag006,0.805643,0.455931,0.453438,0.73262662
d__dgs3_dgs3__lag021,0.805643,0.466933,0.442372,0.73257477
d__dgs3_dgs3__lag018,0.805643,0.466278,0.442984,0.73254006
d__dgs5_dgs5__lag035,0.805643,0.464674,0.444525,0.73248919
d__dgs3_dgs3__lag010,0.805643,0.458095,0.45105,0.73244578
d__dgs3_dgs3__lag027,0.805643,0.462914,0.445347,0.73173362
d__dgs3_dgs3__lag001,0.805643,0.45336,0.454575,0.73147125
d__dgs5_dgs5__lag039,0.805643,0.467462,0.440447,0.73144999
d__dgs3_dgs3__lag024,0.805643,0.463381,0.444171,0.73116253
d__dgs5_dgs5__lag040,0.805643,0.467142,0.439662,0.73055978
d__dgs3_dgs3__lag007,0.805643,0.456001,0.450541,0.73034906
d__dgs3_dgs3__lag017,0.805643,0.463242,0.442302,0.72954519
d__dgs3_dgs3__lag029,0.805643,0.464884,0.440244,0.72920984
d__dgs5_dgs5__lag038,0.805643,0.464451,0.44056,0.72911528
d__dgs5_dgs5__lag014,0.805643,0.456892,0.447686,0.72876698
d__dgs3_dgs3__lag012,0.805643,0.455283,0.449022,0.72854683
d__dgs3_dgs3__lag020,0.805643,0.463677,0.440377,0.72834475
d__dgs3_dgs3__lag028,0.805643,0.462724,0.441014,0.72808985
q__tgdef_net_gov_sav__lag003,0.984326,0.437201,0.302298,0.72790784
d__dgs3_dgs3__lag022,0.805643,0.462909,0.440384,0.72773138
m__psavert_psavert__lag012,0.833856,0.471926,0.400723,0.72766337
d__dgs3_dgs3__lag019,0.805643,0.463562,0.43951,0.72755352
d__dgs3_dgs3__lag015,0.805643,0.46203,0.440076,0.72677484
d__dgs5_dgs5__lag042,0.805643,0.466712,0.435392,0.726773
d__dgs5_dgs5__lag041,0.805643,0.465748,0.435306,0.72592735
d__dgs3_dgs3__lag013,0.805643,0.45689,0.442709,0.72475528
d__dgs5_dgs5__lag043,0.805643,0.46296,0.435901,0.7241604
q__bogz1fa633061105q_money_market_funds_ts_tx__lag002,0.990596,0.357364,0.372116,0.72261993
d__dgs5_dgs5__lag089,0.805643,0.461361,0.435337,0.72241804
d__dgs3_dgs3__lag033,0.805643,0.461083,0.435237,0.72211361
d__dgs5_dgs5__lag044,0.805643,0.462273,0.433689,0.7218254
d__dgs5_dgs5__lag090,0.802508,0.466701,0.431459,0.72078049
d__dgs3_dgs3__lag030,0.805643,0.461426,0.433047,0.72062567
d__dgs3_dgs3__lag014,0.805643,0.458542,0.435732,0.72046579
d__dgs3_dgs3__lag032,0.805643,0.459422,0.434149,0.71989839
d__dgs5_dgs5__lag045,0.805643,0.460074,0.432212,0.71886434
q__bogz1fl313024000q_tres_oper_cash__lag002,1.0,0.55783,0.161004,0.71883436
d__dgs5_dgs5__lag061,0.805643,0.450705,0.440286,0.71781968
d__dgs5_dgs5__lag087,0.805643,0.455278,0.435414,0.71757991
d__dgs3_dgs3__lag031,0.805643,0.45888,0.431513,0.71733851
d__dgs5_dgs5__lag057,0.805643,0.458119,0.431537,0.71674417
d__dgs5_dgs5__lag060,0.805643,0.451068,0.43844,0.716626
m__unrate_unrate__lag009,0.974922,0.518114,0.216734,0.71641922
d__dgs3_dgs3__lag034,0.805643,0.462465,0.426671,0.71632586
d__dgs5_dgs5__lag071,0.805643,0.455454,0.432696,0.71553151
d__dgs5_dgs5__lag062,0.805643,0.449121,0.438925,0.71544774
d__dgs5_dgs5__lag073,0.805643,0.454764,0.433008,0.71522687
d__dgs5_dgs5__lag086,0.805643,0.454528,0.432905,0.71495386
d__dgs5_dgs5__lag046,0.805643,0.458435,0.428905,0.71487824
d__dgs5_dgs5__lag085,0.805643,0.454991,0.432262,0.71480945
d__dgs5_dgs5__lag088,0.805643,0.454818,0.432182,0.71460527
d__dgs5_dgs5__lag059,0.805643,0.449591,0.437382,0.71458282
d__dgs5_dgs5__lag069,0.805643,0.454814,0.432046,0.71449245
m__ipfinal_ipfinal__lag009,1.0,0.475268,0.238595,0.71386343
d__dgs5_dgs5__lag056,0.805643,0.455008,0.430992,0.71379946
d__dgs5_dgs5__lag068,0.805643,0.452103,0.433608,0.71356699
d__dgs5_dgs5__lag084,0.805643,0.454342,0.431257,0.71347588
d__dgs5_dgs5__lag072,0.805643,0.455207,0.43027,0.71337782
d__dgs5_dgs5__lag065,0.805643,0.453513,0.43171,0.71317304
d__dgs5_dgs5__lag054,0.805643,0.454332,0.43079,0.71309245
d__dgs5_dgs5__lag070,0.805643,0.453622,0.431037,0.71271861
d__dgs3_dgs3__lag035,0.805643,0.459547,0.424624,0.7123258
d__dgs5_dgs5__lag083,0.805643,0.4547,0.429356,0.71223334
d__dgs5_dgs5__lag058,0.805643,0.452232,0.431734,0.71216007
q__bogz1fa633061110q_mmf_bills_tx__lag002,0.990596,0.341745,0.377131,0.71211506
d__dgs5_dgs5__lag048,0.805643,0.456184,0.42764,0.71204639
d__dgs5_dgs5__lag063,0.805643,0.447274,0.435759,0.71140924
d__dgs3_dgs3__lag037,0.805643,0.460806,0.422029,0.71124942
d__dgs3_dgs3__lag036,0.805643,0.458202,0.424319,0.71099627
d__dgs5_dgs5__lag074,0.805643,0.451168,0.429648,0.70962276
d__dgs5_dgs5__lag064,0.805643,0.449251,0.431349,0.70944919
d__dgs5_dgs5__lag047,0.805643,0.453016,0.426863,0.70886847
d__dgs5_dgs5__lag055,0.805643,0.45243,0.427442,0.70886186
d__dgs5_dgs5__lag075,0.805643,0.451469,0.42822,0.70871471
d__dgs5_dgs5__lag082,0.805643,0.452482,0.426842,0.70842031
q__fgdef_fgdef__lag002,0.987461,0.514819,0.202117,0.70794629
d__dgs5_dgs5__lag067,0.805643,0.449495,0.429207,0.70792024
d__dgs5_dgs5__lag077,0.805643,0.450598,0.427148,0.70714958
d__dgs5_dgs5__lag066,0.805643,0.449642,0.427223,0.70643907
d__dgs5_dgs5__lag081,0.805643,0.451454,0.424896,0.70602564
d__dgs3_dgs3__lag039,0.805643,0.457852,0.418387,0.70593525
d__dgs10_dgs10__lag023,0.805643,0.410064,0.466017,0.70580897
d__dgs3_dgs3__lag038,0.805643,0.456809,0.418887,0.70549846
d__dgs5_dgs5__lag049,0.805643,0.451264,0.424397,0.70546931
d__dgs5_dgs5__lag076,0.805643,0.448231,0.426383,0.70462679
m__ipfinal_ipfinal__lag003,1.0,0.398654,0.305655,0.70430962
d__dgs3_dgs3__lag040,0.805643,0.457172,0.416941,0.70422224
d__dgs5_dgs5__lag051,0.805643,0.4459,0.427392,0.70356123
m__psavert_psavert__lag003,0.84326,0.47886,0.354895,0.70307255
d__dgs5_dgs5__lag050,0.805643,0.447038,0.425581,0.70301874
d__dgs5_dgs5__lag078,0.805643,0.448176,0.424053,0.70270548
d__dgs5_dgs5__lag053,0.805643,0.444694,0.426729,0.70205552
d__dgs3_dgs3__lag041,0.805643,0.456648,0.414351,0.70171432
d__dgs5_dgs5__lag080,0.805643,0.449522,0.420308,0.70077157
d__dgs3_dgs3__lag042,0.805643,0.456414,0.412456,0.69999856
q__bogz1fa713061113q_cb_bills_tx__lag001,0.99373,0.144838,0.55928,0.69970259
q__bogz1fl712051000q_fed_rrp__lag001,1.0,0.112825,0.586102,0.69892758
d__dgs5_dgs5__lag052,0.805643,0.442919,0.423815,0.6982778
d__dgs3_dgs3__lag043,0.805643,0.453828,0.412746,0.69814886
d__dgs10_dgs10__lag026,0.805643,0.411392,0.454459,0.69756641
d__dgs5_dgs5__lag079,0.805643,0.446347,0.41905,0.69720033
d__dgs10_dgs10__lag025,0.805643,0.411499,0.453442,0.6968333
d__dgs3_dgs3__lag044,0.805643,0.453382,0.41131,0.6966328
q__bogz1fl713061113q_cb_bills_raw__lag007,0.987461,0.316858,0.388583,0.69659581
q__bogz1fl713061113q_cb_bills__lag007,0.987461,0.316858,0.388583,0.69659581
d__dgs10_dgs10__lag033,0.805643,0.419482,0.444665,0.69619333
d__dgs10_dgs10__lag016,0.805643,0.409696,0.452844,0.69489942
d__dgs10_dgs10__lag024,0.805643,0.409826,0.452443,0.69468056
d__dgs10_dgs10__lag021,0.805643,0.412087,0.449308,0.69397679
d__dgs1_dgs1__lag004,0.805643,0.429427,0.431944,0.69395715
d__dgs1_dgs1__lag003,0.805643,0.430276,0.431007,0.69388599
d__dgs3_dgs3__lag045,0.805643,0.451027,0.410102,0.6937624
d__dgs10_dgs10__lag022,0.805643,0.409895,0.451187,0.6937239
d__dgs3_dgs3__lag061,0.805643,0.443001,0.417389,0.69316642
q__bogz1fr543061175q_life_insurance_ts_reval__lag004,0.984326,0.368679,0.335384,0.69302779
d__dgs1_dgs1__lag005,0.805643,0.428113,0.43097,0.69211399
d__dgs3_dgs3__lag060,0.805643,0.442942,0.416109,0.69208843
d__dgs10_dgs10__lag036,0.805643,0.420322,0.438333,0.69176892
d__dgs1_dgs1__lag002,0.805643,0.430108,0.428356,0.69161522
d__dgs10_dgs10__lag037,0.805643,0.422796,0.435212,0.69124814
d__dgs1_dgs1__lag006,0.805643,0.427814,0.429899,0.6910105
d__dgs3_dgs3__lag046,0.805643,0.449908,0.407214,0.69053407
d__dgs3_dgs3__lag059,0.805643,0.441569,0.415252,0.69029148
d__dgs10_dgs10__lag032,0.805643,0.414244,0.44252,0.69024607
d__dgs10_dgs10__lag018,0.805643,0.412691,0.444033,0.69021385
d__dgs3_dgs3__lag057,0.805643,0.446125,0.410575,0.69019462
d__dgs10_dgs10__lag005,0.805643,0.398373,0.457954,0.68989347
d__dgs1_dgs1__lag001,0.805643,0.428524,0.427407,0.68957426
d__dgs3_dgs3__lag090,0.802508,0.448806,0.409974,0.6891778
d__dgs10_dgs10__lag034,0.805643,0.41934,0.435857,0.68898342
d__dgs3_dgs3__lag089,0.805643,0.443295,0.411867,0.68895486
d__dgs3_dgs3__lag062,0.805643,0.440359,0.414788,0.68894273
d__dgs1_dgs1__lag007,0.805643,0.427644,0.42734,0.68881162
d__dgs1_dgs1__lag010,0.805643,0.426823,0.427947,0.68863919
d__dgs10_dgs10__lag027,0.805643,0.408158,0.446456,0.6885136
d__dgs10_dgs10__lag002,0.805643,0.400364,0.453851,0.68819144
d__dgs1_dgs1__lag008,0.805643,0.427833,0.425674,0.68762104
d__dgs10_dgs10__lag029,0.805643,0.410654,0.442646,0.6874542
d__dgs1_dgs1__lag011,0.805643,0.425717,0.427578,0.68745092
d__dgs3_dgs3__lag056,0.805643,0.443562,0.40953,0.68728776
d__dgs10_dgs10__lag004,0.805643,0.396403,0.456134,0.68684027
q__fbtsatq027s_dom_fin_sector_tsy_tx__lag004,0.984326,0.515762,0.181661,0.68649129
d__dgs3_dgs3__lag058,0.805643,0.44259,0.409222,0.68625559
d__dgs1_dgs1__lag009,0.805643,0.425423,0.425995,0.68593821
d__dgs3_dgs3__lag087,0.805643,0.439583,0.411685,0.68581766
d__dgs3_dgs3__lag085,0.805643,0.440368,0.410802,0.68573836
d__dgs10_dgs10__lag039,0.805643,0.419539,0.431496,0.68563048
d__dgs3_dgs3__lag054,0.805643,0.442572,0.408359,0.68554632
d__dgs3_dgs3__lag063,0.805643,0.438723,0.412142,0.68549357
d__dgs3_dgs3__lag048,0.805643,0.446193,0.404618,0.68544965
d__dgs3_dgs3__lag047,0.805643,0.44514,0.405398,0.68522942
d__dgs10_dgs10__lag040,0.805643,0.419384,0.430864,0.68499641
q__psave_psave__lag004,0.981191,0.379903,0.318156,0.6849287
d__dgs10_dgs10__lag020,0.805643,0.406889,0.442787,0.68453446
d__dgs10_dgs10__lag035,0.805643,0.414951,0.434691,0.68450745
d__dgs10_dgs10__lag019,0.805643,0.408784,0.440819,0.6844764
d__dgs10_dgs10__lag008,0.805643,0.400442,0.449102,0.68442894
d__dgs10_dgs10__lag042,0.805643,0.421153,0.42837,0.68441212
d__dgs10_dgs10__lag011,0.805643,0.405015,0.444,0.68400305
d__dgs10_dgs10__lag017,0.805643,0.407201,0.441764,0.68396216
d__dgs3_dgs3__lag073,0.805643,0.439781,0.409169,0.68395054
d__dgs10_dgs10__lag038,0.805643,0.416563,0.432309,0.68388741
d__dgs3_dgs3__lag065,0.805643,0.441134,0.407687,0.68384607
d__dgs10_dgs10__lag003,0.805643,0.396621,0.452197,0.6838442
m__fedfunds_fed_funds__lag001,0.899687,0.386471,0.373355,0.68360471
q__bogz1fa403061105q_gses_ts_tx__lag003,0.987461,0.422412,0.269791,0.68352371
d__dgs10_dgs10__lag001,0.805643,0.394433,0.453941,0.68348575
d__dgs3_dgs3__lag055,0.805643,0.442034,0.406328,0.68347636
d__dgs3_dgs3__lag064,0.805643,0.440123,0.408131,0.68338946
d__dgs1_dgs1__lag016,0.805643,0.426274,0.421755,0.68320802
d__dgs10_dgs10__lag009,0.805643,0.396988,0.451007,0.68318136
d__dgs1_dgs1__lag012,0.805643,0.422521,0.425442,0.6831549
d__dgs10_dgs10__lag030,0.805643,0.409655,0.43825,0.68310773
q__bogz1fa713061103q_cb_tsy_tx__lag003,0.987461,0.509629,0.182111,0.68306612
d__dgs3_dgs3__lag072,0.805643,0.440497,0.407329,0.68304486
d__dgs3_dgs3__lag088,0.805643,0.438694,0.409069,0.68299352
d__dgs3_dgs3__lag071,0.805643,0.439844,0.407879,0.68296193
d__dgs3_dgs3__lag086,0.805643,0.438263,0.409416,0.68292658
d__dgs10_dgs10__lag006,0.805643,0.398402,0.449041,0.68273669
d__dgs10_dgs10__lag031,0.805643,0.409539,0.437866,0.68270547
d__dgs1_dgs1__lag014,0.805643,0.423959,0.422736,0.68213385
d__dgs1_dgs1__lag013,0.805643,0.423711,0.422747,0.68194278
d__dgs3_dgs3__lag069,0.805643,0.439655,0.406731,0.68188465
d__dgs3_dgs3__lag084,0.805643,0.438395,0.407765,0.68170256
d__dgs3_dgs3__lag049,0.805643,0.443422,0.402719,0.68168737
d__dgs3_dgs3__lag068,0.805643,0.437493,0.408123,0.68126385
d__dgs1_dgs1__lag015,0.805643,0.425387,0.420099,0.68115942
m__psavert_psavert__lag010,0.833856,0.477169,0.339672,0.68112771
d__dgs10_dgs10__lag010,0.805643,0.402416,0.442459,0.68066706
m__ipfinal_ipfinal__lag002,1.0,0.399875,0.280668,0.68054241
d__dgs10_dgs10__lag028,0.805643,0.405535,0.439154,0.68051697
d__dgs3_dgs3__lag083,0.805643,0.438812,0.40577,0.68043063
d__dgs3_dgs3__lag070,0.805643,0.438087,0.40642,0.68037042
d__dgs10_dgs10__lag041,0.805643,0.417491,0.426951,0.68031829
d__dgs3_dgs3__lag075,0.805643,0.438272,0.405901,0.68010176
d__dgs10_dgs10__lag043,0.805643,0.414879,0.428637,0.67957228
d__dgs1_dgs1__lag018,0.805643,0.425113,0.418187,0.67939876
d__dgs10_dgs10__lag015,0.805643,0.410003,0.433204,0.67932303
d__dgs1_dgs1__lag023,0.805643,0.423023,0.420158,0.67930243
d__dgs3_dgs3__lag074,0.805643,0.437135,0.406014,0.67927677
d__dgs1_dgs1__lag021,0.805643,0.425378,0.417717,0.67923278
d__dgs1_dgs1__lag020,0.805643,0.424784,0.418142,0.67909765
d__dgs3_dgs3__lag050,0.805643,0.439393,0.403374,0.67896848
d__dgs10_dgs10__lag007,0.805643,0.398088,0.444435,0.67877196
d__dgs3_dgs3__lag051,0.805643,0.437152,0.404985,0.67846132
d__dgs10_dgs10__lag012,0.805643,0.401463,0.440458,0.67828746
d__dgs1_dgs1__lag017,0.805643,0.423615,0.418206,0.67820689
d__dgs3_dgs3__lag053,0.805643,0.436622,0.404938,0.67799658
d__dgs1_dgs1__lag025,0.805643,0.42431,0.416906,0.67771893
d__dgs3_dgs3__lag067,0.805643,0.435953,0.405026,0.67752873
d__dgs1_dgs1__lag024,0.805643,0.423616,0.417016,0.67724882
q__bogz1fa403061105q_gses_ts_tx__lag004,0.984326,0.405737,0.281967,0.67692526
d__dgs3_dgs3__lag077,0.805643,0.436863,0.403258,0.67683678
d__dgs3_dgs3__lag066,0.805643,0.436675,0.403336,0.67674942
d__dgs10_dgs10__lag089,0.805643,0.421979,0.417698,0.67647956
d__dgs1_dgs1__lag019,0.805643,0.42347,0.415871,0.6762091
m__ipcongd_ipcongd__lag008,1.0,0.418043,0.258114,0.67615703
d__dgs3_dgs3__lag082,0.805643,0.436687,0.402527,0.67610665
q__bogz1fr543061175q_life_insurance_ts_reval__lag005,0.981191,0.359275,0.329487,0.67580689
d__dgs1_dgs1__lag022,0.805643,0.423099,0.415002,0.67521001
d__dgs3_dgs3__lag076,0.805643,0.434731,0.40295,0.67487144
d__dgs1_dgs1__lag026,0.805643,0.421474,0.415795,0.67453904
d__dgs3_dgs3__lag052,0.805643,0.434741,0.402235,0.67430363
q__fgdef_fgdef__lag003,0.984326,0.372856,0.311983,0.67410535
d__dgs3_dgs3__lag078,0.805643,0.435704,0.400643,0.67379727
d__dgs10_dgs10__lag090,0.802508,0.426163,0.413326,0.67369653
d__dgs10_dgs10__lag087,0.805643,0.415351,0.42034,0.67326832
d__dgs1_dgs1__lag027,0.805643,0.421863,0.413704,0.67316862
d__dgs10_dgs10__lag044,0.805643,0.411422,0.423598,0.67272772
d__dgs3_dgs3__lag081,0.805643,0.435081,0.39957,0.67243047
d__dgs10_dgs10__lag014,0.805643,0.407792,0.425845,0.6716134
d__dgs10_dgs10__lag013,0.805643,0.405203,0.428028,0.67128628
d__dgs1_dgs1__lag028,0.805643,0.421921,0.409813,0.67008066
d__dgs3_dgs3__lag080,0.805643,0.433987,0.397143,0.66959376
d__dgs10_dgs10__lag045,0.805643,0.409384,0.421621,0.66949313
q__bogz1fl713123030q_tga__lag001,1.0,0.505979,0.163033,0.66901186
q__bogz1fl713123030q_tga_z1__lag001,1.0,0.505979,0.163033,0.66901186
d__dgs10_dgs10__lag086,0.805643,0.412254,0.417449,0.66844399
d__dgs3_dgs3__lag079,0.805643,0.431987,0.396661,0.66759397
d__dgs10_dgs10__lag088,0.805643,0.41333,0.415187,0.66748801
d__dgs10_dgs10__lag085,0.805643,0.412107,0.416266,0.66737261
d__dgs10_dgs10__lag084,0.805643,0.412988,0.415369,0.66736001
d__dgs10_dgs10__lag073,0.805643,0.410163,0.417684,0.66694843
d__dgs10_dgs10__lag057,0.805643,0.410236,0.417382,0.66676433
d__dgs10_dgs10__lag056,0.805643,0.407736,0.419251,0.66625596
d__dgs10_dgs10__lag071,0.805643,0.409863,0.416865,0.66604718
d__dgs1_dgs1__lag029,0.805643,0.421536,0.404425,0.6654295
d__dgs10_dgs10__lag083,0.805643,0.41207,0.413882,0.66542154
d__dgs10_dgs10__lag046,0.805643,0.406651,0.419027,0.66520115
d__dgs10_dgs10__lag069,0.805643,0.408492,0.417116,0.66514507
d__dgs10_dgs10__lag048,0.805643,0.406302,0.418832,0.66476365
d__dgs10_dgs10__lag068,0.805643,0.405688,0.419256,0.6646101
d__dgs10_dgs10__lag070,0.805643,0.408641,0.415718,0.66413831
d__dgs10_dgs10__lag065,0.805643,0.405882,0.418219,0.66393095
q__bogz1fa763061100q_usb_tsy_oth_tx__lag001,0.99373,0.352436,0.315602,0.6638501
d__dgs10_dgs10__lag072,0.805643,0.408739,0.414413,0.66316614
d__dgs10_dgs10__lag061,0.805643,0.398912,0.424211,0.66314274
d__dgs10_dgs10__lag058,0.805643,0.404338,0.418609,0.66300125
d__dgs10_dgs10__lag062,0.805643,0.398724,0.424221,0.6629995
d__dgs10_dgs10__lag054,0.805643,0.404297,0.41802,0.66249395
d__dgs10_dgs10__lag060,0.805643,0.399598,0.422573,0.66237598
d__dgs10_dgs10__lag082,0.805643,0.410659,0.41124,0.66215656
q__bogz1fa313161110q_totalbills_z1_tx__lag002,0.990596,0.315027,0.353207,0.66194957
d__dgs10_dgs10__lag081,0.805643,0.410414,0.411107,0.66185228
d__dgs10_dgs10__lag074,0.805643,0.406464,0.413821,0.66085605
m__ipfinal_ipfinal__lag008,1.0,0.44091,0.21915,0.66006027
d__dgs10_dgs10__lag047,0.805643,0.401276,0.417171,0.65937533
d__dgs10_dgs10__lag066,0.805643,0.404297,0.413742,0.6590477
d__dgs10_dgs10__lag077,0.805643,0.406352,0.411466,0.65886857
d__dgs10_dgs10__lag055,0.805643,0.402848,0.414633,0.65859759
d__dgs10_dgs10__lag067,0.805643,0.402968,0.414448,0.65854457
d__dgs10_dgs10__lag075,0.805643,0.406188,0.411135,0.65847062
d__dgs1_dgs1__lag030,0.805643,0.419303,0.397745,0.65824882
d__dgs10_dgs10__lag063,0.805643,0.396162,0.420647,0.6580567
d__dgs10_dgs10__lag059,0.805643,0.395468,0.420847,0.6576584
d__dgs10_dgs10__lag076,0.805643,0.404237,0.411558,0.65723938
d__dgs10_dgs10__lag064,0.805643,0.399389,0.41624,0.65710536
m__unrate_unrate__lag006,0.978056,0.443067,0.227481,0.65583358
d__dgs10_dgs10__lag049,0.805643,0.398678,0.414222,0.65490641
q__fbtsatq027s_dom_fin_sector_tsy_tx__lag003,0.987461,0.466492,0.196411,0.65459116
d__dgs10_dgs10__lag080,0.805643,0.407272,0.404833,0.65426593
d__dgs10_dgs10__lag078,0.805643,0.404503,0.407494,0.65417953
q__bogz1fr543061175q_life_insurance_ts_reval__lag003,0.987461,0.317137,0.345134,0.65396667
m__ipdcongd_ipdcongd__lag009,0.987461,0.394443,0.267337,0.65348225
d__dgs1_dgs1__lag031,0.805643,0.417302,0.393214,0.6529862
d__dgs1_dgs1__lag032,0.805643,0.416567,0.393861,0.65291513
d__dgs1_dgs1__lag033,0.805643,0.416335,0.393775,0.65265946
q__bogz1fl713123030q_tga__lag002,1.0,0.516068,0.135874,0.65194128
q__bogz1fl713123030q_tga_z1__lag002,1.0,0.516068,0.135874,0.65194128
d__dgs10_dgs10__lag051,0.805643,0.39266,0.414926,0.6506255
d__dgs10_dgs10__lag050,0.805643,0.394426,0.412601,0.65017566
