job_id,regime_id,rows_in_regime,control_ids_used,dropped_controls,rows_written,warning_rows,weak_instrument_rows,avg_abs_beta,avg_n
baseline_tdc_lp_funding,exclude_2008_2009,311,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k200_f1;dflmx_k200_f2;dflmx_k200_f3;dflmx_k200_f4,,8,0,0,0.265178,58.375
baseline_tdc_lp_funding,exclude_2020,315,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k200_f1;dflmx_k200_f2;dflmx_k200_f3;dflmx_k200_f4,,8,0,0,0.28089,58.375
baseline_tdc_lp_funding,coord_low_reserve_state_l1,15,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k200_f1;dflmx_k200_f2;dflmx_k200_f3;dflmx_k200_f4,,4,0,0,0.599044,13.25
baseline_tdc_lp_funding,coord_on_rrp_drain_state_l1__low,36,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k200_f1;dflmx_k200_f2;dflmx_k200_f3;dflmx_k200_f4,,8,0,0,0.220279,25.625
baseline_tdc_lp_funding,coord_on_rrp_drain_state_l1__high,38,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k200_f1;dflmx_k200_f2;dflmx_k200_f3;dflmx_k200_f4,,8,0,0,0.224495,25.375
baseline_tdc_lp_funding,tsyparty_bank_absorption_share_l1__low,145,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k200_f1;dflmx_k200_f2;dflmx_k200_f3;dflmx_k200_f4,,4,0,0,0.275794,39.25
baseline_tdc_lp_funding,tsyparty_bank_absorption_share_l1__high,145,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k200_f1;dflmx_k200_f2;dflmx_k200_f3;dflmx_k200_f4,,8,0,0,0.267293,32.625
baseline_tdc_lp_funding,tsyparty_bank_foreign_private_corr_l1__low,42,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k200_f1;dflmx_k200_f2;dflmx_k200_f3;dflmx_k200_f4,,8,0,0,0.371,34.125
baseline_tdc_lp_funding,tsyparty_bank_foreign_private_corr_l1__high,42,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k200_f1;dflmx_k200_f2;dflmx_k200_f3;dflmx_k200_f4,,4,0,0,0.565665,40.25
baseline_tdc_lp_funding,slrwatch_bank_leverage_pressure_l1__low,13,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k200_f1;dflmx_k200_f2;dflmx_k200_f3;dflmx_k200_f4,,6,0,0,0.179998,12.0
baseline_tdc_lp_funding,slrwatch_bank_leverage_pressure_l1__high,14,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k200_f1;dflmx_k200_f2;dflmx_k200_f3;dflmx_k200_f4,,6,0,0,0.194286,13.0
