job_id,k_screened,factor_id,rank,feature_id,loading,explained_eigenvalue
tdcpass_identity_baseline_deposits,100,dflmx_k100_f1,1,q__bogz1fl702050005q_usb_ffrrp__lag002,0.00909,35.436323
tdcpass_identity_baseline_deposits,100,dflmx_k100_f1,2,q__bogz1fl702050005q_usb_ffrrp__lag004,0.009077,35.436323
tdcpass_identity_baseline_deposits,100,dflmx_k100_f1,3,q__bogz1fl702050005q_usb_ffrrp__lag001,0.009042,35.436323
tdcpass_identity_baseline_deposits,100,dflmx_k100_f1,4,m__ipbuseq_ipbuseq__lag002,0.008968,35.436323
tdcpass_identity_baseline_deposits,100,dflmx_k100_f1,5,m__ipbuseq_ipbuseq__lag003,0.008962,35.436323
tdcpass_identity_baseline_deposits,100,dflmx_k100_f1,6,m__indpro_indpro__lag003,0.008934,35.436323
tdcpass_identity_baseline_deposits,100,dflmx_k100_f1,7,m__indpro_indpro__lag004,0.008933,35.436323
tdcpass_identity_baseline_deposits,100,dflmx_k100_f1,8,m__indpro_indpro__lag002,0.008932,35.436323
tdcpass_identity_baseline_deposits,100,dflmx_k100_f1,9,m__indpro_indpro__lag007,0.008932,35.436323
tdcpass_identity_baseline_deposits,100,dflmx_k100_f1,10,m__indpro_indpro__lag008,0.00892,35.436323
tdcpass_identity_baseline_deposits,100,dflmx_k100_f1,11,m__indpro_indpro__lag009,0.008917,35.436323
tdcpass_identity_baseline_deposits,100,dflmx_k100_f1,12,m__ipbuseq_ipbuseq__lag009,0.008916,35.436323
tdcpass_identity_baseline_deposits,100,dflmx_k100_f2,1,m__psavert_psavert__lag009,-0.010077,15.725493
tdcpass_identity_baseline_deposits,100,dflmx_k100_f2,2,m__psavert_psavert__lag006,-0.009474,15.725493
tdcpass_identity_baseline_deposits,100,dflmx_k100_f2,3,q__fbtsatq027s_dom_fin_sector_tsy_tx__lag002,-0.009444,15.725493
tdcpass_identity_baseline_deposits,100,dflmx_k100_f2,4,m__psavert_psavert__lag008,-0.009074,15.725493
tdcpass_identity_baseline_deposits,100,dflmx_k100_f2,5,m__psavert_psavert__lag004,-0.008876,15.725493
tdcpass_identity_baseline_deposits,100,dflmx_k100_f2,6,q__bogz1fa713061103q_cb_tsy_tx__lag002,-0.008843,15.725493
tdcpass_identity_baseline_deposits,100,dflmx_k100_f2,7,m__psavert_psavert__lag007,-0.008735,15.725493
tdcpass_identity_baseline_deposits,100,dflmx_k100_f2,8,q__bogz1fa713061103q_cb_tsy_tx__lag003,-0.008517,15.725493
tdcpass_identity_baseline_deposits,100,dflmx_k100_f2,9,m__psavert_psavert__lag005,-0.008496,15.725493
tdcpass_identity_baseline_deposits,100,dflmx_k100_f2,10,m__psavert_psavert__lag003,-0.008248,15.725493
tdcpass_identity_baseline_deposits,100,dflmx_k100_f2,11,m__psavert_psavert__lag001,-0.00807,15.725493
tdcpass_identity_baseline_deposits,100,dflmx_k100_f2,12,m__unrate_unrate__lag009,-0.008033,15.725493
tdcpass_identity_baseline_deposits,100,dflmx_k100_f3,1,m__unrate_unrate__lag001,0.015148,8.831337
tdcpass_identity_baseline_deposits,100,dflmx_k100_f3,2,m__unrate_unrate__lag004,0.015123,8.831337
tdcpass_identity_baseline_deposits,100,dflmx_k100_f3,3,m__unrate_unrate__lag002,0.015056,8.831337
tdcpass_identity_baseline_deposits,100,dflmx_k100_f3,4,m__unrate_unrate__lag003,0.014759,8.831337
tdcpass_identity_baseline_deposits,100,dflmx_k100_f3,5,m__unrate_unrate__lag005,0.014718,8.831337
tdcpass_identity_baseline_deposits,100,dflmx_k100_f3,6,m__unrate_unrate__lag007,0.014504,8.831337
tdcpass_identity_baseline_deposits,100,dflmx_k100_f3,7,m__unrate_unrate__lag006,0.014096,8.831337
tdcpass_identity_baseline_deposits,100,dflmx_k100_f3,8,m__unrate_unrate__lag008,0.013825,8.831337
tdcpass_identity_baseline_deposits,100,dflmx_k100_f3,9,m__unrate_unrate__lag009,0.012929,8.831337
tdcpass_identity_baseline_deposits,100,dflmx_k100_f3,10,q__bogz1fl713123030q_tga__lag002,-0.00927,8.831337
tdcpass_identity_baseline_deposits,100,dflmx_k100_f3,11,q__bogz1fl713123030q_tga_z1__lag002,-0.00927,8.831337
tdcpass_identity_baseline_deposits,100,dflmx_k100_f3,12,q__bogz1fl713123030q_tga__lag001,-0.008366,8.831337
tdcpass_identity_baseline_deposits,100,dflmx_k100_f4,1,q__bogz1fr573061143q_private_db_pension_ts_reval__lag003,-0.01704,7.870371
tdcpass_identity_baseline_deposits,100,dflmx_k100_f4,2,q__bogz1fr573061105q_private_pension_ts_reval__lag003,-0.01695,7.870371
tdcpass_identity_baseline_deposits,100,dflmx_k100_f4,3,q__bogz1fr593061105q_pension_ts_reval__lag003,-0.016755,7.870371
tdcpass_identity_baseline_deposits,100,dflmx_k100_f4,4,q__bogz1fr753061103q_usb_tsy_for_reval__lag003,-0.016593,7.870371
tdcpass_identity_baseline_deposits,100,dflmx_k100_f4,5,q__bogz1fr263061105q_row_bills_reval__lag003,-0.016031,7.870371
tdcpass_identity_baseline_deposits,100,dflmx_k100_f4,6,q__bogz1fr263061105q_row_tsy_reval__lag003,-0.016031,7.870371
tdcpass_identity_baseline_deposits,100,dflmx_k100_f4,7,q__bogz1fr263061130q_row_gov_tsy_reval__lag003,-0.014983,7.870371
tdcpass_identity_baseline_deposits,100,dflmx_k100_f4,8,q__bogz1fa313161110q_totalbills_z1_tx__lag002,-0.01094,7.870371
tdcpass_identity_baseline_deposits,100,dflmx_k100_f4,9,q__bogz1fa633061105q_money_market_funds_ts_tx__lag002,-0.010893,7.870371
tdcpass_identity_baseline_deposits,100,dflmx_k100_f4,10,q__bogz1fa633061110q_mmf_bills_tx__lag002,-0.010612,7.870371
tdcpass_identity_baseline_deposits,100,dflmx_k100_f4,11,q__fbtsatq027s_dom_fin_sector_tsy_tx__lag004,0.009385,7.870371
tdcpass_identity_baseline_deposits,100,dflmx_k100_f4,12,q__bogz1fa313161105q_tsy_net_tx__lag004,0.00868,7.870371
tdcpass_identity_baseline_deposits,200,dflmx_k200_f1,1,d__dgs5_dgs5__lag036,-0.00568,79.824626
tdcpass_identity_baseline_deposits,200,dflmx_k200_f1,2,d__dgs5_dgs5__lag037,-0.005679,79.824626
tdcpass_identity_baseline_deposits,200,dflmx_k200_f1,3,d__dgs5_dgs5__lag038,-0.005678,79.824626
tdcpass_identity_baseline_deposits,200,dflmx_k200_f1,4,d__dgs5_dgs5__lag032,-0.005674,79.824626
tdcpass_identity_baseline_deposits,200,dflmx_k200_f1,5,d__dgs5_dgs5__lag039,-0.005674,79.824626
tdcpass_identity_baseline_deposits,200,dflmx_k200_f1,6,d__dgs5_dgs5__lag031,-0.005674,79.824626
tdcpass_identity_baseline_deposits,200,dflmx_k200_f1,7,d__dgs5_dgs5__lag040,-0.005673,79.824626
tdcpass_identity_baseline_deposits,200,dflmx_k200_f1,8,d__dgs5_dgs5__lag041,-0.005673,79.824626
tdcpass_identity_baseline_deposits,200,dflmx_k200_f1,9,d__dgs5_dgs5__lag044,-0.005672,79.824626
tdcpass_identity_baseline_deposits,200,dflmx_k200_f1,10,d__dgs5_dgs5__lag043,-0.005672,79.824626
tdcpass_identity_baseline_deposits,200,dflmx_k200_f1,11,d__dgs5_dgs5__lag046,-0.005669,79.824626
tdcpass_identity_baseline_deposits,200,dflmx_k200_f1,12,d__dgs5_dgs5__lag034,-0.005669,79.824626
tdcpass_identity_baseline_deposits,200,dflmx_k200_f2,1,m__ipcongd_ipcongd__lag008,0.00767,24.989263
tdcpass_identity_baseline_deposits,200,dflmx_k200_f2,2,m__ipcongd_ipcongd__lag009,0.007664,24.989263
tdcpass_identity_baseline_deposits,200,dflmx_k200_f2,3,m__ipfinal_ipfinal__lag001,0.007189,24.989263
tdcpass_identity_baseline_deposits,200,dflmx_k200_f2,4,m__ipfinal_ipfinal__lag002,0.007185,24.989263
tdcpass_identity_baseline_deposits,200,dflmx_k200_f2,5,m__ipfinal_ipfinal__lag003,0.007181,24.989263
tdcpass_identity_baseline_deposits,200,dflmx_k200_f2,6,m__ipfinal_ipfinal__lag004,0.007169,24.989263
tdcpass_identity_baseline_deposits,200,dflmx_k200_f2,7,m__ipfinal_ipfinal__lag005,0.007157,24.989263
tdcpass_identity_baseline_deposits,200,dflmx_k200_f2,8,m__ipfinal_ipfinal__lag006,0.007152,24.989263
tdcpass_identity_baseline_deposits,200,dflmx_k200_f2,9,m__ipfinal_ipfinal__lag007,0.007146,24.989263
tdcpass_identity_baseline_deposits,200,dflmx_k200_f2,10,m__ipfinal_ipfinal__lag008,0.007135,24.989263
tdcpass_identity_baseline_deposits,200,dflmx_k200_f2,11,m__ipfinal_ipfinal__lag009,0.007127,24.989263
tdcpass_identity_baseline_deposits,200,dflmx_k200_f2,12,m__indpro_indpro__lag002,0.006884,24.989263
tdcpass_identity_baseline_deposits,200,dflmx_k200_f3,1,q__fbtsatq027s_dom_fin_sector_tsy_tx__lag002,-0.008605,19.909558
tdcpass_identity_baseline_deposits,200,dflmx_k200_f3,2,m__psavert_psavert__lag009,-0.00811,19.909558
tdcpass_identity_baseline_deposits,200,dflmx_k200_f3,3,q__bogz1fa713061103q_cb_tsy_tx__lag002,-0.007906,19.909558
tdcpass_identity_baseline_deposits,200,dflmx_k200_f3,4,m__psavert_psavert__lag006,-0.007592,19.909558
tdcpass_identity_baseline_deposits,200,dflmx_k200_f3,5,m__unrate_unrate__lag006,-0.007544,19.909558
tdcpass_identity_baseline_deposits,200,dflmx_k200_f3,6,m__unrate_unrate__lag009,-0.007525,19.909558
tdcpass_identity_baseline_deposits,200,dflmx_k200_f3,7,q__bogz1fa713061103q_cb_tsy_tx__lag003,-0.007276,19.909558
tdcpass_identity_baseline_deposits,200,dflmx_k200_f3,8,m__unrate_unrate__lag008,-0.007245,19.909558
tdcpass_identity_baseline_deposits,200,dflmx_k200_f3,9,m__psavert_psavert__lag008,-0.007227,19.909558
tdcpass_identity_baseline_deposits,200,dflmx_k200_f3,10,m__unrate_unrate__lag005,-0.007143,19.909558
tdcpass_identity_baseline_deposits,200,dflmx_k200_f3,11,m__unrate_unrate__lag004,-0.007012,19.909558
tdcpass_identity_baseline_deposits,200,dflmx_k200_f3,12,m__unrate_unrate__lag007,-0.007004,19.909558
tdcpass_identity_baseline_deposits,200,dflmx_k200_f4,1,q__bogz1fr573061143q_private_db_pension_ts_reval__lag003,0.014386,11.09652
tdcpass_identity_baseline_deposits,200,dflmx_k200_f4,2,q__bogz1fr573061105q_private_pension_ts_reval__lag003,0.014366,11.09652
tdcpass_identity_baseline_deposits,200,dflmx_k200_f4,3,q__bogz1fr593061105q_pension_ts_reval__lag003,0.014275,11.09652
tdcpass_identity_baseline_deposits,200,dflmx_k200_f4,4,q__bogz1fr343061113q_fed_gov_dcf_retirement_ts_reval__lag003,0.014273,11.09652
tdcpass_identity_baseline_deposits,200,dflmx_k200_f4,5,q__bogz1fr343061105q_fed_gov_retirement_ts_reval__lag003,0.014247,11.09652
tdcpass_identity_baseline_deposits,200,dflmx_k200_f4,6,q__bogz1fr223061143q_state_local_db_retirement_ts_reval__lag003,0.013943,11.09652
tdcpass_identity_baseline_deposits,200,dflmx_k200_f4,7,q__bogz1fr753061103q_usb_tsy_for_reval__lag003,0.0137,11.09652
