job_id,k_screened,factor_id,rank,feature_id,loading,explained_eigenvalue
tdc_state_dep_bank_short_share,100,dflmx_k100_f1,1,q__bogz1lm573061105q_private_pension_ts__lag005,0.006799,65.042534
tdc_state_dep_bank_short_share,100,dflmx_k100_f1,2,q__bogz1lm573061105q_private_pension_ts__lag004,0.006797,65.042534
tdc_state_dep_bank_short_share,100,dflmx_k100_f1,3,q__bogz1lm573061105q_private_pension_ts__lag003,0.006792,65.042534
tdc_state_dep_bank_short_share,100,dflmx_k100_f1,4,q__bogz1lm573061105q_private_pension_ts__lag006,0.006791,65.042534
tdc_state_dep_bank_short_share,100,dflmx_k100_f1,5,q__bogz1lm573061105q_private_pension_ts__lag007,0.006779,65.042534
tdc_state_dep_bank_short_share,100,dflmx_k100_f1,6,q__bogz1lm573061105q_private_pension_ts__lag002,0.006775,65.042534
tdc_state_dep_bank_short_share,100,dflmx_k100_f1,7,q__bogz1lm573061105q_private_pension_ts__lag008,0.006762,65.042534
tdc_state_dep_bank_short_share,100,dflmx_k100_f1,8,q__bogz1lm573061105q_private_pension_ts__lag001,0.006752,65.042534
tdc_state_dep_bank_short_share,100,dflmx_k100_f1,9,q__fbtsaaq027s_dom_fin_sector_tsy__lag001,0.006751,65.042534
tdc_state_dep_bank_short_share,100,dflmx_k100_f1,10,q__bogz1fl573061143q_private_db_pension_ts__lag006,0.006711,65.042534
tdc_state_dep_bank_short_share,100,dflmx_k100_f1,11,q__bogz1fl713061103q_fed_tsy__lag001,0.006707,65.042534
tdc_state_dep_bank_short_share,100,dflmx_k100_f1,12,q__bogz1fl713061103q_fed_tsy_raw__lag001,0.006707,65.042534
tdc_state_dep_bank_short_share,100,dflmx_k100_f2,1,q__bogz1fl713061113q_cb_bills_raw__lag006,0.012751,13.09174
tdc_state_dep_bank_short_share,100,dflmx_k100_f2,2,q__bogz1fl713061113q_cb_bills__lag006,0.012751,13.09174
tdc_state_dep_bank_short_share,100,dflmx_k100_f2,3,q__bogz1fl713061113q_cb_bills_raw__lag007,0.012689,13.09174
tdc_state_dep_bank_short_share,100,dflmx_k100_f2,4,q__bogz1fl713061113q_cb_bills__lag007,0.012689,13.09174
tdc_state_dep_bank_short_share,100,dflmx_k100_f2,5,q__bogz1fl713061113q_cb_bills_raw__lag005,0.012646,13.09174
tdc_state_dep_bank_short_share,100,dflmx_k100_f2,6,q__bogz1fl713061113q_cb_bills__lag005,0.012646,13.09174
tdc_state_dep_bank_short_share,100,dflmx_k100_f2,7,q__bogz1fl713061113q_cb_bills_raw__lag008,0.012443,13.09174
tdc_state_dep_bank_short_share,100,dflmx_k100_f2,8,q__bogz1fl713061113q_cb_bills__lag008,0.012443,13.09174
tdc_state_dep_bank_short_share,100,dflmx_k100_f2,9,q__bogz1fl713061113q_cb_bills_raw__lag004,0.01234,13.09174
tdc_state_dep_bank_short_share,100,dflmx_k100_f2,10,q__bogz1fl713061113q_cb_bills__lag004,0.01234,13.09174
tdc_state_dep_bank_short_share,100,dflmx_k100_f2,11,q__bogz1fl713061113q_cb_bills_raw__lag003,0.011921,13.09174
tdc_state_dep_bank_short_share,100,dflmx_k100_f2,12,q__bogz1fl713061113q_cb_bills__lag003,0.011921,13.09174
tdc_state_dep_bank_short_share,100,dflmx_k100_f3,1,q__rhvrusq156n_owner_vacancy__lag001,0.019342,6.551278
tdc_state_dep_bank_short_share,100,dflmx_k100_f3,2,q__bogz1fl673061103q_abs_issuers_ts__lag004,0.014242,6.551278
tdc_state_dep_bank_short_share,100,dflmx_k100_f3,3,q__bogz1fl673061103q_abs_issuers_ts__lag005,0.014226,6.551278
tdc_state_dep_bank_short_share,100,dflmx_k100_f3,4,q__bogz1fl673061103q_abs_issuers_ts__lag003,0.014128,6.551278
tdc_state_dep_bank_short_share,100,dflmx_k100_f3,5,q__bogz1fl673061103q_abs_issuers_ts__lag006,0.014093,6.551278
tdc_state_dep_bank_short_share,100,dflmx_k100_f3,6,q__bogz1fl673061103q_abs_issuers_ts__lag002,0.013882,6.551278
tdc_state_dep_bank_short_share,100,dflmx_k100_f3,7,q__bogz1fl673061103q_abs_issuers_ts__lag001,0.013511,6.551278
tdc_state_dep_bank_short_share,100,dflmx_k100_f3,8,m__permit_permit__lag005,-0.012327,6.551278
tdc_state_dep_bank_short_share,100,dflmx_k100_f3,9,m__permit_permit__lag008,-0.011583,6.551278
tdc_state_dep_bank_short_share,100,dflmx_k100_f3,10,m__permit_permit__lag011,-0.010575,6.551278
tdc_state_dep_bank_short_share,100,dflmx_k100_f3,11,q__bogz1lm343061165q_fed_gov_db_retirement_ts__lag001,0.010199,6.551278
tdc_state_dep_bank_short_share,100,dflmx_k100_f3,12,q__bogz1lm343061165q_fed_ret_tsy_db__lag001,0.010199,6.551278
tdc_state_dep_bank_short_share,100,dflmx_k100_f4,1,q__bogz1fl712051000q_fed_rrp__lag005,-0.01948,4.725645
tdc_state_dep_bank_short_share,100,dflmx_k100_f4,2,q__bogz1fa713061103q_cb_tsy_tx__lag003,-0.018772,4.725645
tdc_state_dep_bank_short_share,100,dflmx_k100_f4,3,q__fbtsatq027s_dom_fin_sector_tsy_tx__lag002,-0.015638,4.725645
tdc_state_dep_bank_short_share,100,dflmx_k100_f4,4,q__bogz1fa713061103q_cb_tsy_tx__lag004,-0.014116,4.725645
tdc_state_dep_bank_short_share,100,dflmx_k100_f4,5,q__bogz1fl712151003q_fed_repo__lag002,0.011432,4.725645
tdc_state_dep_bank_short_share,100,dflmx_k100_f4,6,q__bogz1fl712151003q_fed_repo__lag003,0.010962,4.725645
