job_id,regime_id,outcome,horizon,beta,se,lower95,upper95,z_score,p_value_normal,n,treatment_id,control_ids_used,response_type,inference_method,covariance_estimator,covariance_lags,rsquared,warning_flags,dropped_control_ids,instrument_ids,first_stage_r2,first_stage_partial_r2,first_stage_f_excluded,weak_instrument_flag
tdc_lpiv_deposits_qra_bank_foreign_private_corr,exclude_2008_2009,matched_total_deposits,0,4.930119249392746,13.612665817248995,-21.750705752415286,31.610944251200777,0.36217147438862796,0.7172238947840579,64,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_foreign_private_corr_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_bank_foreign_private_corr,0.676788,0.001259,0.065552,true
tdc_lpiv_deposits_qra_bank_foreign_private_corr,exclude_2008_2009,matched_total_deposits,1,-0.3524762166812252,4.955067527404687,-10.064408570394411,9.35945613703196,-0.0711344930683198,0.9432907161950224,63,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_foreign_private_corr_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.483131,weak_instrument,,iv_qra_x_bank_foreign_private_corr,0.676478,0.001,0.051033,true
tdc_lpiv_deposits_qra_bank_foreign_private_corr,exclude_2008_2009,matched_total_deposits,2,-3.983887845877325,4.123290296924041,-12.065536827848444,4.097761136093794,-0.9661914536673031,0.3339483885726069,62,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_foreign_private_corr_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_bank_foreign_private_corr,0.693209,0.012152,0.61506,true
tdc_lpiv_deposits_qra_bank_foreign_private_corr,exclude_2008_2009,matched_total_deposits,4,4.264808604521727,5.704181547235753,-6.915387228060348,15.445004437103803,0.7476635463309288,0.45466312444422763,60,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_foreign_private_corr_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_bank_foreign_private_corr,0.732281,0.004328,0.208653,true
tdc_lpiv_deposits_qra_bank_foreign_private_corr,exclude_2008_2009,matched_total_deposits,8,-1.2249174579178899,2.9797621857341996,-7.065251341956921,4.615416426121142,-0.41107893233300963,0.6810146575399874,56,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_foreign_private_corr_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_bank_foreign_private_corr,0.741419,0.005923,0.262157,true
tdc_lpiv_deposits_qra_bank_foreign_private_corr,exclude_2008_2009,other_component_qoq,0,3.9301192491178227,13.61266581811764,-22.75070575439275,30.610944252628396,0.28871047755297646,0.772802944062797,64,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_foreign_private_corr_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_bank_foreign_private_corr,0.676788,0.001259,0.065552,true
tdc_lpiv_deposits_qra_bank_foreign_private_corr,exclude_2008_2009,other_component_qoq,1,-3.0949163564057756,11.04853408520405,-24.750043163405714,18.560210450594163,-0.280120089465119,0.7793853722887354,63,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_foreign_private_corr_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_bank_foreign_private_corr,0.676478,0.001,0.051033,true
tdc_lpiv_deposits_qra_bank_foreign_private_corr,exclude_2008_2009,other_component_qoq,2,-2.73859770865636,3.015606296722829,-8.649186050233105,3.171990632920384,-0.9081416601472466,0.36380338235175946,62,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_foreign_private_corr_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_bank_foreign_private_corr,0.693209,0.012152,0.61506,true
tdc_lpiv_deposits_qra_bank_foreign_private_corr,exclude_2008_2009,other_component_qoq,4,1.132397884726137,3.3163503880776912,-5.367648875906138,7.632444645358412,0.3414590595725703,0.7327580205133974,60,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_foreign_private_corr_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_bank_foreign_private_corr,0.732281,0.004328,0.208653,true
tdc_lpiv_deposits_qra_bank_foreign_private_corr,exclude_2008_2009,other_component_qoq,8,-0.4793288092886121,2.5486860568710252,-5.474753480755822,4.516095862178598,-0.1880689887231836,0.8508225707049721,56,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_foreign_private_corr_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.328097,weak_instrument,,iv_qra_x_bank_foreign_private_corr,0.741419,0.005923,0.262157,true
