job_id,rank,candidate_id,shock_id,state_id,is_current_instrument,rows_estimated,singular_rows,weak_rows,weak_row_share,min_observations,max_observations,min_first_stage_f,median_first_stage_f,max_first_stage_f,min_partial_r2,median_partial_r2,max_partial_r2,recommendation,beats_current_candidate,control_ids
tdc_lpiv_deposits_qra_ru_gap,65,iv_qra_bill_share_x_tsyparty_bank_foreign_official_corr_l1,qra_bill_share,tsyparty_bank_foreign_official_corr_l1,False,10,0,10,1.0,60,68,0.004135,0.043989,0.138647,6.9e-05,0.000758,0.002659,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_bill_share,tsyparty_bank_foreign_official_corr_l1"
tdc_lpiv_deposits_qra_ru_gap,66,iv_qra_net_bills_bn_x_slrwatch_bank_leverage_dominant_share_l1,qra_net_bills_bn,slrwatch_bank_leverage_dominant_share_l1,False,10,0,10,1.0,19,27,0.0,0.035527,0.45086,0.0,0.002085,0.039373,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_net_bills_bn,slrwatch_bank_leverage_dominant_share_l1"
tdc_lpiv_deposits_qra_ru_gap,67,iv_qra_maturity_tilt_flow_x_slrwatch_bank_leverage_dominant_share_l1,qra_maturity_tilt_flow,slrwatch_bank_leverage_dominant_share_l1,False,10,0,10,1.0,19,27,0.000616,0.030859,0.768681,3.6e-05,0.001622,0.065316,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,slrwatch_bank_leverage_dominant_share_l1"
tdc_lpiv_deposits_qra_ru_gap,68,iv_qra_ati_baseline_bn_x_slrwatch_bank_leverage_dominant_share_l1,qra_ati_baseline_bn,slrwatch_bank_leverage_dominant_share_l1,False,10,0,10,1.0,19,27,0.000616,0.030859,0.768681,3.6e-05,0.001622,0.065316,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_ati_baseline_bn,slrwatch_bank_leverage_dominant_share_l1"
tdc_lpiv_deposits_qra_ru_gap,69,iv_qra_maturity_tilt_flow_x_slrwatch_bank_duration_loss_dominant_share_l1,qra_maturity_tilt_flow,slrwatch_bank_duration_loss_dominant_share_l1,False,10,0,10,1.0,19,27,5.2e-05,0.029363,0.512733,3e-06,0.001724,0.033052,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,slrwatch_bank_duration_loss_dominant_share_l1"
tdc_lpiv_deposits_qra_ru_gap,70,iv_qra_ati_baseline_bn_x_slrwatch_bank_duration_loss_dominant_share_l1,qra_ati_baseline_bn,slrwatch_bank_duration_loss_dominant_share_l1,False,10,0,10,1.0,19,27,5.2e-05,0.029363,0.512733,3e-06,0.001724,0.033052,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_ati_baseline_bn,slrwatch_bank_duration_loss_dominant_share_l1"
tdc_lpiv_deposits_qra_ru_gap,71,iv_qra_bill_share_x_slrwatch_bank_leverage_dominant_share_l1,qra_bill_share,slrwatch_bank_leverage_dominant_share_l1,False,10,0,10,1.0,19,27,0.006032,0.026073,0.138021,0.000402,0.001531,0.012392,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_bill_share,slrwatch_bank_leverage_dominant_share_l1"
tdc_lpiv_deposits_qra_ru_gap,72,iv_qra_net_bills_bn_x_tsyparty_row_absorption_share_l1,qra_net_bills_bn,tsyparty_row_absorption_share_l1,False,10,0,10,1.0,59,64,0.014559,0.02423,0.121736,0.00027,0.000475,0.002169,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_net_bills_bn,tsyparty_row_absorption_share_l1"
tdc_lpiv_deposits_qra_ru_gap,73,iv_qra_net_bills_bn_x_slrwatch_bank_funding_pressure_l1,qra_net_bills_bn,slrwatch_bank_funding_pressure_l1,False,10,0,10,1.0,19,27,0.005518,0.010741,9.150055,0.0003,0.000631,0.454096,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_net_bills_bn,slrwatch_bank_funding_pressure_l1"
tdc_lpiv_deposits_qra_ru_gap,74,iv_qra_bill_share_x_slrwatch_bank_duration_loss_dominant_share_l1,qra_bill_share,slrwatch_bank_duration_loss_dominant_share_l1,False,10,0,10,1.0,19,27,8.1e-05,0.00806,0.074671,4e-06,0.000448,0.006742,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_bill_share,slrwatch_bank_duration_loss_dominant_share_l1"
tdc_lpiv_deposits_qra_ru_gap,75,iv_qra_bill_share_x_coord_low_reserve_state_l1,qra_bill_share,coord_low_reserve_state_l1,False,10,0,10,1.0,60,68,1.1e-05,0.007308,0.014398,0.0,0.00013,0.000248,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_bill_share,coord_low_reserve_state_l1"
tdc_lpiv_deposits_qra_ru_gap,76,iv_qra_net_bills_bn_x_tsyparty_bank_foreign_official_corr_l1,qra_net_bills_bn,tsyparty_bank_foreign_official_corr_l1,False,10,0,10,1.0,60,68,0.001299,0.003244,0.045119,2.2e-05,5.4e-05,0.000867,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_net_bills_bn,tsyparty_bank_foreign_official_corr_l1"
tdc_lpiv_deposits_qra_bank_absorption,1,iv_qra_bill_share_x_wamest_foreigners_short_share_l1,qra_bill_share,wamest_foreigners_short_share_l1,False,6,0,4,0.666667,10,12,0.268601,0.295852,17.297008,0.068869,0.082176,0.896357,better_than_current_but_still_weak,True,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_bill_share,wamest_foreigners_short_share_l1"
tdc_lpiv_deposits_qra_bank_absorption,2,iv_qra_net_bills_bn_x_wamest_foreigners_short_share_l1,qra_net_bills_bn,wamest_foreigners_short_share_l1,False,6,0,4,0.666667,10,12,0.000332,0.008166,216.315354,8.3e-05,0.002715,0.990839,better_than_current_but_still_weak,True,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_net_bills_bn,wamest_foreigners_short_share_l1"
tdc_lpiv_deposits_qra_bank_absorption,3,iv_qra_maturity_tilt_flow_x_wamest_foreigners_short_share_l1,qra_maturity_tilt_flow,wamest_foreigners_short_share_l1,False,6,0,4,0.666667,10,12,0.000698,0.006698,43.505638,0.000233,0.001672,0.956049,better_than_current_but_still_weak,True,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,wamest_foreigners_short_share_l1"
tdc_lpiv_deposits_qra_bank_absorption,4,iv_qra_ati_baseline_bn_x_wamest_foreigners_short_share_l1,qra_ati_baseline_bn,wamest_foreigners_short_share_l1,False,6,0,4,0.666667,10,12,0.000698,0.006698,43.505638,0.000233,0.001672,0.956049,better_than_current_but_still_weak,True,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_ati_baseline_bn,wamest_foreigners_short_share_l1"
tdc_lpiv_deposits_qra_bank_absorption,5,iv_qra_maturity_tilt_flow_x_slrwatch_bank_funding_pressure_l1,qra_maturity_tilt_flow,slrwatch_bank_funding_pressure_l1,False,10,0,8,0.8,19,27,0.045296,0.059282,13.486226,0.00251,0.003475,0.550768,better_than_current_but_still_weak,True,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,slrwatch_bank_funding_pressure_l1"
tdc_lpiv_deposits_qra_bank_absorption,6,iv_qra_ati_baseline_bn_x_slrwatch_bank_funding_pressure_l1,qra_ati_baseline_bn,slrwatch_bank_funding_pressure_l1,False,10,0,8,0.8,19,27,0.045296,0.059282,13.486226,0.00251,0.003475,0.550768,better_than_current_but_still_weak,True,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_ati_baseline_bn,slrwatch_bank_funding_pressure_l1"
tdc_lpiv_deposits_qra_bank_absorption,7,iv_qra_maturity_tilt_flow_x_tsyparty_private_minus_official_corr_l1,qra_maturity_tilt_flow,tsyparty_private_minus_official_corr_l1,False,10,0,10,1.0,60,68,2.511012,6.608022,8.727609,0.040169,0.102279,0.143717,better_than_current_but_still_weak,True,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_private_minus_official_corr_l1"
tdc_lpiv_deposits_qra_bank_absorption,8,iv_qra_ati_baseline_bn_x_tsyparty_private_minus_official_corr_l1,qra_ati_baseline_bn,tsyparty_private_minus_official_corr_l1,False,10,0,10,1.0,60,68,2.511012,6.608022,8.727609,0.040169,0.102279,0.143717,better_than_current_but_still_weak,True,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_ati_baseline_bn,tsyparty_private_minus_official_corr_l1"
tdc_lpiv_deposits_qra_bank_absorption,9,iv_qra_maturity_tilt_flow_x_tsyparty_bank_absorption_share_l1,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,True,10,0,10,1.0,59,64,5.181914,5.415232,5.441829,0.084697,0.090034,0.095989,current_blocked,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1"
tdc_lpiv_deposits_qra_bank_absorption,10,iv_qra_ati_baseline_bn_x_tsyparty_bank_absorption_share_l1,qra_ati_baseline_bn,tsyparty_bank_absorption_share_l1,False,10,0,10,1.0,59,64,5.181914,5.415232,5.441829,0.084697,0.090034,0.095989,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_ati_baseline_bn,tsyparty_bank_absorption_share_l1"
tdc_lpiv_deposits_qra_bank_absorption,11,iv_qra_net_bills_bn_x_tsyparty_bank_absorption_share_l1,qra_net_bills_bn,tsyparty_bank_absorption_share_l1,False,10,0,10,1.0,59,64,4.513755,5.008054,5.139359,0.07714,0.085231,0.089944,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_net_bills_bn,tsyparty_bank_absorption_share_l1"
tdc_lpiv_deposits_qra_bank_absorption,12,iv_qra_maturity_tilt_flow_x_tsyparty_bank_mmf_corr_l1,qra_maturity_tilt_flow,tsyparty_bank_mmf_corr_l1,False,10,0,10,1.0,60,68,3.823849,4.663284,5.091437,0.059913,0.074418,0.083342,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_mmf_corr_l1"
tdc_lpiv_deposits_qra_bank_absorption,13,iv_qra_ati_baseline_bn_x_tsyparty_bank_mmf_corr_l1,qra_ati_baseline_bn,tsyparty_bank_mmf_corr_l1,False,10,0,10,1.0,60,68,3.823849,4.663284,5.091437,0.059913,0.074418,0.083342,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_ati_baseline_bn,tsyparty_bank_mmf_corr_l1"
tdc_lpiv_deposits_qra_bank_absorption,14,iv_qra_net_bills_bn_x_tsyparty_private_minus_official_corr_l1,qra_net_bills_bn,tsyparty_private_minus_official_corr_l1,False,10,0,10,1.0,60,68,1.659126,4.359413,6.318817,0.026908,0.069908,0.10835,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_net_bills_bn,tsyparty_private_minus_official_corr_l1"
tdc_lpiv_deposits_qra_bank_absorption,15,iv_qra_net_bills_bn_x_tsyparty_bank_mmf_corr_l1,qra_net_bills_bn,tsyparty_bank_mmf_corr_l1,False,10,0,10,1.0,60,68,3.288795,4.222671,4.585849,0.051965,0.067864,0.076891,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_net_bills_bn,tsyparty_bank_mmf_corr_l1"
tdc_lpiv_deposits_qra_bank_absorption,16,iv_qra_bill_share_x_tsyparty_bank_absorption_share_l1,qra_bill_share,tsyparty_bank_absorption_share_l1,False,10,0,10,1.0,59,64,3.195674,3.528504,4.248391,0.055873,0.063544,0.071705,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_bill_share,tsyparty_bank_absorption_share_l1"
tdc_lpiv_deposits_qra_bank_absorption,17,iv_qra_bill_share_x_coord_on_rrp_drain_state_l1,qra_bill_share,coord_on_rrp_drain_state_l1,False,10,0,10,1.0,59,67,1.939111,3.019418,3.359353,0.03182,0.050307,0.057563,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_bill_share,coord_on_rrp_drain_state_l1"
tdc_lpiv_deposits_qra_bank_absorption,18,iv_qra_net_bills_bn_x_coord_liquidity_tightness_q_z_l1,qra_net_bills_bn,coord_liquidity_tightness_q_z_l1,False,10,0,10,1.0,60,68,0.590565,2.347501,4.697751,0.009747,0.043194,0.077396,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_net_bills_bn,coord_liquidity_tightness_q_z_l1"
tdc_lpiv_deposits_qra_bank_absorption,19,iv_qra_net_bills_bn_x_coord_on_rrp_drain_state_l1,qra_net_bills_bn,coord_on_rrp_drain_state_l1,False,10,0,10,1.0,59,67,1.705551,2.305889,3.995086,0.028095,0.043258,0.067719,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_net_bills_bn,coord_on_rrp_drain_state_l1"
tdc_lpiv_deposits_qra_bank_absorption,20,iv_qra_maturity_tilt_flow_x_coord_on_rrp_drain_state_l1,qra_maturity_tilt_flow,coord_on_rrp_drain_state_l1,False,10,0,10,1.0,59,67,1.507034,2.005551,3.619705,0.024907,0.033953,0.061749,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,coord_on_rrp_drain_state_l1"
tdc_lpiv_deposits_qra_bank_absorption,21,iv_qra_ati_baseline_bn_x_coord_on_rrp_drain_state_l1,qra_ati_baseline_bn,coord_on_rrp_drain_state_l1,False,10,0,10,1.0,59,67,1.507034,2.005551,3.619705,0.024907,0.033953,0.061749,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_ati_baseline_bn,coord_on_rrp_drain_state_l1"
tdc_lpiv_deposits_qra_bank_absorption,22,iv_qra_bill_share_x_coord_on_rrp_share_q,qra_bill_share,coord_on_rrp_share_q,False,10,0,10,1.0,60,68,1.250233,1.864492,2.128903,0.020412,0.031145,0.03933,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_bill_share,coord_on_rrp_share_q"
tdc_lpiv_deposits_qra_bank_absorption,23,iv_qra_maturity_tilt_flow_x_tsyparty_ru_gap_l1,qra_maturity_tilt_flow,tsyparty_ru_gap_l1,False,10,0,10,1.0,59,64,0.854648,1.503733,2.46744,0.01617,0.027092,0.042936,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_ru_gap_l1"
tdc_lpiv_deposits_qra_bank_absorption,24,iv_qra_ati_baseline_bn_x_tsyparty_ru_gap_l1,qra_ati_baseline_bn,tsyparty_ru_gap_l1,False,10,0,10,1.0,59,64,0.854648,1.503733,2.46744,0.01617,0.027092,0.042936,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_ati_baseline_bn,tsyparty_ru_gap_l1"
tdc_lpiv_deposits_qra_bank_absorption,25,iv_qra_bill_share_x_tsyparty_bank_mmf_corr_l1,qra_bill_share,tsyparty_bank_mmf_corr_l1,False,10,0,10,1.0,60,68,1.130366,1.402363,1.564046,0.018491,0.023608,0.027222,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_bill_share,tsyparty_bank_mmf_corr_l1"
tdc_lpiv_deposits_qra_bank_absorption,26,iv_qra_bill_share_x_coord_liquidity_tightness_q_z_l1,qra_bill_share,coord_liquidity_tightness_q_z_l1,False,10,0,10,1.0,60,68,0.492755,1.276375,1.776554,0.008146,0.023958,0.02972,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_bill_share,coord_liquidity_tightness_q_z_l1"
tdc_lpiv_deposits_qra_bank_absorption,27,iv_qra_maturity_tilt_flow_x_coord_liquidity_tightness_q_z_l1,qra_maturity_tilt_flow,coord_liquidity_tightness_q_z_l1,False,10,0,10,1.0,60,68,0.146007,1.207844,3.223972,0.002428,0.0227,0.054437,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,coord_liquidity_tightness_q_z_l1"
tdc_lpiv_deposits_qra_bank_absorption,28,iv_qra_ati_baseline_bn_x_coord_liquidity_tightness_q_z_l1,qra_ati_baseline_bn,coord_liquidity_tightness_q_z_l1,False,10,0,10,1.0,60,68,0.146007,1.207844,3.223972,0.002428,0.0227,0.054437,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_ati_baseline_bn,coord_liquidity_tightness_q_z_l1"
tdc_lpiv_deposits_qra_bank_absorption,29,iv_qra_maturity_tilt_flow_x_slrwatch_bank_leverage_pressure_l1,qra_maturity_tilt_flow,slrwatch_bank_leverage_pressure_l1,False,10,0,10,1.0,19,27,0.208038,0.925041,1.111367,0.018561,0.05086,0.055261,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,slrwatch_bank_leverage_pressure_l1"
tdc_lpiv_deposits_qra_bank_absorption,30,iv_qra_ati_baseline_bn_x_slrwatch_bank_leverage_pressure_l1,qra_ati_baseline_bn,slrwatch_bank_leverage_pressure_l1,False,10,0,10,1.0,19,27,0.208038,0.925041,1.111367,0.018561,0.05086,0.055261,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_ati_baseline_bn,slrwatch_bank_leverage_pressure_l1"
tdc_lpiv_deposits_qra_bank_absorption,31,iv_qra_net_bills_bn_x_slrwatch_bank_leverage_pressure_l1,qra_net_bills_bn,slrwatch_bank_leverage_pressure_l1,False,10,0,10,1.0,19,27,0.057682,0.67453,1.004576,0.005216,0.038164,0.050217,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_net_bills_bn,slrwatch_bank_leverage_pressure_l1"
tdc_lpiv_deposits_qra_bank_absorption,32,iv_qra_bill_share_x_slrwatch_bank_leverage_pressure_l1,qra_bill_share,slrwatch_bank_leverage_pressure_l1,False,10,0,10,1.0,19,27,0.083813,0.657261,1.006329,0.005556,0.046508,0.056382,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_bill_share,slrwatch_bank_leverage_pressure_l1"
tdc_lpiv_deposits_qra_bank_absorption,33,iv_qra_net_bills_bn_x_tsyparty_ru_gap_l1,qra_net_bills_bn,tsyparty_ru_gap_l1,False,10,0,10,1.0,59,64,0.404312,0.639852,1.513322,0.007865,0.01171,0.026778,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_net_bills_bn,tsyparty_ru_gap_l1"
tdc_lpiv_deposits_qra_bank_absorption,34,iv_qra_net_bills_bn_x_tsyparty_bank_foreign_private_corr_l1,qra_net_bills_bn,tsyparty_bank_foreign_private_corr_l1,False,10,0,10,1.0,60,68,0.269954,0.47184,0.773984,0.004479,0.00807,0.014245,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_net_bills_bn,tsyparty_bank_foreign_private_corr_l1"
tdc_lpiv_deposits_qra_bank_absorption,35,iv_qra_maturity_tilt_flow_x_tsyparty_bank_foreign_private_corr_l1,qra_maturity_tilt_flow,tsyparty_bank_foreign_private_corr_l1,False,10,0,10,1.0,60,68,0.220495,0.343136,0.547253,0.003661,0.005881,0.010414,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_foreign_private_corr_l1"
tdc_lpiv_deposits_qra_bank_absorption,36,iv_qra_ati_baseline_bn_x_tsyparty_bank_foreign_private_corr_l1,qra_ati_baseline_bn,tsyparty_bank_foreign_private_corr_l1,False,10,0,10,1.0,60,68,0.220495,0.343136,0.547253,0.003661,0.005881,0.010414,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_ati_baseline_bn,tsyparty_bank_foreign_private_corr_l1"
tdc_lpiv_deposits_qra_bank_absorption,37,iv_qra_maturity_tilt_flow_x_tsyparty_row_absorption_share_l1,qra_maturity_tilt_flow,tsyparty_row_absorption_share_l1,False,10,0,10,1.0,59,64,0.021953,0.324033,0.613434,0.000422,0.005965,0.010835,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_row_absorption_share_l1"
tdc_lpiv_deposits_qra_bank_absorption,38,iv_qra_ati_baseline_bn_x_tsyparty_row_absorption_share_l1,qra_ati_baseline_bn,tsyparty_row_absorption_share_l1,False,10,0,10,1.0,59,64,0.021953,0.324033,0.613434,0.000422,0.005965,0.010835,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_ati_baseline_bn,tsyparty_row_absorption_share_l1"
tdc_lpiv_deposits_qra_bank_absorption,39,iv_qra_net_bills_bn_x_slrwatch_bank_duration_pressure_l1,qra_net_bills_bn,slrwatch_bank_duration_pressure_l1,False,10,0,10,1.0,19,27,0.126692,0.257108,0.389655,0.011386,0.015381,0.022407,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_net_bills_bn,slrwatch_bank_duration_pressure_l1"
tdc_lpiv_deposits_qra_bank_absorption,40,iv_qra_maturity_tilt_flow_x_slrwatch_bank_headroom_pp_l1,qra_maturity_tilt_flow,slrwatch_bank_headroom_pp_l1,False,10,0,10,1.0,19,27,0.066512,0.247563,0.58836,0.004415,0.014353,0.030036,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,slrwatch_bank_headroom_pp_l1"
tdc_lpiv_deposits_qra_bank_absorption,41,iv_qra_ati_baseline_bn_x_slrwatch_bank_headroom_pp_l1,qra_ati_baseline_bn,slrwatch_bank_headroom_pp_l1,False,10,0,10,1.0,19,27,0.066512,0.247563,0.58836,0.004415,0.014353,0.030036,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_ati_baseline_bn,slrwatch_bank_headroom_pp_l1"
tdc_lpiv_deposits_qra_bank_absorption,42,iv_qra_net_bills_bn_x_coord_on_rrp_share_q,qra_net_bills_bn,coord_on_rrp_share_q,False,10,0,10,1.0,60,68,0.0832,0.223443,0.461843,0.001385,0.004279,0.00818,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_net_bills_bn,coord_on_rrp_share_q"
tdc_lpiv_deposits_qra_bank_absorption,43,iv_qra_maturity_tilt_flow_x_wamest_foreigners_wam_years_l1,qra_maturity_tilt_flow,wamest_foreigners_wam_years_l1,False,6,0,6,1.0,10,12,0.141457,0.22316,0.281937,0.045029,0.052842,0.123552,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,wamest_foreigners_wam_years_l1"
tdc_lpiv_deposits_qra_bank_absorption,44,iv_qra_ati_baseline_bn_x_wamest_foreigners_wam_years_l1,qra_ati_baseline_bn,wamest_foreigners_wam_years_l1,False,6,0,6,1.0,10,12,0.141457,0.22316,0.281937,0.045029,0.052842,0.123552,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_ati_baseline_bn,wamest_foreigners_wam_years_l1"
tdc_lpiv_deposits_qra_bank_absorption,45,iv_qra_bill_share_x_slrwatch_bank_headroom_pp_l1,qra_bill_share,slrwatch_bank_headroom_pp_l1,False,10,0,10,1.0,19,27,0.040332,0.172481,0.684052,0.002682,0.011399,0.034752,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_bill_share,slrwatch_bank_headroom_pp_l1"
tdc_lpiv_deposits_qra_bank_absorption,46,iv_qra_bill_share_x_slrwatch_bank_duration_pressure_l1,qra_bill_share,slrwatch_bank_duration_pressure_l1,False,10,0,10,1.0,19,27,0.068547,0.171793,0.456743,0.004549,0.008961,0.026164,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_bill_share,slrwatch_bank_duration_pressure_l1"
tdc_lpiv_deposits_qra_bank_absorption,47,iv_qra_bill_share_x_tsyparty_row_absorption_share_l1,qra_bill_share,tsyparty_row_absorption_share_l1,False,10,0,10,1.0,59,64,0.140108,0.154045,0.187941,0.002496,0.002954,0.003672,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_bill_share,tsyparty_row_absorption_share_l1"
tdc_lpiv_deposits_qra_bank_absorption,48,iv_qra_bill_share_x_tsyparty_private_minus_official_corr_l1,qra_bill_share,tsyparty_private_minus_official_corr_l1,False,10,0,10,1.0,60,68,0.00019,0.14181,0.271003,3e-06,0.002398,0.004496,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_bill_share,tsyparty_private_minus_official_corr_l1"
tdc_lpiv_deposits_qra_bank_absorption,49,iv_qra_net_bills_bn_x_slrwatch_bank_headroom_pp_l1,qra_net_bills_bn,slrwatch_bank_headroom_pp_l1,False,10,0,10,1.0,19,27,0.018792,0.104041,0.458242,0.001251,0.006083,0.02355,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_net_bills_bn,slrwatch_bank_headroom_pp_l1"
tdc_lpiv_deposits_qra_bank_absorption,50,iv_qra_maturity_tilt_flow_x_coord_low_reserve_state_l1,qra_maturity_tilt_flow,coord_low_reserve_state_l1,False,10,0,10,1.0,60,68,0.085217,0.089963,0.139731,0.001513,0.001636,0.002323,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,coord_low_reserve_state_l1"
tdc_lpiv_deposits_qra_bank_absorption,51,iv_qra_ati_baseline_bn_x_coord_low_reserve_state_l1,qra_ati_baseline_bn,coord_low_reserve_state_l1,False,10,0,10,1.0,60,68,0.085217,0.089963,0.139731,0.001513,0.001636,0.002323,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_ati_baseline_bn,coord_low_reserve_state_l1"
tdc_lpiv_deposits_qra_bank_absorption,52,iv_qra_net_bills_bn_x_slrwatch_bank_duration_loss_dominant_share_l1,qra_net_bills_bn,slrwatch_bank_duration_loss_dominant_share_l1,False,10,0,10,1.0,19,27,0.043118,0.087692,0.819665,0.00239,0.007293,0.051813,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_net_bills_bn,slrwatch_bank_duration_loss_dominant_share_l1"
tdc_lpiv_deposits_qra_bank_absorption,53,iv_qra_bill_share_x_tsyparty_ru_gap_l1,qra_bill_share,tsyparty_ru_gap_l1,False,10,0,10,1.0,59,64,0.050026,0.086551,0.14825,0.000926,0.001662,0.002688,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_bill_share,tsyparty_ru_gap_l1"
tdc_lpiv_deposits_qra_bank_absorption,54,iv_qra_net_bills_bn_x_wamest_foreigners_wam_years_l1,qra_net_bills_bn,wamest_foreigners_wam_years_l1,False,6,0,6,1.0,10,12,0.049456,0.085074,0.704538,0.016218,0.020826,0.260502,weak_or_insufficient,False,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_net_bills_bn,wamest_foreigners_wam_years_l1"
