job_id,regime_id,outcome,horizon,beta,se,lower95,upper95,z_score,p_value_normal,n,treatment_id,control_ids_used,response_type,inference_method,covariance_estimator,covariance_lags,rsquared,warning_flags,dropped_control_ids,instrument_ids,first_stage_r2,first_stage_partial_r2,first_stage_f_excluded,weak_instrument_flag
tdc_lpiv_deposits_qra_bank_absorption,exclude_2008_2009,matched_total_deposits,0,1.1437259324373317,1.9779866467032867,-2.73312789510111,5.0205797599757735,0.578227327441053,0.56311065118413,60,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.599283,weak_instrument,,iv_qra_x_bank_absorption,0.665475,0.003177,0.152981,true
tdc_lpiv_deposits_qra_bank_absorption,exclude_2008_2009,matched_total_deposits,1,0.501471202813049,2.100782591744828,-3.616062677006814,4.619005082632912,0.23870685371423733,0.8113329018772792,59,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.524035,weak_instrument,,iv_qra_x_bank_absorption,0.672287,0.010781,0.51221,true
tdc_lpiv_deposits_qra_bank_absorption,exclude_2008_2009,matched_total_deposits,2,-1.8303557493098113,1.3233326095680271,-4.424087664063144,0.7633761654435218,-1.3831411211934774,0.16662159909198948,58,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_bank_absorption,0.687197,0.083169,4.172831,true
tdc_lpiv_deposits_qra_bank_absorption,exclude_2008_2009,matched_total_deposits,4,0.9604366148503868,0.5663258767090144,-0.14956210349928123,2.070435333200055,1.6959080528539432,0.08990329437701083,56,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.297045,weak_instrument,,iv_qra_x_bank_absorption,0.753526,0.123703,6.211296,true
tdc_lpiv_deposits_qra_bank_absorption,exclude_2008_2009,matched_total_deposits,8,0.7144229794376322,0.5635402460957193,-0.39011590290997766,1.818961861785242,1.2677408302020101,0.204890518645781,55,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.373364,weak_instrument,,iv_qra_x_bank_absorption,0.749816,0.118958,5.805855,true
tdc_lpiv_deposits_qra_bank_absorption,exclude_2008_2009,other_component_qoq,0,0.14372593236612774,1.9779866465695475,-3.733127894910185,4.020579759642441,0.07266274148786284,0.942074498125778,60,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.623729,weak_instrument,,iv_qra_x_bank_absorption,0.665475,0.003177,0.152981,true
tdc_lpiv_deposits_qra_bank_absorption,exclude_2008_2009,other_component_qoq,1,4.006234993638262,6.5260085480151,-8.784741760471332,16.79721174774786,0.6138874879127714,0.5392896788535966,59,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_bank_absorption,0.672287,0.010781,0.51221,true
tdc_lpiv_deposits_qra_bank_absorption,exclude_2008_2009,other_component_qoq,2,-1.5466936913352571,0.9417644275225345,-3.392551969279425,0.29916458660891054,-1.642336072731148,0.10052037527979252,58,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.0,weak_instrument,,iv_qra_x_bank_absorption,0.687197,0.083169,4.172831,true
tdc_lpiv_deposits_qra_bank_absorption,exclude_2008_2009,other_component_qoq,4,0.39743565601775754,0.6600798926571451,-0.8963209335902468,1.691192245625762,0.6021023522135847,0.5471060088854471,56,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.165319,weak_instrument,,iv_qra_x_bank_absorption,0.753526,0.123703,6.211296,true
tdc_lpiv_deposits_qra_bank_absorption,exclude_2008_2009,other_component_qoq,8,-0.49941544379479524,0.5788735841905241,-1.6340076688082226,0.635176781218632,-0.8627366275370117,0.38828228918292673,55,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,qra_maturity_tilt_flow,tsyparty_bank_absorption_share_l1,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,two_stage_least_squares_hc1_scaffold,hc1,0,0.204675,weak_instrument,,iv_qra_x_bank_absorption,0.749816,0.118958,5.805855,true
