feature_id,coverage_share,abs_corr_treatment,abs_corr_outcome_max,screen_score
d__dgs1_dgs1__lag031,0.805643,0.417302,0.688079,0.8905424
d__dgs1_dgs1__lag042,0.805643,0.413623,0.691029,0.8899551
d__dgs1_dgs1__lag032,0.805643,0.416567,0.687781,0.88970998
d__dgs5_dgs5__lag045,0.805643,0.460074,0.64426,0.88969898
d__dgs3_dgs3__lag045,0.805643,0.451027,0.652965,0.88942359
d__dgs1_dgs1__lag033,0.805643,0.416335,0.686528,0.88851349
d__dgs3_dgs3__lag046,0.805643,0.449908,0.650959,0.88690497
d__dgs5_dgs5__lag046,0.805643,0.458435,0.642372,0.88685688
m__ipdcongd_ipdcongd__lag008,0.987461,0.349504,0.548412,0.88665708
d__dgs1_dgs1__lag043,0.805643,0.412927,0.686463,0.88571531
m__fedfunds_fed_funds__lag005,0.896552,0.330344,0.655592,0.88394215
d__dgs5_dgs5__lag048,0.805643,0.456184,0.639649,0.88285024
d__dgs1_dgs1__lag044,0.805643,0.412535,0.683184,0.88275754
m__fedfunds_fed_funds__lag006,0.896552,0.319426,0.664442,0.88208828
d__dgs5_dgs5__lag057,0.805643,0.458119,0.636221,0.88164621
d__dgs3_dgs3__lag048,0.805643,0.446193,0.647258,0.88093078
d__dgs3_dgs3__lag047,0.805643,0.44514,0.648286,0.88091065
d__dgs5_dgs5__lag047,0.805643,0.453016,0.640286,0.88081126
d__dgs1_dgs1__lag045,0.805643,0.411678,0.681388,0.88062099
d__dgs3_dgs3__lag057,0.805643,0.446125,0.646403,0.88018763
m__indpro_indpro__lag009,1.0,0.309566,0.570214,0.8797796
d__dgs5_dgs5__lag056,0.805643,0.455008,0.636937,0.87971752
m__psavert_psavert__lag010,0.833856,0.477169,0.576845,0.87889598
d__dgs5_dgs5__lag054,0.805643,0.454332,0.6362,0.87857905
d__dgs5_dgs5__lag090,0.802508,0.466701,0.627997,0.87850328
d__dgs5_dgs5__lag089,0.805643,0.461361,0.628697,0.87819725
d__dgs5_dgs5__lag049,0.805643,0.451264,0.638324,0.87781831
d__dgs3_dgs3__lag049,0.805643,0.443422,0.646138,0.87779613
d__dgs3_dgs3__lag056,0.805643,0.443562,0.645957,0.87776354
d__dgs1_dgs1__lag046,0.805643,0.411321,0.678026,0.87762446
d__dgs5_dgs5__lag055,0.805643,0.45243,0.635544,0.87651803
d__dgs3_dgs3__lag061,0.805643,0.443001,0.644634,0.87624518
d__dgs3_dgs3__lag054,0.805643,0.442572,0.644477,0.87577329
d__dgs5_dgs5__lag050,0.805643,0.447038,0.639328,0.87522251
d__dgs5_dgs5__lag086,0.805643,0.454528,0.631801,0.87519275
d__dgs3_dgs3__lag050,0.805643,0.439393,0.646911,0.87517227
d__dgs3_dgs3__lag060,0.805643,0.442942,0.643079,0.87494506
d__dgs3_dgs3__lag055,0.805643,0.442034,0.643677,0.87469496
d__dgs5_dgs5__lag061,0.805643,0.450705,0.634972,0.87466704
d__dgs5_dgs5__lag065,0.805643,0.453513,0.632071,0.87459315
d__dgs3_dgs3__lag062,0.805643,0.440359,0.645195,0.87456806
d__dgs3_dgs3__lag058,0.805643,0.44259,0.642908,0.87452296
d__dgs3_dgs3__lag059,0.805643,0.441569,0.643644,0.87429354
d__dgs5_dgs5__lag058,0.805643,0.452232,0.632885,0.87421609
d__dgs5_dgs5__lag083,0.805643,0.4547,0.630067,0.87393418
d__dgs5_dgs5__lag087,0.805643,0.455278,0.62931,0.87379018
d__dgs5_dgs5__lag062,0.805643,0.449121,0.635382,0.87372128
d__dgs5_dgs5__lag060,0.805643,0.451068,0.633269,0.87358832
d__dgs5_dgs5__lag088,0.805643,0.454818,0.629316,0.87342447
d__dgs5_dgs5__lag084,0.805643,0.454342,0.629633,0.87329637
d__dgs5_dgs5__lag051,0.805643,0.4459,0.637897,0.87315321
d__dgs3_dgs3__lag065,0.805643,0.441134,0.64243,0.87296545
d__dgs5_dgs5__lag071,0.805643,0.455454,0.628102,0.87295947
d__dgs5_dgs5__lag085,0.805643,0.454991,0.628486,0.87289521
d__dgs5_dgs5__lag059,0.805643,0.449591,0.633732,0.87277087
d__dgs5_dgs5__lag072,0.805643,0.455207,0.62801,0.87268626
d__dgs5_dgs5__lag073,0.805643,0.454764,0.628431,0.87266761
d__dgs3_dgs3__lag051,0.805643,0.437152,0.645376,0.8721304
d__dgs5_dgs5__lag069,0.805643,0.454814,0.627489,0.87194977
d__dgs3_dgs3__lag090,0.802508,0.448806,0.637693,0.87192411
d__dgs5_dgs5__lag053,0.805643,0.444694,0.63754,0.8718943
m__psavert_psavert__lag012,0.833856,0.471926,0.573663,0.87187028
d__dgs3_dgs3__lag053,0.805643,0.436622,0.645528,0.87182619
d__dgs3_dgs3__lag089,0.805643,0.443295,0.638842,0.87181573
d__dgs5_dgs5__lag082,0.805643,0.452482,0.6296,0.87177091
d__dgs5_dgs5__lag068,0.805643,0.452103,0.629316,0.87123755
d__dgs3_dgs3__lag064,0.805643,0.440123,0.641197,0.87115755
d__dgs5_dgs5__lag064,0.805643,0.449251,0.63152,0.87071472
d__dgs5_dgs5__lag070,0.805643,0.453622,0.626949,0.87055368
d__dgs5_dgs5__lag052,0.805643,0.442919,0.63738,0.87033432
d__dgs5_dgs5__lag081,0.805643,0.451454,0.6287,0.87021862
d__dgs5_dgs5__lag066,0.805643,0.449642,0.630465,0.8701796
d__dgs3_dgs3__lag063,0.805643,0.438723,0.641346,0.87015
d__dgs3_dgs3__lag052,0.805643,0.434741,0.64517,0.8700223
d__dgs1_dgs1__lag047,0.805643,0.407193,0.672369,0.86974083
d__dgs5_dgs5__lag063,0.805643,0.447274,0.63217,0.86964631
d__dgs5_dgs5__lag077,0.805643,0.450598,0.62843,0.86931062
d__dgs3_dgs3__lag086,0.805643,0.438263,0.640762,0.86930817
d__dgs3_dgs3__lag072,0.805643,0.440497,0.638462,0.86925562
d__dgs3_dgs3__lag083,0.805643,0.438812,0.64004,0.86916878
d__dgs1_dgs1__lag049,0.805643,0.406491,0.671941,0.86883039
d__dgs5_dgs5__lag067,0.805643,0.449495,0.62889,0.86879285
d__dgs3_dgs3__lag073,0.805643,0.439781,0.638593,0.86878421
d__dgs5_dgs5__lag080,0.805643,0.449522,0.628803,0.8687446
d__dgs3_dgs3__lag069,0.805643,0.439655,0.638669,0.86874339
d__dgs5_dgs5__lag075,0.805643,0.451469,0.626818,0.86871441
d__dgs3_dgs3__lag087,0.805643,0.439583,0.638644,0.86866498
d__dgs3_dgs3__lag071,0.805643,0.439844,0.638106,0.86844309
d__dgs1_dgs1__lag048,0.805643,0.407087,0.670853,0.86843475
d__dgs3_dgs3__lag088,0.805643,0.438694,0.639178,0.86837934
d__dgs5_dgs5__lag074,0.805643,0.451168,0.626699,0.86837568
d__dgs3_dgs3__lag066,0.805643,0.436675,0.641148,0.86834034
d__dgs3_dgs3__lag085,0.805643,0.440368,0.63734,0.86824732
d__dgs3_dgs3__lag084,0.805643,0.438395,0.639202,0.86815811
d__dgs3_dgs3__lag068,0.805643,0.437493,0.639812,0.86792231
d__dgs3_dgs3__lag082,0.805643,0.436687,0.639862,0.86731327
m__indpro_indpro__lag008,1.0,0.294885,0.572336,0.86722081
d__dgs1_dgs1__lag050,0.805643,0.40494,0.671431,0.86716992
d__dgs5_dgs5__lag078,0.805643,0.448176,0.627877,0.86691479
d__dgs3_dgs3__lag070,0.805643,0.438087,0.637752,0.86674179
d__dgs3_dgs3__lag067,0.805643,0.435953,0.63959,0.86650374
d__dgs3_dgs3__lag075,0.805643,0.438272,0.637005,0.86628892
d__dgs5_dgs5__lag076,0.805643,0.448231,0.626801,0.86609235
d__dgs3_dgs3__lag077,0.805643,0.436863,0.63769,0.86570531
d__dgs5_dgs5__lag079,0.805643,0.446347,0.628181,0.86568553
d__dgs3_dgs3__lag074,0.805643,0.437135,0.637166,0.86550317
d__dgs3_dgs3__lag081,0.805643,0.435081,0.638852,0.86520655
d__dgs3_dgs3__lag078,0.805643,0.435704,0.638179,0.86516653
d__dgs3_dgs3__lag080,0.805643,0.433987,0.639422,0.86478426
d__dgs3_dgs3__lag079,0.805643,0.431987,0.638915,0.862764
d__dgs3_dgs3__lag076,0.805643,0.434731,0.636092,0.86270084
d__dgs1_dgs1__lag051,0.805643,0.402125,0.667611,0.8618249
d__dgs1_dgs1__lag057,0.805643,0.402648,0.666018,0.86096245
d__dgs1_dgs1__lag052,0.805643,0.402393,0.665972,0.86072021
d__dgs1_dgs1__lag053,0.805643,0.402043,0.66563,0.86016295
d__dgs1_dgs1__lag056,0.805643,0.401848,0.665361,0.85978888
d__dgs1_dgs1__lag054,0.805643,0.402526,0.662688,0.85818153
d__dgs1_dgs1__lag055,0.805643,0.402238,0.662895,0.85811702
d__dgs1_dgs1__lag059,0.805643,0.400906,0.663954,0.85789656
m__psavert_psavert__lag006,0.840125,0.569451,0.45072,0.85707155
d__dgs1_dgs1__lag058,0.805643,0.399951,0.663827,0.85702496
d__dgs1_dgs1__lag061,0.805643,0.398665,0.66509,0.85700627
d__dgs10_dgs10__lag034,0.805643,0.41934,0.643965,0.85664401
d__dgs1_dgs1__lag060,0.805643,0.400271,0.662437,0.85616299
d__dgs10_dgs10__lag037,0.805643,0.422796,0.639228,0.85561211
d__dgs1_dgs1__lag062,0.805643,0.396311,0.664887,0.8549458
d__dgs10_dgs10__lag033,0.805643,0.419482,0.641669,0.85490825
d__dgs10_dgs10__lag036,0.805643,0.420322,0.639483,0.85382367
d__dgs1_dgs1__lag063,0.805643,0.396913,0.66229,0.8533386
d__dgs10_dgs10__lag042,0.805643,0.421153,0.637631,0.85300119
d__dgs1_dgs1__lag065,0.805643,0.395744,0.66226,0.85237309
d__dgs10_dgs10__lag035,0.805643,0.414951,0.64295,0.8522896
d__dgs1_dgs1__lag064,0.805643,0.39641,0.660996,0.85189098
d__dgs10_dgs10__lag040,0.805643,0.419384,0.637215,0.85124177
d__dgs1_dgs1__lag083,0.805643,0.393656,0.662333,0.85074994
d__dgs10_dgs10__lag039,0.805643,0.419539,0.636413,0.85072031
d__dgs1_dgs1__lag089,0.805643,0.393677,0.66227,0.85071577
d__dgs10_dgs10__lag002,0.805643,0.400364,0.654678,0.84998612
d__dgs1_dgs1__lag082,0.805643,0.392773,0.661986,0.84975917
d__dgs10_dgs10__lag016,0.805643,0.409696,0.64503,0.84973262
d__dgs1_dgs1__lag086,0.805643,0.39111,0.663594,0.84971393
d__dgs1_dgs1__lag088,0.805643,0.391655,0.663039,0.84970646
d__dgs10_dgs10__lag041,0.805643,0.417491,0.637195,0.84969931
d__dgs1_dgs1__lag085,0.805643,0.393271,0.661409,0.84969516
d__dgs1_dgs1__lag066,0.805643,0.393253,0.661237,0.84954208
d__dgs10_dgs10__lag018,0.805643,0.412691,0.641787,0.84953253
d__dgs10_dgs10__lag032,0.805643,0.414244,0.640185,0.84949296
d__dgs1_dgs1__lag081,0.805643,0.393463,0.660932,0.84946553
d__dgs10_dgs10__lag023,0.805643,0.410064,0.644284,0.84942792
d__dgs1_dgs1__lag087,0.805643,0.392104,0.662172,0.84936964
d__dgs10_dgs10__lag026,0.805643,0.411392,0.642696,0.84921793
d__dgs1_dgs1__lag078,0.805643,0.394478,0.659567,0.84918346
d__dgs1_dgs1__lag080,0.805643,0.392862,0.661127,0.84913855
d__dgs10_dgs10__lag030,0.805643,0.409655,0.644319,0.8491262
d__dgs1_dgs1__lag084,0.805643,0.391706,0.662081,0.84897606
d__dgs10_dgs10__lag021,0.805643,0.412087,0.641661,0.84894413
d__dgs10_dgs10__lag015,0.805643,0.410003,0.643642,0.84886131
d__dgs1_dgs1__lag077,0.805643,0.394639,0.658931,0.84880073
d__dgs10_dgs10__lag025,0.805643,0.411499,0.641912,0.84867271
d__dgs10_dgs10__lag029,0.805643,0.410654,0.642462,0.84843473
d__dgs1_dgs1__lag073,0.805643,0.394136,0.658889,0.84836189
d__dgs1_dgs1__lag079,0.805643,0.391544,0.661252,0.84817768
d__dgs1_dgs1__lag071,0.805643,0.393991,0.658709,0.84809979
d__dgs10_dgs10__lag038,0.805643,0.416563,0.636109,0.84807749
d__dgs1_dgs1__lag074,0.805643,0.394846,0.657696,0.84797241
d__dgs10_dgs10__lag024,0.805643,0.409826,0.642665,0.8479313
d__dgs1_dgs1__lag072,0.805643,0.393384,0.659038,0.84787619
d__dgs1_dgs1__lag075,0.805643,0.395037,0.657159,0.84769367
m__fedfunds_fed_funds__lag007,0.893417,0.303886,0.644736,0.84751528
d__dgs1_dgs1__lag090,0.802508,0.397195,0.658731,0.84738887
d__dgs10_dgs10__lag031,0.805643,0.409539,0.642126,0.84726654
d__dgs10_dgs10__lag005,0.805643,0.398373,0.65312,0.84712754
d__dgs10_dgs10__lag014,0.805643,0.407792,0.643362,0.84685392
d__dgs10_dgs10__lag022,0.805643,0.409895,0.641257,0.84685233
d__dgs1_dgs1__lag076,0.805643,0.393197,0.657737,0.84667735
d__dgs10_dgs10__lag043,0.805643,0.414879,0.636021,0.84664963
d__dgs10_dgs10__lag004,0.805643,0.396403,0.65447,0.84662841
d__dgs1_dgs1__lag068,0.805643,0.391703,0.659063,0.84654189
d__dgs1_dgs1__lag067,0.805643,0.391446,0.659017,0.84629787
d__dgs10_dgs10__lag027,0.805643,0.408158,0.642285,0.84628211
d__dgs10_dgs10__lag003,0.805643,0.396621,0.653724,0.84620321
d__dgs1_dgs1__lag069,0.805643,0.392325,0.657768,0.84600017
d__dgs10_dgs10__lag006,0.805643,0.398402,0.651162,0.84557384
d__dgs10_dgs10__lag011,0.805643,0.405015,0.644516,0.84554708
d__dgs1_dgs1__lag070,0.805643,0.392145,0.657318,0.84549239
d__dgs10_dgs10__lag017,0.805643,0.407201,0.642099,0.84536037
d__dgs10_dgs10__lag008,0.805643,0.400442,0.648487,0.84506141
d__dgs10_dgs10__lag020,0.805643,0.406889,0.641862,0.84491833
d__dgs10_dgs10__lag019,0.805643,0.408784,0.639818,0.844798
d__dgs10_dgs10__lag028,0.805643,0.405535,0.642609,0.84442929
d__dgs10_dgs10__lag013,0.805643,0.405203,0.642334,0.84394076
d__dgs10_dgs10__lag007,0.805643,0.398088,0.649267,0.84379327
d__dgs10_dgs10__lag001,0.805643,0.394433,0.652774,0.84367446
d__dgs10_dgs10__lag044,0.805643,0.411422,0.634972,0.84302017
d__dgs10_dgs10__lag012,0.805643,0.401463,0.643431,0.84181118
m__indpro_indpro__lag002,1.0,0.264497,0.577275,0.84177264
m__indpro_indpro__lag005,1.0,0.268617,0.572231,0.8408474
d__dgs10_dgs10__lag010,0.805643,0.402416,0.641212,0.84079089
d__dgs10_dgs10__lag045,0.805643,0.409384,0.634178,0.8407385
d__dgs10_dgs10__lag009,0.805643,0.396988,0.645005,0.83947397
m__psavert_psavert__lag002,0.84326,0.48192,0.511447,0.83766694
m__ipbuseq_ipbuseq__lag003,0.99373,0.264442,0.578032,0.83719125
