job_id,k_screened,factor_id,rank,feature_id,loading,explained_eigenvalue
baseline_tdc_lp_inflation,100,dflmx_k100_f1,1,d__dgs3_dgs3__lag028,-0.006492,66.185969
baseline_tdc_lp_inflation,100,dflmx_k100_f1,2,d__dgs3_dgs3__lag026,-0.006492,66.185969
baseline_tdc_lp_inflation,100,dflmx_k100_f1,3,d__dgs3_dgs3__lag031,-0.006492,66.185969
baseline_tdc_lp_inflation,100,dflmx_k100_f1,4,d__dgs3_dgs3__lag015,-0.006492,66.185969
baseline_tdc_lp_inflation,100,dflmx_k100_f1,5,d__dgs3_dgs3__lag019,-0.006491,66.185969
baseline_tdc_lp_inflation,100,dflmx_k100_f1,6,d__dgs3_dgs3__lag016,-0.006491,66.185969
baseline_tdc_lp_inflation,100,dflmx_k100_f1,7,d__dgs3_dgs3__lag027,-0.006491,66.185969
baseline_tdc_lp_inflation,100,dflmx_k100_f1,8,d__dgs3_dgs3__lag014,-0.00649,66.185969
baseline_tdc_lp_inflation,100,dflmx_k100_f1,9,d__dgs3_dgs3__lag001,-0.00649,66.185969
baseline_tdc_lp_inflation,100,dflmx_k100_f1,10,d__dgs3_dgs3__lag024,-0.00649,66.185969
baseline_tdc_lp_inflation,100,dflmx_k100_f1,11,d__dgs3_dgs3__lag023,-0.006489,66.185969
baseline_tdc_lp_inflation,100,dflmx_k100_f1,12,d__dgs3_dgs3__lag030,-0.006489,66.185969
baseline_tdc_lp_inflation,100,dflmx_k100_f2,1,m__ipncongd_ipncongd__lag001,0.008491,29.557633
baseline_tdc_lp_inflation,100,dflmx_k100_f2,2,m__ipncongd_ipncongd__lag002,0.008489,29.557633
baseline_tdc_lp_inflation,100,dflmx_k100_f2,3,m__ipncongd_ipncongd__lag003,0.00848,29.557633
baseline_tdc_lp_inflation,100,dflmx_k100_f2,4,m__ipncongd_ipncongd__lag004,0.008448,29.557633
baseline_tdc_lp_inflation,100,dflmx_k100_f2,5,m__ipncongd_ipncongd__lag005,0.008447,29.557633
baseline_tdc_lp_inflation,100,dflmx_k100_f2,6,m__ipncongd_ipncongd__lag006,0.008436,29.557633
baseline_tdc_lp_inflation,100,dflmx_k100_f2,7,m__ipncongd_ipncongd__lag007,0.008389,29.557633
baseline_tdc_lp_inflation,100,dflmx_k100_f2,8,m__ipncongd_ipncongd__lag008,0.008388,29.557633
baseline_tdc_lp_inflation,100,dflmx_k100_f2,9,m__ipncongd_ipncongd__lag009,0.008375,29.557633
baseline_tdc_lp_inflation,100,dflmx_k100_f2,10,m__ipncongd_ipncongd__lag010,0.008316,29.557633
baseline_tdc_lp_inflation,100,dflmx_k100_f2,11,m__ipncongd_ipncongd__lag011,0.008313,29.557633
