job_id,k_screened,factor_id,rank,feature_id,loading,explained_eigenvalue
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f1,1,d__dgs5_dgs5__lag025,-0.006554,72.695131
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f1,2,d__dgs5_dgs5__lag019,-0.006553,72.695131
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f1,3,d__dgs5_dgs5__lag026,-0.006553,72.695131
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f1,4,d__dgs5_dgs5__lag022,-0.006553,72.695131
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f1,5,d__dgs5_dgs5__lag024,-0.006553,72.695131
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f1,6,d__dgs5_dgs5__lag018,-0.006553,72.695131
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f1,7,d__dgs5_dgs5__lag020,-0.006553,72.695131
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f1,8,d__dgs5_dgs5__lag027,-0.006553,72.695131
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f1,9,d__dgs5_dgs5__lag031,-0.006552,72.695131
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f1,10,d__dgs3_dgs3__lag019,-0.006552,72.695131
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f1,11,d__dgs5_dgs5__lag028,-0.006552,72.695131
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f1,12,d__dgs5_dgs5__lag016,-0.006552,72.695131
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f2,1,m__psavert_psavert__lag006,-0.014534,10.068551
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f2,2,m__psavert_psavert__lag009,-0.014314,10.068551
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f2,3,m__psavert_psavert__lag007,-0.014249,10.068551
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f2,4,m__psavert_psavert__lag004,-0.014218,10.068551
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f2,5,m__psavert_psavert__lag005,-0.014155,10.068551
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f2,6,m__psavert_psavert__lag008,-0.014111,10.068551
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f2,7,q__bogz1fl713061113q_cb_bills_raw__lag008,0.013995,10.068551
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f2,8,q__bogz1fl713061113q_cb_bills__lag008,0.013995,10.068551
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f2,9,m__psavert_psavert__lag001,-0.013774,10.068551
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f2,10,m__psavert_psavert__lag002,-0.013509,10.068551
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f2,11,m__psavert_psavert__lag011,-0.01338,10.068551
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f2,12,m__psavert_psavert__lag012,-0.013216,10.068551
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f3,1,q__psave_psave__lag002,0.016261,7.34189
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f3,2,q__psave_psave__lag001,0.015945,7.34189
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f3,3,q__bogz1fl313024000q_tres_oper_cash__lag001,0.015711,7.34189
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f3,4,q__fgdef_fgdef__lag001,-0.015625,7.34189
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f3,5,q__tgdef_net_gov_sav__lag001,-0.015008,7.34189
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f3,6,q__tgdef_net_gov_sav__lag002,-0.014861,7.34189
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f3,7,q__psave_psave__lag003,0.014395,7.34189
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f3,8,q__bogz1fa313161105q_tsy_net_tx__lag002,0.014231,7.34189
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f3,9,q__fbtsatq027s_dom_fin_sector_tsy_tx__lag002,0.013351,7.34189
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f3,10,q__tgdef_net_gov_sav__lag003,-0.013218,7.34189
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f3,11,q__bogz1fl712051000q_fed_rrp__lag004,0.011599,7.34189
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f3,12,q__bogz1fl712051000q_fed_rrp__lag005,0.010854,7.34189
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f4,1,q__bogz1lm903061103q_instrument_discrepancies_ts__lag002,-0.02402,2.792529
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f4,2,q__bogz1lm903061103q_instrument_discrepancies_ts__lag003,-0.023571,2.792529
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f4,3,q__bogz1lm903061103q_instrument_discrepancies_ts__lag001,-0.023283,2.792529
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f4,4,q__bogz1fa713061103q_cb_tsy_tx__lag002,0.014557,2.792529
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f4,5,q__bogz1fa713061103q_cb_tsy_tx__lag001,0.014135,2.792529
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f4,6,q__bogz1fl712051000q_fed_rrp__lag004,0.012174,2.792529
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f4,7,q__bogz1fl712051000q_fed_rrp__lag005,0.009252,2.792529
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f4,8,q__bogz1fl313024000q_tres_oper_cash__lag001,-0.007668,2.792529
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f4,9,q__fgdef_fgdef__lag001,0.007381,2.792529
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f4,10,m__psavert_psavert__lag011,-0.00733,2.792529
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f4,11,m__psavert_psavert__lag007,-0.007017,2.792529
baseline_tdc_lp_liquidity_decomposition,100,dflmx_k100_f4,12,m__psavert_psavert__lag002,-0.006925,2.792529
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f1,1,d__dgs5_dgs5__lag039,-0.004441,159.226833
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f1,2,d__dgs5_dgs5__lag043,-0.004441,159.226833
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f1,3,d__dgs5_dgs5__lag042,-0.00444,159.226833
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f1,4,d__dgs5_dgs5__lag040,-0.00444,159.226833
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f1,5,d__dgs5_dgs5__lag044,-0.00444,159.226833
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f1,6,d__dgs5_dgs5__lag038,-0.00444,159.226833
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f1,7,d__dgs5_dgs5__lag041,-0.00444,159.226833
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f1,8,d__dgs5_dgs5__lag032,-0.00444,159.226833
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f1,9,d__dgs5_dgs5__lag037,-0.00444,159.226833
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f1,10,d__dgs5_dgs5__lag031,-0.00444,159.226833
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f1,11,d__dgs5_dgs5__lag033,-0.00444,159.226833
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f1,12,d__dgs5_dgs5__lag036,-0.004439,159.226833
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f2,1,q__bogz1fl713061113q_cb_bills_raw__lag008,0.01347,13.232047
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f2,2,q__bogz1fl713061113q_cb_bills__lag008,0.01347,13.232047
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f2,3,q__bogz1fl713061113q_cb_bills_raw__lag007,0.013237,13.232047
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f2,4,q__bogz1fl713061113q_cb_bills__lag007,0.013237,13.232047
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f2,5,m__psavert_psavert__lag005,-0.011933,13.232047
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f2,6,m__psavert_psavert__lag004,-0.011875,13.232047
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f2,7,m__psavert_psavert__lag002,-0.011847,13.232047
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f2,8,m__psavert_psavert__lag001,-0.011823,13.232047
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f2,9,m__psavert_psavert__lag008,-0.011771,13.232047
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f2,10,m__psavert_psavert__lag003,-0.011771,13.232047
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f2,11,m__psavert_psavert__lag006,-0.011751,13.232047
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f2,12,m__psavert_psavert__lag007,-0.011701,13.232047
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f3,1,q__psave_psave__lag002,0.014289,9.684884
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f3,2,q__psave_psave__lag001,0.013509,9.684884
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f3,3,q__bogz1fl313024000q_tres_oper_cash__lag001,0.013481,9.684884
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f3,4,q__fbtsatq027s_dom_fin_sector_tsy_tx__lag002,0.01348,9.684884
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f3,5,q__fgdef_fgdef__lag002,-0.013369,9.684884
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f3,6,q__bogz1fl313024000q_tres_oper_cash__lag002,0.013353,9.684884
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f3,7,q__bogz1fa313161105q_tsy_net_tx__lag002,0.013111,9.684884
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f3,8,q__fgdef_fgdef__lag001,-0.013081,9.684884
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f3,9,q__tgdef_net_gov_sav__lag002,-0.012782,9.684884
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f3,10,q__tgdef_net_gov_sav__lag001,-0.01251,9.684884
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f3,11,q__psave_psave__lag003,0.012058,9.684884
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f3,12,q__bogz1fa713061103q_cb_tsy_tx__lag002,0.011164,9.684884
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f4,1,q__bogz1lm903061103q_instrument_discrepancies_ts__lag001,-0.021396,3.493363
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f4,2,q__bogz1lm903061103q_instrument_discrepancies_ts__lag002,-0.021224,3.493363
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f4,3,q__bogz1lm903061103q_instrument_discrepancies_ts__lag003,-0.020368,3.493363
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f4,4,q__bogz1fa713061103q_cb_tsy_tx__lag001,0.014844,3.493363
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f4,5,q__bogz1fl712051000q_fed_rrp__lag001,0.012198,3.493363
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f4,6,q__bogz1fr543061175q_life_insurance_ts_reval__lag004,0.011951,3.493363
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f4,7,q__bogz1fa713061103q_cb_tsy_tx__lag002,0.010315,3.493363
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f4,8,m__ipcongd_ipcongd__lag009,0.008865,3.493363
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f4,9,q__bogz1fa713061113q_cb_bills_tx__lag001,0.008797,3.493363
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f4,10,q__bogz1fl313024000q_tres_oper_cash__lag002,-0.008694,3.493363
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f4,11,m__unrate_unrate__lag009,0.00857,3.493363
baseline_tdc_lp_liquidity_decomposition,200,dflmx_k200_f4,12,m__ipfinal_ipfinal__lag009,0.008077,3.493363
baseline_tdc_lp_liquidity_decomposition,300,dflmx_k300_f1,1,d__dgs5_dgs5__lag039,-0.00356,247.866033
baseline_tdc_lp_liquidity_decomposition,300,dflmx_k300_f1,2,d__dgs5_dgs5__lag042,-0.00356,247.866033
baseline_tdc_lp_liquidity_decomposition,300,dflmx_k300_f1,3,d__dgs5_dgs5__lag043,-0.00356,247.866033
baseline_tdc_lp_liquidity_decomposition,300,dflmx_k300_f1,4,d__dgs5_dgs5__lag044,-0.003559,247.866033
baseline_tdc_lp_liquidity_decomposition,300,dflmx_k300_f1,5,d__dgs5_dgs5__lag040,-0.003559,247.866033
baseline_tdc_lp_liquidity_decomposition,300,dflmx_k300_f1,6,d__dgs5_dgs5__lag041,-0.003559,247.866033
baseline_tdc_lp_liquidity_decomposition,300,dflmx_k300_f1,7,d__dgs5_dgs5__lag038,-0.003559,247.866033
baseline_tdc_lp_liquidity_decomposition,300,dflmx_k300_f1,8,d__dgs5_dgs5__lag045,-0.003559,247.866033
baseline_tdc_lp_liquidity_decomposition,300,dflmx_k300_f1,9,d__dgs5_dgs5__lag032,-0.003558,247.866033
