artifact_id,artifact_kind,release_channel,job_id,display_spec,title,slot_label,subtitle,caption,primary_path,html_path,secondary_path,manifest_path,source_estimates_path,status
appendix_table_1,table,appendix,baseline_tdc_lp_credit_spreads,supporting_table,Credit-spread responses to the baseline TDC estimate estimates,Appendix Table 1,Local projection | Appendix supporting design | 1946Q4 to 2026Q2 | 3 outcomes | 86-93 obs,"Coefficient table for BAA-AAA spread, Investment-grade OAS, High-yield OAS in response to Baseline TDC estimate. Reported horizons are 0, 1, 2, 4, 8 with the corresponding standard errors and confidence intervals.",output/artifacts/appendix/appendix_table_1/appendix_table_1.md,output/artifacts/appendix/appendix_table_1/appendix_table_1.html,output/artifacts/appendix/appendix_table_1/appendix_table_1.csv,output/artifacts/appendix/appendix_table_1/artifact_manifest.json,output/models/baseline_tdc_lp_credit_spreads__robustness_k100_estimates.csv,rendered
appendix_table_2,table,appendix,tdc_state_dep_low_reserves,supporting_table,State dependence under low-reserve conditions estimates,Appendix Table 2,Local projection | Appendix supporting design | 1946Q4 to 2026Q2 | 3 outcomes | 69-73 obs,"Coefficient table for Matched total deposits, M2, Repo spread in response to Baseline TDC estimate. Reported horizons are 0, 1, 2, 4 with the corresponding standard errors and confidence intervals.",output/artifacts/appendix/appendix_table_2/appendix_table_2.md,output/artifacts/appendix/appendix_table_2/appendix_table_2.html,output/artifacts/appendix/appendix_table_2/appendix_table_2.csv,output/artifacts/appendix/appendix_table_2/artifact_manifest.json,output/models/tdc_state_dep_low_reserves__robustness_k200_estimates.csv,rendered
main_figure_1,figure,main_text,baseline_tdc_lp_deposits,impulse_response_grid,Deposit responses to the baseline TDC estimate,Main Figure 1,Local projection | Committed headline design | 1946Q4 to 2026Q2 | 3 outcomes | 85-93 obs,"Impulse responses for Matched total deposits, Other component (q/q), M2 to Baseline TDC estimate. Points are local-projection estimates and whiskers show 95% confidence intervals over horizons 0, 1, 2, 4, 8.",output/artifacts/main_text/main_figure_1/main_figure_1.svg,output/artifacts/main_text/main_figure_1/main_figure_1.html,,output/artifacts/main_text/main_figure_1/artifact_manifest.json,output/models/baseline_tdc_lp_deposits__robustness_k200_estimates.csv,rendered
main_table_1,table,main_text,baseline_tdc_lp_deposits,coefficient_table,Deposit responses to the baseline TDC estimate coefficient table,Main Table 1,Local projection | Committed headline design | 1946Q4 to 2026Q2 | 3 outcomes | 85-93 obs,"Coefficient table for Matched total deposits, Other component (q/q), M2 in response to Baseline TDC estimate. Reported horizons are 0, 1, 2, 4, 8 with the corresponding standard errors and confidence intervals.",output/artifacts/main_text/main_table_1/main_table_1.md,output/artifacts/main_text/main_table_1/main_table_1.html,output/artifacts/main_text/main_table_1/main_table_1.csv,output/artifacts/main_text/main_table_1/artifact_manifest.json,output/models/baseline_tdc_lp_deposits__robustness_k200_estimates.csv,rendered
