feature_id,base_series,frequency,lag,source_file,nonmissing_quarters,coverage_share
q__bogz1fr343061113q_fed_gov_dcf_retirement_ts_reval__lag007,bogz1fr343061113q_fed_gov_dcf_retirement_ts_reval,q,7,FRED_BOGZ1FR343061113Q_Fed_Gov_DCF_Retirement_ts_reval.csv,311,0.974922
q__bogz1fr343061113q_fed_gov_dcf_retirement_ts_reval__lag008,bogz1fr343061113q_fed_gov_dcf_retirement_ts_reval,q,8,FRED_BOGZ1FR343061113Q_Fed_Gov_DCF_Retirement_ts_reval.csv,310,0.971787
q__bogz1fr343061123q_fed_gov_dcg_retirement_ts_reval__lag001,bogz1fr343061123q_fed_gov_dcg_retirement_ts_reval,q,1,FRED_BOGZ1FR343061123Q_Fed_Gov_DCG_Retirement_ts_reval.csv,317,0.99373
q__bogz1fr343061123q_fed_gov_dcg_retirement_ts_reval__lag002,bogz1fr343061123q_fed_gov_dcg_retirement_ts_reval,q,2,FRED_BOGZ1FR343061123Q_Fed_Gov_DCG_Retirement_ts_reval.csv,316,0.990596
q__bogz1fr343061123q_fed_gov_dcg_retirement_ts_reval__lag003,bogz1fr343061123q_fed_gov_dcg_retirement_ts_reval,q,3,FRED_BOGZ1FR343061123Q_Fed_Gov_DCG_Retirement_ts_reval.csv,315,0.987461
q__bogz1fr343061123q_fed_gov_dcg_retirement_ts_reval__lag004,bogz1fr343061123q_fed_gov_dcg_retirement_ts_reval,q,4,FRED_BOGZ1FR343061123Q_Fed_Gov_DCG_Retirement_ts_reval.csv,314,0.984326
q__bogz1fr343061123q_fed_gov_dcg_retirement_ts_reval__lag005,bogz1fr343061123q_fed_gov_dcg_retirement_ts_reval,q,5,FRED_BOGZ1FR343061123Q_Fed_Gov_DCG_Retirement_ts_reval.csv,313,0.981191
q__bogz1fr343061123q_fed_gov_dcg_retirement_ts_reval__lag006,bogz1fr343061123q_fed_gov_dcg_retirement_ts_reval,q,6,FRED_BOGZ1FR343061123Q_Fed_Gov_DCG_Retirement_ts_reval.csv,312,0.978056
q__bogz1fr343061123q_fed_gov_dcg_retirement_ts_reval__lag007,bogz1fr343061123q_fed_gov_dcg_retirement_ts_reval,q,7,FRED_BOGZ1FR343061123Q_Fed_Gov_DCG_Retirement_ts_reval.csv,311,0.974922
q__bogz1fr343061123q_fed_gov_dcg_retirement_ts_reval__lag008,bogz1fr343061123q_fed_gov_dcg_retirement_ts_reval,q,8,FRED_BOGZ1FR343061123Q_Fed_Gov_DCG_Retirement_ts_reval.csv,310,0.971787
q__bogz1fr343061165q_fed_gov_db_retirement_ts_reval__lag001,bogz1fr343061165q_fed_gov_db_retirement_ts_reval,q,1,FRED_BOGZ1FR343061165Q_Fed_Gov_DB_Retirement_ts_reval.csv,317,0.99373
q__bogz1fr343061165q_fed_gov_db_retirement_ts_reval__lag002,bogz1fr343061165q_fed_gov_db_retirement_ts_reval,q,2,FRED_BOGZ1FR343061165Q_Fed_Gov_DB_Retirement_ts_reval.csv,316,0.990596
q__bogz1fr343061165q_fed_gov_db_retirement_ts_reval__lag003,bogz1fr343061165q_fed_gov_db_retirement_ts_reval,q,3,FRED_BOGZ1FR343061165Q_Fed_Gov_DB_Retirement_ts_reval.csv,315,0.987461
q__bogz1fr343061165q_fed_gov_db_retirement_ts_reval__lag004,bogz1fr343061165q_fed_gov_db_retirement_ts_reval,q,4,FRED_BOGZ1FR343061165Q_Fed_Gov_DB_Retirement_ts_reval.csv,314,0.984326
q__bogz1fr343061165q_fed_gov_db_retirement_ts_reval__lag005,bogz1fr343061165q_fed_gov_db_retirement_ts_reval,q,5,FRED_BOGZ1FR343061165Q_Fed_Gov_DB_Retirement_ts_reval.csv,313,0.981191
q__bogz1fr343061165q_fed_gov_db_retirement_ts_reval__lag006,bogz1fr343061165q_fed_gov_db_retirement_ts_reval,q,6,FRED_BOGZ1FR343061165Q_Fed_Gov_DB_Retirement_ts_reval.csv,312,0.978056
q__bogz1fr343061165q_fed_gov_db_retirement_ts_reval__lag007,bogz1fr343061165q_fed_gov_db_retirement_ts_reval,q,7,FRED_BOGZ1FR343061165Q_Fed_Gov_DB_Retirement_ts_reval.csv,311,0.974922
q__bogz1fr343061165q_fed_gov_db_retirement_ts_reval__lag008,bogz1fr343061165q_fed_gov_db_retirement_ts_reval,q,8,FRED_BOGZ1FR343061165Q_Fed_Gov_DB_Retirement_ts_reval.csv,310,0.971787
q__bogz1fr383061105q_dom_nonfin_sector_tsy_reval__lag001,bogz1fr383061105q_dom_nonfin_sector_tsy_reval,q,1,FRED_BOGZ1FR383061105Q_dom_nonfin_sector_tsy_reval.csv,317,0.99373
q__bogz1fr383061105q_dom_nonfin_sector_tsy_reval__lag002,bogz1fr383061105q_dom_nonfin_sector_tsy_reval,q,2,FRED_BOGZ1FR383061105Q_dom_nonfin_sector_tsy_reval.csv,316,0.990596
q__bogz1fr383061105q_dom_nonfin_sector_tsy_reval__lag003,bogz1fr383061105q_dom_nonfin_sector_tsy_reval,q,3,FRED_BOGZ1FR383061105Q_dom_nonfin_sector_tsy_reval.csv,315,0.987461
q__bogz1fr383061105q_dom_nonfin_sector_tsy_reval__lag004,bogz1fr383061105q_dom_nonfin_sector_tsy_reval,q,4,FRED_BOGZ1FR383061105Q_dom_nonfin_sector_tsy_reval.csv,314,0.984326
q__bogz1fr383061105q_dom_nonfin_sector_tsy_reval__lag005,bogz1fr383061105q_dom_nonfin_sector_tsy_reval,q,5,FRED_BOGZ1FR383061105Q_dom_nonfin_sector_tsy_reval.csv,313,0.981191
q__bogz1fr383061105q_dom_nonfin_sector_tsy_reval__lag006,bogz1fr383061105q_dom_nonfin_sector_tsy_reval,q,6,FRED_BOGZ1FR383061105Q_dom_nonfin_sector_tsy_reval.csv,312,0.978056
q__bogz1fr383061105q_dom_nonfin_sector_tsy_reval__lag007,bogz1fr383061105q_dom_nonfin_sector_tsy_reval,q,7,FRED_BOGZ1FR383061105Q_dom_nonfin_sector_tsy_reval.csv,311,0.974922
q__bogz1fr383061105q_dom_nonfin_sector_tsy_reval__lag008,bogz1fr383061105q_dom_nonfin_sector_tsy_reval,q,8,FRED_BOGZ1FR383061105Q_dom_nonfin_sector_tsy_reval.csv,310,0.971787
q__bogz1fr403061105q_gses_ts_reval__lag001,bogz1fr403061105q_gses_ts_reval,q,1,FRED_BOGZ1FR403061105Q_GSEs_ts_reval.csv,317,0.99373
q__bogz1fr403061105q_gses_ts_reval__lag002,bogz1fr403061105q_gses_ts_reval,q,2,FRED_BOGZ1FR403061105Q_GSEs_ts_reval.csv,316,0.990596
q__bogz1fr403061105q_gses_ts_reval__lag003,bogz1fr403061105q_gses_ts_reval,q,3,FRED_BOGZ1FR403061105Q_GSEs_ts_reval.csv,315,0.987461
q__bogz1fr403061105q_gses_ts_reval__lag004,bogz1fr403061105q_gses_ts_reval,q,4,FRED_BOGZ1FR403061105Q_GSEs_ts_reval.csv,314,0.984326
q__bogz1fr403061105q_gses_ts_reval__lag005,bogz1fr403061105q_gses_ts_reval,q,5,FRED_BOGZ1FR403061105Q_GSEs_ts_reval.csv,313,0.981191
q__bogz1fr403061105q_gses_ts_reval__lag006,bogz1fr403061105q_gses_ts_reval,q,6,FRED_BOGZ1FR403061105Q_GSEs_ts_reval.csv,312,0.978056
q__bogz1fr403061105q_gses_ts_reval__lag007,bogz1fr403061105q_gses_ts_reval,q,7,FRED_BOGZ1FR403061105Q_GSEs_ts_reval.csv,311,0.974922
q__bogz1fr403061105q_gses_ts_reval__lag008,bogz1fr403061105q_gses_ts_reval,q,8,FRED_BOGZ1FR403061105Q_GSEs_ts_reval.csv,310,0.971787
q__bogz1fr473061105q_credit_unions_ts_reval__lag001,bogz1fr473061105q_credit_unions_ts_reval,q,1,FRED_BOGZ1FR473061105Q_Credit_Unions_ts_reval.csv,317,0.99373
q__bogz1fr473061105q_credit_unions_ts_reval__lag002,bogz1fr473061105q_credit_unions_ts_reval,q,2,FRED_BOGZ1FR473061105Q_Credit_Unions_ts_reval.csv,316,0.990596
q__bogz1fr473061105q_credit_unions_ts_reval__lag003,bogz1fr473061105q_credit_unions_ts_reval,q,3,FRED_BOGZ1FR473061105Q_Credit_Unions_ts_reval.csv,315,0.987461
q__bogz1fr473061105q_credit_unions_ts_reval__lag004,bogz1fr473061105q_credit_unions_ts_reval,q,4,FRED_BOGZ1FR473061105Q_Credit_Unions_ts_reval.csv,314,0.984326
q__bogz1fr473061105q_credit_unions_ts_reval__lag005,bogz1fr473061105q_credit_unions_ts_reval,q,5,FRED_BOGZ1FR473061105Q_Credit_Unions_ts_reval.csv,313,0.981191
q__bogz1fr473061105q_credit_unions_ts_reval__lag006,bogz1fr473061105q_credit_unions_ts_reval,q,6,FRED_BOGZ1FR473061105Q_Credit_Unions_ts_reval.csv,312,0.978056
q__bogz1fr473061105q_credit_unions_ts_reval__lag007,bogz1fr473061105q_credit_unions_ts_reval,q,7,FRED_BOGZ1FR473061105Q_Credit_Unions_ts_reval.csv,311,0.974922
q__bogz1fr473061105q_credit_unions_ts_reval__lag008,bogz1fr473061105q_credit_unions_ts_reval,q,8,FRED_BOGZ1FR473061105Q_Credit_Unions_ts_reval.csv,310,0.971787
q__bogz1fr503061123q_ccps_ts_reval__lag001,bogz1fr503061123q_ccps_ts_reval,q,1,FRED_BOGZ1FR503061123Q_CCPs_ts_reval.csv,317,0.99373
q__bogz1fr503061123q_ccps_ts_reval__lag002,bogz1fr503061123q_ccps_ts_reval,q,2,FRED_BOGZ1FR503061123Q_CCPs_ts_reval.csv,316,0.990596
q__bogz1fr503061123q_ccps_ts_reval__lag003,bogz1fr503061123q_ccps_ts_reval,q,3,FRED_BOGZ1FR503061123Q_CCPs_ts_reval.csv,315,0.987461
q__bogz1fr503061123q_ccps_ts_reval__lag004,bogz1fr503061123q_ccps_ts_reval,q,4,FRED_BOGZ1FR503061123Q_CCPs_ts_reval.csv,314,0.984326
q__bogz1fr503061123q_ccps_ts_reval__lag005,bogz1fr503061123q_ccps_ts_reval,q,5,FRED_BOGZ1FR503061123Q_CCPs_ts_reval.csv,313,0.981191
q__bogz1fr503061123q_ccps_ts_reval__lag006,bogz1fr503061123q_ccps_ts_reval,q,6,FRED_BOGZ1FR503061123Q_CCPs_ts_reval.csv,312,0.978056
q__bogz1fr503061123q_ccps_ts_reval__lag007,bogz1fr503061123q_ccps_ts_reval,q,7,FRED_BOGZ1FR503061123Q_CCPs_ts_reval.csv,311,0.974922
q__bogz1fr503061123q_ccps_ts_reval__lag008,bogz1fr503061123q_ccps_ts_reval,q,8,FRED_BOGZ1FR503061123Q_CCPs_ts_reval.csv,310,0.971787
q__bogz1fr513061105q_pc_insurance_ts_reval__lag001,bogz1fr513061105q_pc_insurance_ts_reval,q,1,FRED_BOGZ1FR513061105Q_PC_Insurance_ts_reval.csv,317,0.99373
q__bogz1fr513061105q_pc_insurance_ts_reval__lag002,bogz1fr513061105q_pc_insurance_ts_reval,q,2,FRED_BOGZ1FR513061105Q_PC_Insurance_ts_reval.csv,316,0.990596
q__bogz1fr513061105q_pc_insurance_ts_reval__lag003,bogz1fr513061105q_pc_insurance_ts_reval,q,3,FRED_BOGZ1FR513061105Q_PC_Insurance_ts_reval.csv,315,0.987461
q__bogz1fr513061105q_pc_insurance_ts_reval__lag004,bogz1fr513061105q_pc_insurance_ts_reval,q,4,FRED_BOGZ1FR513061105Q_PC_Insurance_ts_reval.csv,314,0.984326
q__bogz1fr513061105q_pc_insurance_ts_reval__lag005,bogz1fr513061105q_pc_insurance_ts_reval,q,5,FRED_BOGZ1FR513061105Q_PC_Insurance_ts_reval.csv,313,0.981191
q__bogz1fr513061105q_pc_insurance_ts_reval__lag006,bogz1fr513061105q_pc_insurance_ts_reval,q,6,FRED_BOGZ1FR513061105Q_PC_Insurance_ts_reval.csv,312,0.978056
q__bogz1fr513061105q_pc_insurance_ts_reval__lag007,bogz1fr513061105q_pc_insurance_ts_reval,q,7,FRED_BOGZ1FR513061105Q_PC_Insurance_ts_reval.csv,311,0.974922
q__bogz1fr513061105q_pc_insurance_ts_reval__lag008,bogz1fr513061105q_pc_insurance_ts_reval,q,8,FRED_BOGZ1FR513061105Q_PC_Insurance_ts_reval.csv,310,0.971787
q__bogz1fr513061115q_pci_bills_reval__lag001,bogz1fr513061115q_pci_bills_reval,q,1,FRED_BOGZ1FR513061115Q_pci_bills_reval.csv,317,0.99373
q__bogz1fr513061115q_pci_bills_reval__lag002,bogz1fr513061115q_pci_bills_reval,q,2,FRED_BOGZ1FR513061115Q_pci_bills_reval.csv,316,0.990596
q__bogz1fr513061115q_pci_bills_reval__lag003,bogz1fr513061115q_pci_bills_reval,q,3,FRED_BOGZ1FR513061115Q_pci_bills_reval.csv,315,0.987461
q__bogz1fr513061115q_pci_bills_reval__lag004,bogz1fr513061115q_pci_bills_reval,q,4,FRED_BOGZ1FR513061115Q_pci_bills_reval.csv,314,0.984326
q__bogz1fr513061115q_pci_bills_reval__lag005,bogz1fr513061115q_pci_bills_reval,q,5,FRED_BOGZ1FR513061115Q_pci_bills_reval.csv,313,0.981191
q__bogz1fr513061115q_pci_bills_reval__lag006,bogz1fr513061115q_pci_bills_reval,q,6,FRED_BOGZ1FR513061115Q_pci_bills_reval.csv,312,0.978056
q__bogz1fr513061115q_pci_bills_reval__lag007,bogz1fr513061115q_pci_bills_reval,q,7,FRED_BOGZ1FR513061115Q_pci_bills_reval.csv,311,0.974922
q__bogz1fr513061115q_pci_bills_reval__lag008,bogz1fr513061115q_pci_bills_reval,q,8,FRED_BOGZ1FR513061115Q_pci_bills_reval.csv,310,0.971787
q__bogz1fr543061175q_life_insurance_ts_reval__lag001,bogz1fr543061175q_life_insurance_ts_reval,q,1,FRED_BOGZ1FR543061175Q_Life_Insurance_ts_reval.csv,317,0.99373
q__bogz1fr543061175q_life_insurance_ts_reval__lag002,bogz1fr543061175q_life_insurance_ts_reval,q,2,FRED_BOGZ1FR543061175Q_Life_Insurance_ts_reval.csv,316,0.990596
q__bogz1fr543061175q_life_insurance_ts_reval__lag003,bogz1fr543061175q_life_insurance_ts_reval,q,3,FRED_BOGZ1FR543061175Q_Life_Insurance_ts_reval.csv,315,0.987461
q__bogz1fr543061175q_life_insurance_ts_reval__lag004,bogz1fr543061175q_life_insurance_ts_reval,q,4,FRED_BOGZ1FR543061175Q_Life_Insurance_ts_reval.csv,314,0.984326
q__bogz1fr543061175q_life_insurance_ts_reval__lag005,bogz1fr543061175q_life_insurance_ts_reval,q,5,FRED_BOGZ1FR543061175Q_Life_Insurance_ts_reval.csv,313,0.981191
q__bogz1fr543061175q_life_insurance_ts_reval__lag006,bogz1fr543061175q_life_insurance_ts_reval,q,6,FRED_BOGZ1FR543061175Q_Life_Insurance_ts_reval.csv,312,0.978056
q__bogz1fr543061175q_life_insurance_ts_reval__lag007,bogz1fr543061175q_life_insurance_ts_reval,q,7,FRED_BOGZ1FR543061175Q_Life_Insurance_ts_reval.csv,311,0.974922
q__bogz1fr543061175q_life_insurance_ts_reval__lag008,bogz1fr543061175q_life_insurance_ts_reval,q,8,FRED_BOGZ1FR543061175Q_Life_Insurance_ts_reval.csv,310,0.971787
q__bogz1fr543461113q_li_bills_reval__lag001,bogz1fr543461113q_li_bills_reval,q,1,FRED_BOGZ1FR543461113Q_li_bills_reval.csv,317,0.99373
q__bogz1fr543461113q_li_bills_reval__lag002,bogz1fr543461113q_li_bills_reval,q,2,FRED_BOGZ1FR543461113Q_li_bills_reval.csv,316,0.990596
q__bogz1fr543461113q_li_bills_reval__lag003,bogz1fr543461113q_li_bills_reval,q,3,FRED_BOGZ1FR543461113Q_li_bills_reval.csv,315,0.987461
q__bogz1fr543461113q_li_bills_reval__lag004,bogz1fr543461113q_li_bills_reval,q,4,FRED_BOGZ1FR543461113Q_li_bills_reval.csv,314,0.984326
q__bogz1fr543461113q_li_bills_reval__lag005,bogz1fr543461113q_li_bills_reval,q,5,FRED_BOGZ1FR543461113Q_li_bills_reval.csv,313,0.981191
q__bogz1fr543461113q_li_bills_reval__lag006,bogz1fr543461113q_li_bills_reval,q,6,FRED_BOGZ1FR543461113Q_li_bills_reval.csv,312,0.978056
q__bogz1fr543461113q_li_bills_reval__lag007,bogz1fr543461113q_li_bills_reval,q,7,FRED_BOGZ1FR543461113Q_li_bills_reval.csv,311,0.974922
q__bogz1fr543461113q_li_bills_reval__lag008,bogz1fr543461113q_li_bills_reval,q,8,FRED_BOGZ1FR543461113Q_li_bills_reval.csv,310,0.971787
q__bogz1fr553061103q_closed_end_funds_ts_reval__lag001,bogz1fr553061103q_closed_end_funds_ts_reval,q,1,FRED_BOGZ1FR553061103Q_Closed_End_Funds_ts_reval.csv,317,0.99373
q__bogz1fr553061103q_closed_end_funds_ts_reval__lag002,bogz1fr553061103q_closed_end_funds_ts_reval,q,2,FRED_BOGZ1FR553061103Q_Closed_End_Funds_ts_reval.csv,316,0.990596
q__bogz1fr553061103q_closed_end_funds_ts_reval__lag003,bogz1fr553061103q_closed_end_funds_ts_reval,q,3,FRED_BOGZ1FR553061103Q_Closed_End_Funds_ts_reval.csv,315,0.987461
q__bogz1fr553061103q_closed_end_funds_ts_reval__lag004,bogz1fr553061103q_closed_end_funds_ts_reval,q,4,FRED_BOGZ1FR553061103Q_Closed_End_Funds_ts_reval.csv,314,0.984326
q__bogz1fr553061103q_closed_end_funds_ts_reval__lag005,bogz1fr553061103q_closed_end_funds_ts_reval,q,5,FRED_BOGZ1FR553061103Q_Closed_End_Funds_ts_reval.csv,313,0.981191
q__bogz1fr553061103q_closed_end_funds_ts_reval__lag006,bogz1fr553061103q_closed_end_funds_ts_reval,q,6,FRED_BOGZ1FR553061103Q_Closed_End_Funds_ts_reval.csv,312,0.978056
q__bogz1fr553061103q_closed_end_funds_ts_reval__lag007,bogz1fr553061103q_closed_end_funds_ts_reval,q,7,FRED_BOGZ1FR553061103Q_Closed_End_Funds_ts_reval.csv,311,0.974922
q__bogz1fr553061103q_closed_end_funds_ts_reval__lag008,bogz1fr553061103q_closed_end_funds_ts_reval,q,8,FRED_BOGZ1FR553061103Q_Closed_End_Funds_ts_reval.csv,310,0.971787
q__bogz1fr563061103q_etfs_ts_reval__lag001,bogz1fr563061103q_etfs_ts_reval,q,1,FRED_BOGZ1FR563061103Q_ETFs_ts_reval.csv,317,0.99373
q__bogz1fr563061103q_etfs_ts_reval__lag002,bogz1fr563061103q_etfs_ts_reval,q,2,FRED_BOGZ1FR563061103Q_ETFs_ts_reval.csv,316,0.990596
q__bogz1fr563061103q_etfs_ts_reval__lag003,bogz1fr563061103q_etfs_ts_reval,q,3,FRED_BOGZ1FR563061103Q_ETFs_ts_reval.csv,315,0.987461
q__bogz1fr563061103q_etfs_ts_reval__lag004,bogz1fr563061103q_etfs_ts_reval,q,4,FRED_BOGZ1FR563061103Q_ETFs_ts_reval.csv,314,0.984326
q__bogz1fr563061103q_etfs_ts_reval__lag005,bogz1fr563061103q_etfs_ts_reval,q,5,FRED_BOGZ1FR563061103Q_ETFs_ts_reval.csv,313,0.981191
q__bogz1fr563061103q_etfs_ts_reval__lag006,bogz1fr563061103q_etfs_ts_reval,q,6,FRED_BOGZ1FR563061103Q_ETFs_ts_reval.csv,312,0.978056
q__bogz1fr563061103q_etfs_ts_reval__lag007,bogz1fr563061103q_etfs_ts_reval,q,7,FRED_BOGZ1FR563061103Q_ETFs_ts_reval.csv,311,0.974922
q__bogz1fr563061103q_etfs_ts_reval__lag008,bogz1fr563061103q_etfs_ts_reval,q,8,FRED_BOGZ1FR563061103Q_ETFs_ts_reval.csv,310,0.971787
q__bogz1fr573061105q_private_pension_ts_reval__lag001,bogz1fr573061105q_private_pension_ts_reval,q,1,FRED_BOGZ1FR573061105Q_Private_Pension_ts_reval.csv,317,0.99373
q__bogz1fr573061105q_private_pension_ts_reval__lag002,bogz1fr573061105q_private_pension_ts_reval,q,2,FRED_BOGZ1FR573061105Q_Private_Pension_ts_reval.csv,316,0.990596
q__bogz1fr573061105q_private_pension_ts_reval__lag003,bogz1fr573061105q_private_pension_ts_reval,q,3,FRED_BOGZ1FR573061105Q_Private_Pension_ts_reval.csv,315,0.987461
q__bogz1fr573061105q_private_pension_ts_reval__lag004,bogz1fr573061105q_private_pension_ts_reval,q,4,FRED_BOGZ1FR573061105Q_Private_Pension_ts_reval.csv,314,0.984326
q__bogz1fr573061105q_private_pension_ts_reval__lag005,bogz1fr573061105q_private_pension_ts_reval,q,5,FRED_BOGZ1FR573061105Q_Private_Pension_ts_reval.csv,313,0.981191
q__bogz1fr573061105q_private_pension_ts_reval__lag006,bogz1fr573061105q_private_pension_ts_reval,q,6,FRED_BOGZ1FR573061105Q_Private_Pension_ts_reval.csv,312,0.978056
q__bogz1fr573061105q_private_pension_ts_reval__lag007,bogz1fr573061105q_private_pension_ts_reval,q,7,FRED_BOGZ1FR573061105Q_Private_Pension_ts_reval.csv,311,0.974922
q__bogz1fr573061105q_private_pension_ts_reval__lag008,bogz1fr573061105q_private_pension_ts_reval,q,8,FRED_BOGZ1FR573061105Q_Private_Pension_ts_reval.csv,310,0.971787
q__bogz1fr573061133q_private_dc_pension_ts_reval__lag001,bogz1fr573061133q_private_dc_pension_ts_reval,q,1,FRED_BOGZ1FR573061133Q_Private_DC_Pension_ts_reval.csv,317,0.99373
q__bogz1fr573061133q_private_dc_pension_ts_reval__lag002,bogz1fr573061133q_private_dc_pension_ts_reval,q,2,FRED_BOGZ1FR573061133Q_Private_DC_Pension_ts_reval.csv,316,0.990596
q__bogz1fr573061133q_private_dc_pension_ts_reval__lag003,bogz1fr573061133q_private_dc_pension_ts_reval,q,3,FRED_BOGZ1FR573061133Q_Private_DC_Pension_ts_reval.csv,315,0.987461
q__bogz1fr573061133q_private_dc_pension_ts_reval__lag004,bogz1fr573061133q_private_dc_pension_ts_reval,q,4,FRED_BOGZ1FR573061133Q_Private_DC_Pension_ts_reval.csv,314,0.984326
q__bogz1fr573061133q_private_dc_pension_ts_reval__lag005,bogz1fr573061133q_private_dc_pension_ts_reval,q,5,FRED_BOGZ1FR573061133Q_Private_DC_Pension_ts_reval.csv,313,0.981191
q__bogz1fr573061133q_private_dc_pension_ts_reval__lag006,bogz1fr573061133q_private_dc_pension_ts_reval,q,6,FRED_BOGZ1FR573061133Q_Private_DC_Pension_ts_reval.csv,312,0.978056
q__bogz1fr573061133q_private_dc_pension_ts_reval__lag007,bogz1fr573061133q_private_dc_pension_ts_reval,q,7,FRED_BOGZ1FR573061133Q_Private_DC_Pension_ts_reval.csv,311,0.974922
q__bogz1fr573061133q_private_dc_pension_ts_reval__lag008,bogz1fr573061133q_private_dc_pension_ts_reval,q,8,FRED_BOGZ1FR573061133Q_Private_DC_Pension_ts_reval.csv,310,0.971787
q__bogz1fr573061143q_private_db_pension_ts_reval__lag001,bogz1fr573061143q_private_db_pension_ts_reval,q,1,FRED_BOGZ1FR573061143Q_Private_DB_Pension_ts_reval.csv,317,0.99373
q__bogz1fr573061143q_private_db_pension_ts_reval__lag002,bogz1fr573061143q_private_db_pension_ts_reval,q,2,FRED_BOGZ1FR573061143Q_Private_DB_Pension_ts_reval.csv,316,0.990596
q__bogz1fr573061143q_private_db_pension_ts_reval__lag003,bogz1fr573061143q_private_db_pension_ts_reval,q,3,FRED_BOGZ1FR573061143Q_Private_DB_Pension_ts_reval.csv,315,0.987461
q__bogz1fr573061143q_private_db_pension_ts_reval__lag004,bogz1fr573061143q_private_db_pension_ts_reval,q,4,FRED_BOGZ1FR573061143Q_Private_DB_Pension_ts_reval.csv,314,0.984326
q__bogz1fr573061143q_private_db_pension_ts_reval__lag005,bogz1fr573061143q_private_db_pension_ts_reval,q,5,FRED_BOGZ1FR573061143Q_Private_DB_Pension_ts_reval.csv,313,0.981191
q__bogz1fr573061143q_private_db_pension_ts_reval__lag006,bogz1fr573061143q_private_db_pension_ts_reval,q,6,FRED_BOGZ1FR573061143Q_Private_DB_Pension_ts_reval.csv,312,0.978056
q__bogz1fr573061143q_private_db_pension_ts_reval__lag007,bogz1fr573061143q_private_db_pension_ts_reval,q,7,FRED_BOGZ1FR573061143Q_Private_DB_Pension_ts_reval.csv,311,0.974922
q__bogz1fr573061143q_private_db_pension_ts_reval__lag008,bogz1fr573061143q_private_db_pension_ts_reval,q,8,FRED_BOGZ1FR573061143Q_Private_DB_Pension_ts_reval.csv,310,0.971787
q__bogz1fr593061105q_pension_ts_reval__lag001,bogz1fr593061105q_pension_ts_reval,q,1,FRED_BOGZ1FR593061105Q_pension_ts_reval.csv,317,0.99373
q__bogz1fr593061105q_pension_ts_reval__lag002,bogz1fr593061105q_pension_ts_reval,q,2,FRED_BOGZ1FR593061105Q_pension_ts_reval.csv,316,0.990596
q__bogz1fr593061105q_pension_ts_reval__lag003,bogz1fr593061105q_pension_ts_reval,q,3,FRED_BOGZ1FR593061105Q_pension_ts_reval.csv,315,0.987461
q__bogz1fr593061105q_pension_ts_reval__lag004,bogz1fr593061105q_pension_ts_reval,q,4,FRED_BOGZ1FR593061105Q_pension_ts_reval.csv,314,0.984326
q__bogz1fr593061105q_pension_ts_reval__lag005,bogz1fr593061105q_pension_ts_reval,q,5,FRED_BOGZ1FR593061105Q_pension_ts_reval.csv,313,0.981191
q__bogz1fr593061105q_pension_ts_reval__lag006,bogz1fr593061105q_pension_ts_reval,q,6,FRED_BOGZ1FR593061105Q_pension_ts_reval.csv,312,0.978056
q__bogz1fr593061105q_pension_ts_reval__lag007,bogz1fr593061105q_pension_ts_reval,q,7,FRED_BOGZ1FR593061105Q_pension_ts_reval.csv,311,0.974922
q__bogz1fr593061105q_pension_ts_reval__lag008,bogz1fr593061105q_pension_ts_reval,q,8,FRED_BOGZ1FR593061105Q_pension_ts_reval.csv,310,0.971787
q__bogz1fr633061105q_money_market_funds_ts_reval__lag001,bogz1fr633061105q_money_market_funds_ts_reval,q,1,FRED_BOGZ1FR633061105Q_Money_Market_Funds_ts_reval.csv,317,0.99373
q__bogz1fr633061105q_money_market_funds_ts_reval__lag002,bogz1fr633061105q_money_market_funds_ts_reval,q,2,FRED_BOGZ1FR633061105Q_Money_Market_Funds_ts_reval.csv,316,0.990596
q__bogz1fr633061105q_money_market_funds_ts_reval__lag003,bogz1fr633061105q_money_market_funds_ts_reval,q,3,FRED_BOGZ1FR633061105Q_Money_Market_Funds_ts_reval.csv,315,0.987461
q__bogz1fr633061105q_money_market_funds_ts_reval__lag004,bogz1fr633061105q_money_market_funds_ts_reval,q,4,FRED_BOGZ1FR633061105Q_Money_Market_Funds_ts_reval.csv,314,0.984326
q__bogz1fr633061105q_money_market_funds_ts_reval__lag005,bogz1fr633061105q_money_market_funds_ts_reval,q,5,FRED_BOGZ1FR633061105Q_Money_Market_Funds_ts_reval.csv,313,0.981191
q__bogz1fr633061105q_money_market_funds_ts_reval__lag006,bogz1fr633061105q_money_market_funds_ts_reval,q,6,FRED_BOGZ1FR633061105Q_Money_Market_Funds_ts_reval.csv,312,0.978056
q__bogz1fr633061105q_money_market_funds_ts_reval__lag007,bogz1fr633061105q_money_market_funds_ts_reval,q,7,FRED_BOGZ1FR633061105Q_Money_Market_Funds_ts_reval.csv,311,0.974922
q__bogz1fr633061105q_money_market_funds_ts_reval__lag008,bogz1fr633061105q_money_market_funds_ts_reval,q,8,FRED_BOGZ1FR633061105Q_Money_Market_Funds_ts_reval.csv,310,0.971787
q__bogz1fr633061110q_mmf_bills_reval__lag001,bogz1fr633061110q_mmf_bills_reval,q,1,FRED_BOGZ1FR633061110Q_mmf_bills_reval.csv,317,0.99373
q__bogz1fr633061110q_mmf_bills_reval__lag002,bogz1fr633061110q_mmf_bills_reval,q,2,FRED_BOGZ1FR633061110Q_mmf_bills_reval.csv,316,0.990596
