feature_id,base_series,frequency,lag,source_file,nonmissing_quarters,coverage_share
q__fpi_invest_priv_fixed__lag001,fpi_invest_priv_fixed,q,1,FRED_FPI_invest_priv_fixed.csv,316,0.990596
q__fpi_invest_priv_fixed__lag002,fpi_invest_priv_fixed,q,2,FRED_FPI_invest_priv_fixed.csv,315,0.987461
q__fpi_invest_priv_fixed__lag003,fpi_invest_priv_fixed,q,3,FRED_FPI_invest_priv_fixed.csv,314,0.984326
q__fpi_invest_priv_fixed__lag004,fpi_invest_priv_fixed,q,4,FRED_FPI_invest_priv_fixed.csv,313,0.981191
q__fpi_invest_priv_fixed__lag005,fpi_invest_priv_fixed,q,5,FRED_FPI_invest_priv_fixed.csv,312,0.978056
q__fpi_invest_priv_fixed__lag006,fpi_invest_priv_fixed,q,6,FRED_FPI_invest_priv_fixed.csv,311,0.974922
q__fpi_invest_priv_fixed__lag007,fpi_invest_priv_fixed,q,7,FRED_FPI_invest_priv_fixed.csv,310,0.971787
q__fpi_invest_priv_fixed__lag008,fpi_invest_priv_fixed,q,8,FRED_FPI_invest_priv_fixed.csv,309,0.968652
q__gce_gce__lag001,gce_gce,q,1,FRED_GCE_GCE.csv,316,0.990596
q__gce_gce__lag002,gce_gce,q,2,FRED_GCE_GCE.csv,315,0.987461
q__gce_gce__lag003,gce_gce,q,3,FRED_GCE_GCE.csv,314,0.984326
q__gce_gce__lag004,gce_gce,q,4,FRED_GCE_GCE.csv,313,0.981191
q__gce_gce__lag005,gce_gce,q,5,FRED_GCE_GCE.csv,312,0.978056
q__gce_gce__lag006,gce_gce,q,6,FRED_GCE_GCE.csv,311,0.974922
q__gce_gce__lag007,gce_gce,q,7,FRED_GCE_GCE.csv,310,0.971787
q__gce_gce__lag008,gce_gce,q,8,FRED_GCE_GCE.csv,309,0.968652
q__gdpc1_real_gdp__lag001,gdpc1_real_gdp,q,1,FRED_GDPC1_Real_GDP.csv,316,0.990596
q__gdpc1_real_gdp__lag002,gdpc1_real_gdp,q,2,FRED_GDPC1_Real_GDP.csv,315,0.987461
q__gdpc1_real_gdp__lag003,gdpc1_real_gdp,q,3,FRED_GDPC1_Real_GDP.csv,314,0.984326
q__gdpc1_real_gdp__lag004,gdpc1_real_gdp,q,4,FRED_GDPC1_Real_GDP.csv,313,0.981191
q__gdpc1_real_gdp__lag005,gdpc1_real_gdp,q,5,FRED_GDPC1_Real_GDP.csv,312,0.978056
q__gdpc1_real_gdp__lag006,gdpc1_real_gdp,q,6,FRED_GDPC1_Real_GDP.csv,311,0.974922
q__gdpc1_real_gdp__lag007,gdpc1_real_gdp,q,7,FRED_GDPC1_Real_GDP.csv,310,0.971787
q__gdpc1_real_gdp__lag008,gdpc1_real_gdp,q,8,FRED_GDPC1_Real_GDP.csv,309,0.968652
q__gdp_gdp__lag001,gdp_gdp,q,1,FRED_GDP_GDP.csv,316,0.990596
q__gdp_gdp__lag002,gdp_gdp,q,2,FRED_GDP_GDP.csv,315,0.987461
q__gdp_gdp__lag003,gdp_gdp,q,3,FRED_GDP_GDP.csv,314,0.984326
q__gdp_gdp__lag004,gdp_gdp,q,4,FRED_GDP_GDP.csv,313,0.981191
q__gdp_gdp__lag005,gdp_gdp,q,5,FRED_GDP_GDP.csv,312,0.978056
q__gdp_gdp__lag006,gdp_gdp,q,6,FRED_GDP_GDP.csv,311,0.974922
q__gdp_gdp__lag007,gdp_gdp,q,7,FRED_GDP_GDP.csv,310,0.971787
q__gdp_gdp__lag008,gdp_gdp,q,8,FRED_GDP_GDP.csv,309,0.968652
q__gpdi_gpdi__lag001,gpdi_gpdi,q,1,FRED_GPDI_GPDI.csv,316,0.990596
q__gpdi_gpdi__lag002,gpdi_gpdi,q,2,FRED_GPDI_GPDI.csv,315,0.987461
q__gpdi_gpdi__lag003,gpdi_gpdi,q,3,FRED_GPDI_GPDI.csv,314,0.984326
q__gpdi_gpdi__lag004,gpdi_gpdi,q,4,FRED_GPDI_GPDI.csv,313,0.981191
q__gpdi_gpdi__lag005,gpdi_gpdi,q,5,FRED_GPDI_GPDI.csv,312,0.978056
q__gpdi_gpdi__lag006,gpdi_gpdi,q,6,FRED_GPDI_GPDI.csv,311,0.974922
q__gpdi_gpdi__lag007,gpdi_gpdi,q,7,FRED_GPDI_GPDI.csv,310,0.971787
q__gpdi_gpdi__lag008,gpdi_gpdi,q,8,FRED_GPDI_GPDI.csv,309,0.968652
q__gsave_gsave__lag001,gsave_gsave,q,1,FRED_GSAVE_GSAVE.csv,316,0.990596
q__gsave_gsave__lag002,gsave_gsave,q,2,FRED_GSAVE_GSAVE.csv,315,0.987461
q__gsave_gsave__lag003,gsave_gsave,q,3,FRED_GSAVE_GSAVE.csv,314,0.984326
q__gsave_gsave__lag004,gsave_gsave,q,4,FRED_GSAVE_GSAVE.csv,313,0.981191
q__gsave_gsave__lag005,gsave_gsave,q,5,FRED_GSAVE_GSAVE.csv,312,0.978056
q__gsave_gsave__lag006,gsave_gsave,q,6,FRED_GSAVE_GSAVE.csv,311,0.974922
q__gsave_gsave__lag007,gsave_gsave,q,7,FRED_GSAVE_GSAVE.csv,310,0.971787
q__gsave_gsave__lag008,gsave_gsave,q,8,FRED_GSAVE_GSAVE.csv,309,0.968652
q__hnotsbq027s_hhnp_tsy_tx__lag001,hnotsbq027s_hhnp_tsy_tx,q,1,FRED_HNOTSBQ027S_hhnp_tsy_tx.csv,317,0.99373
q__hnotsbq027s_hhnp_tsy_tx__lag002,hnotsbq027s_hhnp_tsy_tx,q,2,FRED_HNOTSBQ027S_hhnp_tsy_tx.csv,316,0.990596
q__hnotsbq027s_hhnp_tsy_tx__lag003,hnotsbq027s_hhnp_tsy_tx,q,3,FRED_HNOTSBQ027S_hhnp_tsy_tx.csv,315,0.987461
q__hnotsbq027s_hhnp_tsy_tx__lag004,hnotsbq027s_hhnp_tsy_tx,q,4,FRED_HNOTSBQ027S_hhnp_tsy_tx.csv,314,0.984326
q__hnotsbq027s_hhnp_tsy_tx__lag005,hnotsbq027s_hhnp_tsy_tx,q,5,FRED_HNOTSBQ027S_hhnp_tsy_tx.csv,313,0.981191
q__hnotsbq027s_hhnp_tsy_tx__lag006,hnotsbq027s_hhnp_tsy_tx,q,6,FRED_HNOTSBQ027S_hhnp_tsy_tx.csv,312,0.978056
q__hnotsbq027s_hhnp_tsy_tx__lag007,hnotsbq027s_hhnp_tsy_tx,q,7,FRED_HNOTSBQ027S_hhnp_tsy_tx.csv,311,0.974922
q__hnotsbq027s_hhnp_tsy_tx__lag008,hnotsbq027s_hhnp_tsy_tx,q,8,FRED_HNOTSBQ027S_hhnp_tsy_tx.csv,310,0.971787
m__houst_houst__lag001,houst_houst,m,1,FRED_HOUST_HOUST.csv,269,0.84326
m__houst_houst__lag002,houst_houst,m,2,FRED_HOUST_HOUST.csv,269,0.84326
m__houst_houst__lag003,houst_houst,m,3,FRED_HOUST_HOUST.csv,269,0.84326
m__houst_houst__lag004,houst_houst,m,4,FRED_HOUST_HOUST.csv,268,0.840125
m__houst_houst__lag005,houst_houst,m,5,FRED_HOUST_HOUST.csv,268,0.840125
m__houst_houst__lag006,houst_houst,m,6,FRED_HOUST_HOUST.csv,268,0.840125
m__houst_houst__lag007,houst_houst,m,7,FRED_HOUST_HOUST.csv,267,0.836991
m__houst_houst__lag008,houst_houst,m,8,FRED_HOUST_HOUST.csv,267,0.836991
m__houst_houst__lag009,houst_houst,m,9,FRED_HOUST_HOUST.csv,267,0.836991
m__houst_houst__lag010,houst_houst,m,10,FRED_HOUST_HOUST.csv,266,0.833856
m__houst_houst__lag011,houst_houst,m,11,FRED_HOUST_HOUST.csv,266,0.833856
m__houst_houst__lag012,houst_houst,m,12,FRED_HOUST_HOUST.csv,266,0.833856
m__hqmcb10yrp_hqm10y__lag001,hqmcb10yrp_hqm10y,m,1,FRED_HQMCB10YRP_hqm10y.csv,169,0.529781
m__hqmcb10yrp_hqm10y__lag002,hqmcb10yrp_hqm10y,m,2,FRED_HQMCB10YRP_hqm10y.csv,169,0.529781
m__hqmcb10yrp_hqm10y__lag003,hqmcb10yrp_hqm10y,m,3,FRED_HQMCB10YRP_hqm10y.csv,169,0.529781
m__hqmcb10yrp_hqm10y__lag004,hqmcb10yrp_hqm10y,m,4,FRED_HQMCB10YRP_hqm10y.csv,168,0.526646
m__hqmcb10yrp_hqm10y__lag005,hqmcb10yrp_hqm10y,m,5,FRED_HQMCB10YRP_hqm10y.csv,168,0.526646
m__hqmcb10yrp_hqm10y__lag006,hqmcb10yrp_hqm10y,m,6,FRED_HQMCB10YRP_hqm10y.csv,168,0.526646
m__hqmcb10yrp_hqm10y__lag007,hqmcb10yrp_hqm10y,m,7,FRED_HQMCB10YRP_hqm10y.csv,167,0.523511
m__hqmcb10yrp_hqm10y__lag008,hqmcb10yrp_hqm10y,m,8,FRED_HQMCB10YRP_hqm10y.csv,167,0.523511
m__hqmcb10yrp_hqm10y__lag009,hqmcb10yrp_hqm10y,m,9,FRED_HQMCB10YRP_hqm10y.csv,167,0.523511
m__hqmcb10yrp_hqm10y__lag010,hqmcb10yrp_hqm10y,m,10,FRED_HQMCB10YRP_hqm10y.csv,166,0.520376
m__hqmcb10yrp_hqm10y__lag011,hqmcb10yrp_hqm10y,m,11,FRED_HQMCB10YRP_hqm10y.csv,166,0.520376
m__hqmcb10yrp_hqm10y__lag012,hqmcb10yrp_hqm10y,m,12,FRED_HQMCB10YRP_hqm10y.csv,166,0.520376
q__iatashcbsnncb_nfcb_hc_inventories__lag001,iatashcbsnncb_nfcb_hc_inventories,q,1,FRED_IATASHCBSNNCB_nfcb_hc_inventories.csv,319,1.0
q__iatashcbsnncb_nfcb_hc_inventories__lag002,iatashcbsnncb_nfcb_hc_inventories,q,2,FRED_IATASHCBSNNCB_nfcb_hc_inventories.csv,319,1.0
q__iatashcbsnncb_nfcb_hc_inventories__lag003,iatashcbsnncb_nfcb_hc_inventories,q,3,FRED_IATASHCBSNNCB_nfcb_hc_inventories.csv,319,1.0
q__iatashcbsnncb_nfcb_hc_inventories__lag004,iatashcbsnncb_nfcb_hc_inventories,q,4,FRED_IATASHCBSNNCB_nfcb_hc_inventories.csv,318,0.996865
q__iatashcbsnncb_nfcb_hc_inventories__lag005,iatashcbsnncb_nfcb_hc_inventories,q,5,FRED_IATASHCBSNNCB_nfcb_hc_inventories.csv,317,0.99373
q__iatashcbsnncb_nfcb_hc_inventories__lag006,iatashcbsnncb_nfcb_hc_inventories,q,6,FRED_IATASHCBSNNCB_nfcb_hc_inventories.csv,316,0.990596
q__iatashcbsnncb_nfcb_hc_inventories__lag007,iatashcbsnncb_nfcb_hc_inventories,q,7,FRED_IATASHCBSNNCB_nfcb_hc_inventories.csv,315,0.987461
q__iatashcbsnncb_nfcb_hc_inventories__lag008,iatashcbsnncb_nfcb_hc_inventories,q,8,FRED_IATASHCBSNNCB_nfcb_hc_inventories.csv,314,0.984326
q__ib0000043q086sbea_imp_ind_pi__lag001,ib0000043q086sbea_imp_ind_pi,q,1,FRED_IB0000043Q086SBEA_IMP_IND_PI.csv,235,0.736677
q__ib0000043q086sbea_imp_ind_pi__lag002,ib0000043q086sbea_imp_ind_pi,q,2,FRED_IB0000043Q086SBEA_IMP_IND_PI.csv,234,0.733542
q__ib0000043q086sbea_imp_ind_pi__lag003,ib0000043q086sbea_imp_ind_pi,q,3,FRED_IB0000043Q086SBEA_IMP_IND_PI.csv,233,0.730408
q__ib0000043q086sbea_imp_ind_pi__lag004,ib0000043q086sbea_imp_ind_pi,q,4,FRED_IB0000043Q086SBEA_IMP_IND_PI.csv,232,0.727273
q__ib0000043q086sbea_imp_ind_pi__lag005,ib0000043q086sbea_imp_ind_pi,q,5,FRED_IB0000043Q086SBEA_IMP_IND_PI.csv,231,0.724138
q__ib0000043q086sbea_imp_ind_pi__lag006,ib0000043q086sbea_imp_ind_pi,q,6,FRED_IB0000043Q086SBEA_IMP_IND_PI.csv,230,0.721003
q__ib0000043q086sbea_imp_ind_pi__lag007,ib0000043q086sbea_imp_ind_pi,q,7,FRED_IB0000043Q086SBEA_IMP_IND_PI.csv,229,0.717868
q__ib0000043q086sbea_imp_ind_pi__lag008,ib0000043q086sbea_imp_ind_pi,q,8,FRED_IB0000043Q086SBEA_IMP_IND_PI.csv,228,0.714734
q__ieami_primaryincomepayments__lag001,ieami_primaryincomepayments,q,1,FRED_IEAMI_PrimaryIncomePayments.csv,108,0.338558
q__ieami_primaryincomepayments__lag002,ieami_primaryincomepayments,q,2,FRED_IEAMI_PrimaryIncomePayments.csv,107,0.335423
q__ieami_primaryincomepayments__lag003,ieami_primaryincomepayments,q,3,FRED_IEAMI_PrimaryIncomePayments.csv,106,0.332288
q__ieami_primaryincomepayments__lag004,ieami_primaryincomepayments,q,4,FRED_IEAMI_PrimaryIncomePayments.csv,105,0.329154
q__ieami_primaryincomepayments__lag005,ieami_primaryincomepayments,q,5,FRED_IEAMI_PrimaryIncomePayments.csv,104,0.326019
q__ieami_primaryincomepayments__lag006,ieami_primaryincomepayments,q,6,FRED_IEAMI_PrimaryIncomePayments.csv,103,0.322884
q__ieami_primaryincomepayments__lag007,ieami_primaryincomepayments,q,7,FRED_IEAMI_PrimaryIncomePayments.csv,102,0.319749
q__ieami_primaryincomepayments__lag008,ieami_primaryincomepayments,q,8,FRED_IEAMI_PrimaryIncomePayments.csv,101,0.316614
q__ieamsir_secondaryincomepayments__lag001,ieamsir_secondaryincomepayments,q,1,FRED_IEAMSIR_SecondaryIncomePayments.csv,108,0.338558
q__ieamsir_secondaryincomepayments__lag002,ieamsir_secondaryincomepayments,q,2,FRED_IEAMSIR_SecondaryIncomePayments.csv,107,0.335423
q__ieamsir_secondaryincomepayments__lag003,ieamsir_secondaryincomepayments,q,3,FRED_IEAMSIR_SecondaryIncomePayments.csv,106,0.332288
q__ieamsir_secondaryincomepayments__lag004,ieamsir_secondaryincomepayments,q,4,FRED_IEAMSIR_SecondaryIncomePayments.csv,105,0.329154
q__ieamsir_secondaryincomepayments__lag005,ieamsir_secondaryincomepayments,q,5,FRED_IEAMSIR_SecondaryIncomePayments.csv,104,0.326019
q__ieamsir_secondaryincomepayments__lag006,ieamsir_secondaryincomepayments,q,6,FRED_IEAMSIR_SecondaryIncomePayments.csv,103,0.322884
q__ieamsir_secondaryincomepayments__lag007,ieamsir_secondaryincomepayments,q,7,FRED_IEAMSIR_SecondaryIncomePayments.csv,102,0.319749
q__ieamsir_secondaryincomepayments__lag008,ieamsir_secondaryincomepayments,q,8,FRED_IEAMSIR_SecondaryIncomePayments.csv,101,0.316614
q__ieaxi_primaryincomereceipts__lag001,ieaxi_primaryincomereceipts,q,1,FRED_IEAXI_PrimaryIncomeReceipts.csv,108,0.338558
q__ieaxi_primaryincomereceipts__lag002,ieaxi_primaryincomereceipts,q,2,FRED_IEAXI_PrimaryIncomeReceipts.csv,107,0.335423
q__ieaxi_primaryincomereceipts__lag003,ieaxi_primaryincomereceipts,q,3,FRED_IEAXI_PrimaryIncomeReceipts.csv,106,0.332288
q__ieaxi_primaryincomereceipts__lag004,ieaxi_primaryincomereceipts,q,4,FRED_IEAXI_PrimaryIncomeReceipts.csv,105,0.329154
q__ieaxi_primaryincomereceipts__lag005,ieaxi_primaryincomereceipts,q,5,FRED_IEAXI_PrimaryIncomeReceipts.csv,104,0.326019
q__ieaxi_primaryincomereceipts__lag006,ieaxi_primaryincomereceipts,q,6,FRED_IEAXI_PrimaryIncomeReceipts.csv,103,0.322884
q__ieaxi_primaryincomereceipts__lag007,ieaxi_primaryincomereceipts,q,7,FRED_IEAXI_PrimaryIncomeReceipts.csv,102,0.319749
q__ieaxi_primaryincomereceipts__lag008,ieaxi_primaryincomereceipts,q,8,FRED_IEAXI_PrimaryIncomeReceipts.csv,101,0.316614
q__ieaxsir_secondaryincomereceipts__lag001,ieaxsir_secondaryincomereceipts,q,1,FRED_IEAXSIR_SecondaryIncomeReceipts.csv,108,0.338558
q__ieaxsir_secondaryincomereceipts__lag002,ieaxsir_secondaryincomereceipts,q,2,FRED_IEAXSIR_SecondaryIncomeReceipts.csv,107,0.335423
q__ieaxsir_secondaryincomereceipts__lag003,ieaxsir_secondaryincomereceipts,q,3,FRED_IEAXSIR_SecondaryIncomeReceipts.csv,106,0.332288
q__ieaxsir_secondaryincomereceipts__lag004,ieaxsir_secondaryincomereceipts,q,4,FRED_IEAXSIR_SecondaryIncomeReceipts.csv,105,0.329154
q__ieaxsir_secondaryincomereceipts__lag005,ieaxsir_secondaryincomereceipts,q,5,FRED_IEAXSIR_SecondaryIncomeReceipts.csv,104,0.326019
q__ieaxsir_secondaryincomereceipts__lag006,ieaxsir_secondaryincomereceipts,q,6,FRED_IEAXSIR_SecondaryIncomeReceipts.csv,103,0.322884
q__ieaxsir_secondaryincomereceipts__lag007,ieaxsir_secondaryincomereceipts,q,7,FRED_IEAXSIR_SecondaryIncomeReceipts.csv,102,0.319749
q__ieaxsir_secondaryincomereceipts__lag008,ieaxsir_secondaryincomereceipts,q,8,FRED_IEAXSIR_SecondaryIncomeReceipts.csv,101,0.316614
q__impgs_imports__lag001,impgs_imports,q,1,FRED_IMPGS_Imports.csv,316,0.990596
q__impgs_imports__lag002,impgs_imports,q,2,FRED_IMPGS_Imports.csv,315,0.987461
q__impgs_imports__lag003,impgs_imports,q,3,FRED_IMPGS_Imports.csv,314,0.984326
q__impgs_imports__lag004,impgs_imports,q,4,FRED_IMPGS_Imports.csv,313,0.981191
q__impgs_imports__lag005,impgs_imports,q,5,FRED_IMPGS_Imports.csv,312,0.978056
q__impgs_imports__lag006,impgs_imports,q,6,FRED_IMPGS_Imports.csv,311,0.974922
q__impgs_imports__lag007,impgs_imports,q,7,FRED_IMPGS_Imports.csv,310,0.971787
q__impgs_imports__lag008,impgs_imports,q,8,FRED_IMPGS_Imports.csv,309,0.968652
m__indpro_indpro__lag001,indpro_indpro,m,1,FRED_INDPRO_INDPRO.csv,319,1.0
m__indpro_indpro__lag002,indpro_indpro,m,2,FRED_INDPRO_INDPRO.csv,319,1.0
m__indpro_indpro__lag003,indpro_indpro,m,3,FRED_INDPRO_INDPRO.csv,319,1.0
m__indpro_indpro__lag004,indpro_indpro,m,4,FRED_INDPRO_INDPRO.csv,319,1.0
m__indpro_indpro__lag005,indpro_indpro,m,5,FRED_INDPRO_INDPRO.csv,319,1.0
m__indpro_indpro__lag006,indpro_indpro,m,6,FRED_INDPRO_INDPRO.csv,319,1.0
m__indpro_indpro__lag007,indpro_indpro,m,7,FRED_INDPRO_INDPRO.csv,319,1.0
m__indpro_indpro__lag008,indpro_indpro,m,8,FRED_INDPRO_INDPRO.csv,319,1.0
m__indpro_indpro__lag009,indpro_indpro,m,9,FRED_INDPRO_INDPRO.csv,319,1.0
m__indpro_indpro__lag010,indpro_indpro,m,10,FRED_INDPRO_INDPRO.csv,319,1.0
m__indpro_indpro__lag011,indpro_indpro,m,11,FRED_INDPRO_INDPRO.csv,319,1.0
m__indpro_indpro__lag012,indpro_indpro,m,12,FRED_INDPRO_INDPRO.csv,319,1.0
m__ipbuseq_ipbuseq__lag001,ipbuseq_ipbuseq,m,1,FRED_IPBUSEQ_IPBUSEQ.csv,317,0.99373
m__ipbuseq_ipbuseq__lag002,ipbuseq_ipbuseq,m,2,FRED_IPBUSEQ_IPBUSEQ.csv,317,0.99373
m__ipbuseq_ipbuseq__lag003,ipbuseq_ipbuseq,m,3,FRED_IPBUSEQ_IPBUSEQ.csv,317,0.99373
m__ipbuseq_ipbuseq__lag004,ipbuseq_ipbuseq,m,4,FRED_IPBUSEQ_IPBUSEQ.csv,316,0.990596
m__ipbuseq_ipbuseq__lag005,ipbuseq_ipbuseq,m,5,FRED_IPBUSEQ_IPBUSEQ.csv,316,0.990596
m__ipbuseq_ipbuseq__lag006,ipbuseq_ipbuseq,m,6,FRED_IPBUSEQ_IPBUSEQ.csv,316,0.990596
m__ipbuseq_ipbuseq__lag007,ipbuseq_ipbuseq,m,7,FRED_IPBUSEQ_IPBUSEQ.csv,315,0.987461
m__ipbuseq_ipbuseq__lag008,ipbuseq_ipbuseq,m,8,FRED_IPBUSEQ_IPBUSEQ.csv,315,0.987461
m__ipbuseq_ipbuseq__lag009,ipbuseq_ipbuseq,m,9,FRED_IPBUSEQ_IPBUSEQ.csv,315,0.987461
m__ipbuseq_ipbuseq__lag010,ipbuseq_ipbuseq,m,10,FRED_IPBUSEQ_IPBUSEQ.csv,314,0.984326
m__ipbuseq_ipbuseq__lag011,ipbuseq_ipbuseq,m,11,FRED_IPBUSEQ_IPBUSEQ.csv,314,0.984326
m__ipbuseq_ipbuseq__lag012,ipbuseq_ipbuseq,m,12,FRED_IPBUSEQ_IPBUSEQ.csv,314,0.984326
m__ipcongd_ipcongd__lag001,ipcongd_ipcongd,m,1,FRED_IPCONGD_IPCONGD.csv,319,1.0
m__ipcongd_ipcongd__lag002,ipcongd_ipcongd,m,2,FRED_IPCONGD_IPCONGD.csv,319,1.0
m__ipcongd_ipcongd__lag003,ipcongd_ipcongd,m,3,FRED_IPCONGD_IPCONGD.csv,319,1.0
m__ipcongd_ipcongd__lag004,ipcongd_ipcongd,m,4,FRED_IPCONGD_IPCONGD.csv,319,1.0
m__ipcongd_ipcongd__lag005,ipcongd_ipcongd,m,5,FRED_IPCONGD_IPCONGD.csv,319,1.0
m__ipcongd_ipcongd__lag006,ipcongd_ipcongd,m,6,FRED_IPCONGD_IPCONGD.csv,319,1.0
m__ipcongd_ipcongd__lag007,ipcongd_ipcongd,m,7,FRED_IPCONGD_IPCONGD.csv,319,1.0
m__ipcongd_ipcongd__lag008,ipcongd_ipcongd,m,8,FRED_IPCONGD_IPCONGD.csv,319,1.0
m__ipcongd_ipcongd__lag009,ipcongd_ipcongd,m,9,FRED_IPCONGD_IPCONGD.csv,319,1.0
m__ipcongd_ipcongd__lag010,ipcongd_ipcongd,m,10,FRED_IPCONGD_IPCONGD.csv,319,1.0
m__ipcongd_ipcongd__lag011,ipcongd_ipcongd,m,11,FRED_IPCONGD_IPCONGD.csv,319,1.0
m__ipcongd_ipcongd__lag012,ipcongd_ipcongd,m,12,FRED_IPCONGD_IPCONGD.csv,319,1.0
m__ipdcongd_ipdcongd__lag001,ipdcongd_ipdcongd,m,1,FRED_IPDCONGD_IPDCONGD.csv,317,0.99373
m__ipdcongd_ipdcongd__lag002,ipdcongd_ipdcongd,m,2,FRED_IPDCONGD_IPDCONGD.csv,317,0.99373
m__ipdcongd_ipdcongd__lag003,ipdcongd_ipdcongd,m,3,FRED_IPDCONGD_IPDCONGD.csv,317,0.99373
m__ipdcongd_ipdcongd__lag004,ipdcongd_ipdcongd,m,4,FRED_IPDCONGD_IPDCONGD.csv,316,0.990596
m__ipdcongd_ipdcongd__lag005,ipdcongd_ipdcongd,m,5,FRED_IPDCONGD_IPDCONGD.csv,316,0.990596
m__ipdcongd_ipdcongd__lag006,ipdcongd_ipdcongd,m,6,FRED_IPDCONGD_IPDCONGD.csv,316,0.990596
m__ipdcongd_ipdcongd__lag007,ipdcongd_ipdcongd,m,7,FRED_IPDCONGD_IPDCONGD.csv,315,0.987461
m__ipdcongd_ipdcongd__lag008,ipdcongd_ipdcongd,m,8,FRED_IPDCONGD_IPDCONGD.csv,315,0.987461
m__ipdcongd_ipdcongd__lag009,ipdcongd_ipdcongd,m,9,FRED_IPDCONGD_IPDCONGD.csv,315,0.987461
m__ipdcongd_ipdcongd__lag010,ipdcongd_ipdcongd,m,10,FRED_IPDCONGD_IPDCONGD.csv,314,0.984326
m__ipdcongd_ipdcongd__lag011,ipdcongd_ipdcongd,m,11,FRED_IPDCONGD_IPDCONGD.csv,314,0.984326
m__ipdcongd_ipdcongd__lag012,ipdcongd_ipdcongd,m,12,FRED_IPDCONGD_IPDCONGD.csv,314,0.984326
m__ipfinal_ipfinal__lag001,ipfinal_ipfinal,m,1,FRED_IPFINAL_IPFINAL.csv,319,1.0
m__ipfinal_ipfinal__lag002,ipfinal_ipfinal,m,2,FRED_IPFINAL_IPFINAL.csv,319,1.0
m__ipfinal_ipfinal__lag003,ipfinal_ipfinal,m,3,FRED_IPFINAL_IPFINAL.csv,319,1.0
m__ipfinal_ipfinal__lag004,ipfinal_ipfinal,m,4,FRED_IPFINAL_IPFINAL.csv,319,1.0
m__ipfinal_ipfinal__lag005,ipfinal_ipfinal,m,5,FRED_IPFINAL_IPFINAL.csv,319,1.0
m__ipfinal_ipfinal__lag006,ipfinal_ipfinal,m,6,FRED_IPFINAL_IPFINAL.csv,319,1.0
m__ipfinal_ipfinal__lag007,ipfinal_ipfinal,m,7,FRED_IPFINAL_IPFINAL.csv,319,1.0
m__ipfinal_ipfinal__lag008,ipfinal_ipfinal,m,8,FRED_IPFINAL_IPFINAL.csv,319,1.0
m__ipfinal_ipfinal__lag009,ipfinal_ipfinal,m,9,FRED_IPFINAL_IPFINAL.csv,319,1.0
m__ipfinal_ipfinal__lag010,ipfinal_ipfinal,m,10,FRED_IPFINAL_IPFINAL.csv,319,1.0
m__ipfinal_ipfinal__lag011,ipfinal_ipfinal,m,11,FRED_IPFINAL_IPFINAL.csv,319,1.0
m__ipfinal_ipfinal__lag012,ipfinal_ipfinal,m,12,FRED_IPFINAL_IPFINAL.csv,319,1.0
m__ipman_ipman__lag001,ipman_ipman,m,1,FRED_IPMAN_IPMAN.csv,217,0.680251
m__ipman_ipman__lag002,ipman_ipman,m,2,FRED_IPMAN_IPMAN.csv,217,0.680251
m__ipman_ipman__lag003,ipman_ipman,m,3,FRED_IPMAN_IPMAN.csv,217,0.680251
m__ipman_ipman__lag004,ipman_ipman,m,4,FRED_IPMAN_IPMAN.csv,216,0.677116
m__ipman_ipman__lag005,ipman_ipman,m,5,FRED_IPMAN_IPMAN.csv,216,0.677116
m__ipman_ipman__lag006,ipman_ipman,m,6,FRED_IPMAN_IPMAN.csv,216,0.677116
m__ipman_ipman__lag007,ipman_ipman,m,7,FRED_IPMAN_IPMAN.csv,215,0.673981
m__ipman_ipman__lag008,ipman_ipman,m,8,FRED_IPMAN_IPMAN.csv,215,0.673981
m__ipman_ipman__lag009,ipman_ipman,m,9,FRED_IPMAN_IPMAN.csv,215,0.673981
m__ipman_ipman__lag010,ipman_ipman,m,10,FRED_IPMAN_IPMAN.csv,214,0.670846
m__ipman_ipman__lag011,ipman_ipman,m,11,FRED_IPMAN_IPMAN.csv,214,0.670846
m__ipman_ipman__lag012,ipman_ipman,m,12,FRED_IPMAN_IPMAN.csv,214,0.670846
m__ipmat_ipmat__lag001,ipmat_ipmat,m,1,FRED_IPMAT_IPMAT.csv,319,1.0
m__ipmat_ipmat__lag002,ipmat_ipmat,m,2,FRED_IPMAT_IPMAT.csv,319,1.0
m__ipmat_ipmat__lag003,ipmat_ipmat,m,3,FRED_IPMAT_IPMAT.csv,319,1.0
m__ipmat_ipmat__lag004,ipmat_ipmat,m,4,FRED_IPMAT_IPMAT.csv,319,1.0
m__ipmat_ipmat__lag005,ipmat_ipmat,m,5,FRED_IPMAT_IPMAT.csv,319,1.0
m__ipmat_ipmat__lag006,ipmat_ipmat,m,6,FRED_IPMAT_IPMAT.csv,319,1.0
m__ipmat_ipmat__lag007,ipmat_ipmat,m,7,FRED_IPMAT_IPMAT.csv,319,1.0
m__ipmat_ipmat__lag008,ipmat_ipmat,m,8,FRED_IPMAT_IPMAT.csv,319,1.0
m__ipmat_ipmat__lag009,ipmat_ipmat,m,9,FRED_IPMAT_IPMAT.csv,319,1.0
m__ipmat_ipmat__lag010,ipmat_ipmat,m,10,FRED_IPMAT_IPMAT.csv,319,1.0
m__ipmat_ipmat__lag011,ipmat_ipmat,m,11,FRED_IPMAT_IPMAT.csv,319,1.0
