job_id,regime_id,rows_in_regime,control_ids_used,dropped_controls,rows_written,warning_rows,weak_instrument_rows,avg_abs_beta,avg_n
baseline_tdc_lp_liquidity_decomposition,exclude_2008_2009,311,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k300_f1;dflmx_k300_f2;dflmx_k300_f3;dflmx_k300_f4,,25,0,0,0.273859,83.2
baseline_tdc_lp_liquidity_decomposition,exclude_2020,315,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k300_f1;dflmx_k300_f2;dflmx_k300_f3;dflmx_k300_f4,,25,0,0,0.197541,87.2
baseline_tdc_lp_liquidity_decomposition,coord_low_reserve_state_l1,15,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k300_f1;dflmx_k300_f2;dflmx_k300_f3;dflmx_k300_f4,,20,0,0,1.301851,13.25
baseline_tdc_lp_liquidity_decomposition,coord_on_rrp_drain_state_l1__low,36,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k300_f1;dflmx_k300_f2;dflmx_k300_f3;dflmx_k300_f4,,25,0,0,0.306372,33.0
baseline_tdc_lp_liquidity_decomposition,coord_on_rrp_drain_state_l1__high,38,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k300_f1;dflmx_k300_f2;dflmx_k300_f3;dflmx_k300_f4,,25,0,0,0.373878,34.4
baseline_tdc_lp_liquidity_decomposition,tsyparty_bank_absorption_share_l1__low,145,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k300_f1;dflmx_k300_f2;dflmx_k300_f3;dflmx_k300_f4,,25,0,0,0.356688,38.0
baseline_tdc_lp_liquidity_decomposition,tsyparty_bank_absorption_share_l1__high,145,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k300_f1;dflmx_k300_f2;dflmx_k300_f3;dflmx_k300_f4,,25,0,0,0.2878,44.8
baseline_tdc_lp_liquidity_decomposition,tsyparty_bank_foreign_private_corr_l1__low,42,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k300_f1;dflmx_k300_f2;dflmx_k300_f3;dflmx_k300_f4,,25,0,0,0.397634,39.0
baseline_tdc_lp_liquidity_decomposition,tsyparty_bank_foreign_private_corr_l1__high,42,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k300_f1;dflmx_k300_f2;dflmx_k300_f3;dflmx_k300_f4,,25,0,0,0.210743,39.0
baseline_tdc_lp_liquidity_decomposition,slrwatch_bank_leverage_pressure_l1__low,13,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k300_f1;dflmx_k300_f2;dflmx_k300_f3;dflmx_k300_f4,,15,0,0,0.521128,12.0
baseline_tdc_lp_liquidity_decomposition,slrwatch_bank_leverage_pressure_l1__high,14,GDP;gdp_deflator;FEDFUNDS;TOTRESNS;dflmx_k300_f1;dflmx_k300_f2;dflmx_k300_f3;dflmx_k300_f4,,15,0,0,0.978592,13.0
