job_id,k_screened,factor_id,rank,feature_id,loading,explained_eigenvalue
baseline_tdc_lp_fx,100,dflmx_k100_f1,1,m__ipbuseq_ipbuseq__lag002,0.009317,33.078135
baseline_tdc_lp_fx,100,dflmx_k100_f1,2,m__ipbuseq_ipbuseq__lag003,0.009313,33.078135
baseline_tdc_lp_fx,100,dflmx_k100_f1,3,m__ipbuseq_ipbuseq__lag004,0.009309,33.078135
baseline_tdc_lp_fx,100,dflmx_k100_f1,4,m__ipbuseq_ipbuseq__lag005,0.009296,33.078135
baseline_tdc_lp_fx,100,dflmx_k100_f1,5,m__ipbuseq_ipbuseq__lag006,0.009284,33.078135
baseline_tdc_lp_fx,100,dflmx_k100_f1,6,m__ipbuseq_ipbuseq__lag009,0.009265,33.078135
baseline_tdc_lp_fx,100,dflmx_k100_f1,7,m__indpro_indpro__lag003,0.009184,33.078135
baseline_tdc_lp_fx,100,dflmx_k100_f1,8,m__indpro_indpro__lag002,0.009181,33.078135
baseline_tdc_lp_fx,100,dflmx_k100_f1,9,m__indpro_indpro__lag004,0.00918,33.078135
baseline_tdc_lp_fx,100,dflmx_k100_f1,10,m__indpro_indpro__lag006,0.009168,33.078135
baseline_tdc_lp_fx,100,dflmx_k100_f1,11,m__indpro_indpro__lag005,0.009167,33.078135
baseline_tdc_lp_fx,100,dflmx_k100_f1,12,m__ipfinal_ipfinal__lag007,0.00902,33.078135
baseline_tdc_lp_fx,100,dflmx_k100_f2,1,q__bogz1fr593061105q_pension_ts_reval__lag005,-0.011076,21.318805
baseline_tdc_lp_fx,100,dflmx_k100_f2,2,q__bogz1fr343061113q_fed_gov_dcf_retirement_ts_reval__lag005,-0.011073,21.318805
baseline_tdc_lp_fx,100,dflmx_k100_f2,3,q__bogz1fr573061105q_private_pension_ts_reval__lag005,-0.011062,21.318805
baseline_tdc_lp_fx,100,dflmx_k100_f2,4,q__bogz1fr573061133q_private_dc_pension_ts_reval__lag005,-0.011013,21.318805
baseline_tdc_lp_fx,100,dflmx_k100_f2,5,q__bogz1fr573061143q_private_db_pension_ts_reval__lag005,-0.010973,21.318805
baseline_tdc_lp_fx,100,dflmx_k100_f2,6,q__bogz1fr343061105q_fed_gov_retirement_ts_reval__lag005,-0.010969,21.318805
baseline_tdc_lp_fx,100,dflmx_k100_f2,7,q__bogz1fr223061143q_state_local_db_retirement_ts_reval__lag005,-0.010918,21.318805
baseline_tdc_lp_fx,100,dflmx_k100_f2,8,q__bogz1fr753061103q_usb_tsy_for_reval__lag005,-0.010907,21.318805
baseline_tdc_lp_fx,100,dflmx_k100_f2,9,q__bogz1fr653061105q_mutual_funds_ts_reval__lag005,-0.01089,21.318805
baseline_tdc_lp_fx,100,dflmx_k100_f2,10,q__bogz1fr263061105q_row_bills_reval__lag005,-0.010855,21.318805
baseline_tdc_lp_fx,100,dflmx_k100_f2,11,q__bogz1fr263061105q_row_tsy_reval__lag005,-0.010855,21.318805
baseline_tdc_lp_fx,100,dflmx_k100_f2,12,q__bogz1fr693061105q_nonmmf_ts_reval__lag005,-0.010821,21.318805
baseline_tdc_lp_fx,100,dflmx_k100_f3,1,m__psavert_psavert__lag009,-0.010179,12.29633
baseline_tdc_lp_fx,100,dflmx_k100_f3,2,m__psavert_psavert__lag007,-0.009328,12.29633
baseline_tdc_lp_fx,100,dflmx_k100_f3,3,m__psavert_psavert__lag008,-0.009204,12.29633
baseline_tdc_lp_fx,100,dflmx_k100_f3,4,m__psavert_psavert__lag006,-0.009043,12.29633
baseline_tdc_lp_fx,100,dflmx_k100_f3,5,m__psavert_psavert__lag005,-0.008599,12.29633
baseline_tdc_lp_fx,100,dflmx_k100_f3,6,m__psavert_psavert__lag001,-0.008332,12.29633
baseline_tdc_lp_fx,100,dflmx_k100_f3,7,m__psavert_psavert__lag011,-0.008312,12.29633
baseline_tdc_lp_fx,100,dflmx_k100_f3,8,q__bogz1fa713061103q_cb_tsy_tx__lag003,-0.008239,12.29633
baseline_tdc_lp_fx,100,dflmx_k100_f3,9,m__psavert_psavert__lag003,-0.008237,12.29633
baseline_tdc_lp_fx,100,dflmx_k100_f3,10,m__psavert_psavert__lag004,-0.007859,12.29633
baseline_tdc_lp_fx,100,dflmx_k100_f3,11,m__unrate_unrate__lag006,-0.007815,12.29633
baseline_tdc_lp_fx,100,dflmx_k100_f3,12,m__unrate_unrate__lag009,-0.007801,12.29633
baseline_tdc_lp_fx,100,dflmx_k100_f4,1,m__unrate_unrate__lag001,0.015538,8.494521
baseline_tdc_lp_fx,100,dflmx_k100_f4,2,m__unrate_unrate__lag002,0.015332,8.494521
baseline_tdc_lp_fx,100,dflmx_k100_f4,3,m__unrate_unrate__lag004,0.015161,8.494521
baseline_tdc_lp_fx,100,dflmx_k100_f4,4,m__unrate_unrate__lag003,0.014871,8.494521
baseline_tdc_lp_fx,100,dflmx_k100_f4,5,m__unrate_unrate__lag005,0.01461,8.494521
baseline_tdc_lp_fx,100,dflmx_k100_f4,6,m__unrate_unrate__lag007,0.014347,8.494521
baseline_tdc_lp_fx,100,dflmx_k100_f4,7,m__unrate_unrate__lag006,0.013794,8.494521
baseline_tdc_lp_fx,100,dflmx_k100_f4,8,m__unrate_unrate__lag008,0.013563,8.494521
baseline_tdc_lp_fx,100,dflmx_k100_f4,9,m__unrate_unrate__lag009,0.012445,8.494521
baseline_tdc_lp_fx,100,dflmx_k100_f4,10,q__bogz1fl713123030q_tga__lag002,-0.009378,8.494521
baseline_tdc_lp_fx,100,dflmx_k100_f4,11,q__bogz1fl713123030q_tga_z1__lag002,-0.009378,8.494521
baseline_tdc_lp_fx,100,dflmx_k100_f4,12,q__bogz1fl713123030q_tga__lag001,-0.008723,8.494521
baseline_tdc_lp_fx,200,dflmx_k200_f1,1,d__dgs5_dgs5__lag036,-0.005587,91.399477
baseline_tdc_lp_fx,200,dflmx_k200_f1,2,d__dgs5_dgs5__lag037,-0.005586,91.399477
baseline_tdc_lp_fx,200,dflmx_k200_f1,3,d__dgs5_dgs5__lag038,-0.005586,91.399477
baseline_tdc_lp_fx,200,dflmx_k200_f1,4,d__dgs5_dgs5__lag039,-0.005584,91.399477
baseline_tdc_lp_fx,200,dflmx_k200_f1,5,d__dgs5_dgs5__lag032,-0.005583,91.399477
baseline_tdc_lp_fx,200,dflmx_k200_f1,6,d__dgs5_dgs5__lag040,-0.005583,91.399477
baseline_tdc_lp_fx,200,dflmx_k200_f1,7,d__dgs5_dgs5__lag044,-0.005583,91.399477
baseline_tdc_lp_fx,200,dflmx_k200_f1,8,d__dgs5_dgs5__lag041,-0.005582,91.399477
baseline_tdc_lp_fx,200,dflmx_k200_f1,9,d__dgs5_dgs5__lag031,-0.005582,91.399477
baseline_tdc_lp_fx,200,dflmx_k200_f1,10,d__dgs5_dgs5__lag033,-0.005579,91.399477
baseline_tdc_lp_fx,200,dflmx_k200_f1,11,d__dgs5_dgs5__lag034,-0.005579,91.399477
baseline_tdc_lp_fx,200,dflmx_k200_f1,12,d__dgs3_dgs3__lag031,-0.005579,91.399477
