job_id,outcome,horizon,beta,se,lower95,upper95,z_score,p_value_normal,n,treatment_id,control_ids_used,response_type,inference_method,covariance_estimator,covariance_lags,rsquared,warning_flags,dropped_control_ids,forest_tree_count,forest_max_depth,forest_min_leaf,forest_feature_fraction,nuisance_r2_outcome,nuisance_r2_treatment
baseline_tdc_lp_deposits,matched_total_deposits,0,0.5106521518581612,0.12194877644539845,0.27163255002518016,0.7496717536911421,4.187431532671436,2.8212909070290948e-05,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,1,0.274971,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_deposits,matched_total_deposits,1,0.3905547059925779,0.14857371833157879,0.09935021806268352,0.6817591939224723,2.628693085010897,0.008571368052729511,92,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,1,0.15954,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_deposits,matched_total_deposits,2,0.3270789438453132,0.08986426111458501,0.15094499206072662,0.5032128956298998,3.6396999183942342,0.00027295594969700687,91,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,2,0.093967,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_deposits,matched_total_deposits,4,0.1170115682939516,0.18397058571619085,-0.24357077970978247,0.47759391629768566,0.6360341129449025,0.5247541879395792,89,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,4,0.011645,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_deposits,matched_total_deposits,8,-0.04242938180295085,0.07510784901946074,-0.1896407658810939,0.1047820022751922,-0.564912753551992,0.5721331085729529,85,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,8,0.001455,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_deposits,other_component_qoq,0,-0.4463311002428141,0.12912425634747474,-0.6994146426838646,-0.19324755780176361,-3.4566015159981434,0.0005470331186225863,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,1,0.219494,,,40,3,8,0.5,0.154681,0.0
baseline_tdc_lp_deposits,other_component_qoq,1,-0.27463331382957534,0.1897744582808543,-0.6465912520600497,0.09732462440089906,-1.4471563576966469,0.1478531365533402,92,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,1,0.073618,,,40,3,8,0.5,0.017628,0.0
baseline_tdc_lp_deposits,other_component_qoq,2,-0.30202241862561197,0.13039685116966437,-0.5576002469181541,-0.0464445903330698,-2.3161787720827625,0.0205485097360234,91,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,2,0.082606,,,40,3,8,0.5,0.022501,0.0
baseline_tdc_lp_deposits,other_component_qoq,4,-0.33880648777394345,0.097082065462326,-0.5290873360801024,-0.1485256394677845,-3.489897811305033,0.0004832052804617515,89,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,4,0.092968,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_deposits,other_component_qoq,8,-0.15274039785399854,0.07601032334347788,-0.3017206316072152,-0.003760164100781893,-2.0094691238687457,0.044487405954185544,85,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,8,0.023624,,,40,3,8,0.5,0.017658,0.0
