job_id,outcome,horizon,beta,se,lower95,upper95,z_score,p_value_normal,n,treatment_id,control_ids_used,response_type,inference_method,covariance_estimator,covariance_lags,rsquared,warning_flags,dropped_control_ids,tmle_fold_count,ridge_alpha,tmle_theta_init,tmle_theta_init_std,tmle_epsilon,tmle_raw_epsilon,tmle_epsilon_cap,tmle_h_clip,tmle_h_clip_share,tmle_low_density_share,tmle_density_floor,tmle_treatment_scale,tmle_outcome_scale,tmle_epsilon_theta_ratio,tmle_valid,tmle_epsilon_was_clipped,nuisance_r2_outcome,nuisance_r2_treatment
baseline_tdc_lp_deposits,matched_total_deposits,0,0.8031673104643661,0.170476566741936,0.4690332396501715,1.1373013812785606,4.711306227090932,2.46134059977976e-06,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,tmle_crossfit_ridge_newey_west,newey_west,1,0.287054,tmle_weak_outcome_nuisance,,3,1.0,0.69521381,0.47830332,-0.08574295,-0.08574295,1.43490997,4.0,0.0,0.311828,1e-06,210198.35906223,305523.28153535,0.179265,false,false,0.0,0.171264
baseline_tdc_lp_deposits,matched_total_deposits,1,1.288099806695458,0.2366096192002177,0.8243449530630313,1.7518546603278848,5.4439874889679585,5.210088094287357e-08,92,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,tmle_crossfit_ridge_newey_west,newey_west,1,0.382076,tmle_weak_outcome_nuisance,,3,1.0,1.21837144,0.59598845,-0.03919523,-0.03919523,1.78796535,4.0,0.0,0.336957,1e-06,216840.47354525,443284.1616225,0.065765,false,false,0.0,0.117275
baseline_tdc_lp_deposits,matched_total_deposits,2,0.8550502118414435,0.15915832844894115,0.5430998880815188,1.1670005356013682,5.372324654161898,7.772800070249275e-08,91,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,tmle_crossfit_ridge_newey_west,newey_west,2,0.273681,tmle_weak_outcome_nuisance,,3,1.0,0.93483292,0.55577994,0.05522925,0.05522925,1.66733983,4.0,0.0,0.285714,1e-06,210288.79164729,353709.93009014,0.099373,false,false,0.0,0.175944
baseline_tdc_lp_deposits,matched_total_deposits,4,1.2703517837613996,0.2771264917916653,0.7271838598497355,1.8135197076730636,4.5840142367782315,4.561331601538043e-06,89,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,tmle_crossfit_ridge_newey_west,newey_west,4,0.332921,tmle_weak_outcome_nuisance,,3,1.0,1.45525624,0.62433698,0.09347394,0.09347394,1.87301095,4.0,0.0,0.202247,1e-06,184439.79641735,429907.52107541,0.149717,false,false,0.0,0.352401
baseline_tdc_lp_deposits,matched_total_deposits,8,0.4054405810012601,0.14826356685357733,0.11484398996824857,0.6960371720342717,2.7345934649047434,0.006245736096448518,85,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,tmle_crossfit_ridge_newey_west,newey_west,8,0.173977,"tmle_weak_outcome_nuisance,tmle_low_overlap",,3,1.0,0.64916486,0.55305602,0.2907497,0.2907497,1.65916807,4.0,0.0,0.364706,1e-06,297435.54099573,349123.22325219,0.525715,false,false,0.0,0.0
baseline_tdc_lp_deposits,other_component_qoq,0,-0.1968326895356388,0.1704765667419362,-0.5309667603498337,0.13730138127855615,-1.1546026137046737,0.24825319586508776,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,tmle_crossfit_ridge_newey_west,newey_west,1,0.023611,tmle_weak_outcome_nuisance,,3,1.0,-0.30478619,-0.23224651,-0.09496581,-0.09496581,0.69673952,4.0,0.0,0.311828,1e-06,210198.35906223,275851.54649843,0.408901,false,false,0.0,0.171264
baseline_tdc_lp_deposits,other_component_qoq,1,0.7068578123763883,0.1545129141743251,0.4040125005947111,1.0097031241580656,4.574749082648811,4.767910608105552e-06,92,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,tmle_crossfit_ridge_newey_west,newey_west,1,0.292957,tmle_weak_outcome_nuisance,,3,1.0,0.65997168,0.51432526,-0.04198774,-0.04198774,1.54297579,4.0,0.0,0.336957,1e-06,216840.47354525,278245.27031372,0.081637,false,false,0.0,0.117275
baseline_tdc_lp_deposits,other_component_qoq,2,0.4897726298070308,0.15332406663248777,0.18925745920735476,0.7902878004067069,3.194362376136279,0.0014014008548977053,91,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,tmle_crossfit_ridge_newey_west,newey_west,2,0.126286,tmle_weak_outcome_nuisance,,3,1.0,0.64633756,0.44233414,0.12476049,0.12476049,1.32700242,4.0,0.0,0.285714,1e-06,210288.79164729,307273.46776272,0.28205,false,false,0.0,0.175944
baseline_tdc_lp_deposits,other_component_qoq,4,0.4078346600189551,0.20819111106300295,-0.00021991766453072215,0.8158892377024409,1.9589436740915218,0.05011938354020029,89,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,tmle_crossfit_ridge_newey_west,newey_west,4,0.061384,tmle_weak_outcome_nuisance,,3,1.0,0.60769715,0.3503865,0.13578602,0.13578602,1.05115951,4.0,0.0,0.202247,1e-06,184439.79641735,319885.4313826,0.387532,false,false,0.0,0.352401
baseline_tdc_lp_deposits,other_component_qoq,8,-0.6448137775383782,0.11238538010915716,-0.8650891225523263,-0.4245384325244302,-5.737523661103308,9.60708623765072e-09,85,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,tmle_crossfit_ridge_newey_west,newey_west,8,0.30733,"tmle_weak_outcome_nuisance,tmle_low_overlap",,3,1.0,-0.74494485,-0.6038856,-0.11365951,-0.11365951,1.81165681,4.0,0.0,0.364706,1e-06,297435.54099573,366912.33080948,0.188214,false,false,0.0,0.0
