job_id,outcome,horizon,beta,se,lower95,upper95,z_score,p_value_normal,n,treatment_id,control_ids_used,response_type,inference_method,covariance_estimator,covariance_lags,rsquared,warning_flags,dropped_control_ids,surface,treatment_label,sample_label,normalized_unit,normalized_beta,effect_per_100b_unit,effect_per_100b_tdc,pinned_anchor_job_id,pinned_k_screened,pinned_control_policy_mode,state_id,state_profile,state_reference_value,state_interaction_beta,state_interaction_se,lead_quarters,future_treatment_id,actual_treatment_id,response_scale,source_beta,source_normalized_beta,source_effect_per_100b_tdc
paper_tier2_selected_credit_rate_lags,matched_total_deposits,0,61.63494354563133,20.22109702488331,22.00159337686004,101.26829371440263,3.0480514222243094,0.0023033050954164302,96,tdc_tier2_regression_mmf_rrp_prop_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,tier2_regression_bank_row_tier_pre_component_h15_scaled,tdcpass_strict_loan_core_min_qoq__lag_2,tdcpass_strict_loan_core_min_qoq__lag_4,tdcpass_strict_loan_consumer_credit_qoq__lag_4,bank_credit_qoq__lag_4,dgs2__lag_4,dgs10__lag_1,dgs10__lag_2,dflmx_k100_f1,dflmx_k100_f2,dflmx_k100_f3,dflmx_k100_f4",direct_at_h,ols_newey_west_scaffold,newey_west,1,0.575389,,,pooled_baseline,regression_mmf_rrp_bank_long_selected_credit_rate_lags,full_available,dollars_per_dollar_tdc,0.6163494354563133,usd_billions_per_100b_tdc,61.63494354563133,tdc_tier2_mmf_rrp_canonical_full_panel,100,balanced,,,,,,,,,usd_billions_per_100b_tdc,0.6163494354563133,0.6163494354563133,61.63494354563133
paper_tier2_selected_credit_rate_lags,matched_total_deposits,1,32.48830543813559,18.847429885587815,-4.452657137616528,69.42926801388771,1.7237525559375408,0.0847525228283803,95,tdc_tier2_regression_mmf_rrp_prop_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,tier2_regression_bank_row_tier_pre_component_h15_scaled,tdcpass_strict_loan_core_min_qoq__lag_2,tdcpass_strict_loan_core_min_qoq__lag_4,tdcpass_strict_loan_consumer_credit_qoq__lag_4,bank_credit_qoq__lag_4,dgs2__lag_4,dgs10__lag_1,dgs10__lag_2,dflmx_k100_f1,dflmx_k100_f2,dflmx_k100_f3,dflmx_k100_f4",direct_at_h,ols_newey_west_scaffold,newey_west,1,0.519444,,,pooled_baseline,regression_mmf_rrp_bank_long_selected_credit_rate_lags,full_available,dollars_per_dollar_tdc,0.3248830543813559,usd_billions_per_100b_tdc,32.48830543813559,tdc_tier2_mmf_rrp_canonical_full_panel,100,balanced,,,,,,,,,usd_billions_per_100b_tdc,0.3248830543813559,0.3248830543813559,32.48830543813559
paper_tier2_selected_credit_rate_lags,matched_total_deposits,2,5.453267441247745,10.896778004051653,-15.904417446693497,26.810952329188986,0.5004476955683693,0.6167598765691917,94,tdc_tier2_regression_mmf_rrp_prop_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,tier2_regression_bank_row_tier_pre_component_h15_scaled,tdcpass_strict_loan_core_min_qoq__lag_2,tdcpass_strict_loan_core_min_qoq__lag_4,tdcpass_strict_loan_consumer_credit_qoq__lag_4,bank_credit_qoq__lag_4,dgs2__lag_4,dgs10__lag_1,dgs10__lag_2,dflmx_k100_f1,dflmx_k100_f2,dflmx_k100_f3,dflmx_k100_f4",direct_at_h,ols_newey_west_scaffold,newey_west,2,0.384361,,,pooled_baseline,regression_mmf_rrp_bank_long_selected_credit_rate_lags,full_available,dollars_per_dollar_tdc,0.05453267441247745,usd_billions_per_100b_tdc,5.453267441247745,tdc_tier2_mmf_rrp_canonical_full_panel,100,balanced,,,,,,,,,usd_billions_per_100b_tdc,0.05453267441247745,0.05453267441247745,5.453267441247745
paper_tier2_selected_credit_rate_lags,matched_total_deposits,4,8.449296346348236,18.954298953837252,-28.70112960317278,45.59972229586925,0.4457720312909645,0.6557619268579407,92,tdc_tier2_regression_mmf_rrp_prop_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,tier2_regression_bank_row_tier_pre_component_h15_scaled,tdcpass_strict_loan_core_min_qoq__lag_2,tdcpass_strict_loan_core_min_qoq__lag_4,tdcpass_strict_loan_consumer_credit_qoq__lag_4,bank_credit_qoq__lag_4,dgs2__lag_4,dgs10__lag_1,dgs10__lag_2,dflmx_k100_f1,dflmx_k100_f2,dflmx_k100_f3,dflmx_k100_f4",direct_at_h,ols_newey_west_scaffold,newey_west,4,0.311238,,,pooled_baseline,regression_mmf_rrp_bank_long_selected_credit_rate_lags,full_available,dollars_per_dollar_tdc,0.08449296346348235,usd_billions_per_100b_tdc,8.449296346348236,tdc_tier2_mmf_rrp_canonical_full_panel,100,balanced,,,,,,,,,usd_billions_per_100b_tdc,0.08449296346348235,0.08449296346348235,8.449296346348236
paper_tier2_selected_credit_rate_lags,matched_total_deposits,8,3.1555187004646337,17.5262541445007,-31.195939422756748,37.50697682368601,0.18004524380668963,0.8571170491057587,88,tdc_tier2_regression_mmf_rrp_prop_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,tier2_regression_bank_row_tier_pre_component_h15_scaled,tdcpass_strict_loan_core_min_qoq__lag_2,tdcpass_strict_loan_core_min_qoq__lag_4,tdcpass_strict_loan_consumer_credit_qoq__lag_4,bank_credit_qoq__lag_4,dgs2__lag_4,dgs10__lag_1,dgs10__lag_2,dflmx_k100_f1,dflmx_k100_f2,dflmx_k100_f3,dflmx_k100_f4",direct_at_h,ols_newey_west_scaffold,newey_west,8,0.311037,,,pooled_baseline,regression_mmf_rrp_bank_long_selected_credit_rate_lags,full_available,dollars_per_dollar_tdc,0.03155518700464634,usd_billions_per_100b_tdc,3.1555187004646337,tdc_tier2_mmf_rrp_canonical_full_panel,100,balanced,,,,,,,,,usd_billions_per_100b_tdc,0.03155518700464634,0.03155518700464634,3.1555187004646337
paper_tier2_selected_credit_rate_lags,other_component_tier2_regression_mmf_rrp_prop_bank_only_qoq,0,-38.36505645436926,20.221097024879395,-77.99840662313288,1.268293714394353,-1.8972786890427418,0.05779116610241308,96,tdc_tier2_regression_mmf_rrp_prop_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,tier2_regression_bank_row_tier_pre_component_h15_scaled,tdcpass_strict_loan_core_min_qoq__lag_2,tdcpass_strict_loan_core_min_qoq__lag_4,tdcpass_strict_loan_consumer_credit_qoq__lag_4,bank_credit_qoq__lag_4,dgs2__lag_4,dgs10__lag_1,dgs10__lag_2,dflmx_k100_f1,dflmx_k100_f2,dflmx_k100_f3,dflmx_k100_f4",direct_at_h,ols_newey_west_scaffold,newey_west,1,0.599332,,,pooled_baseline,regression_mmf_rrp_bank_long_selected_credit_rate_lags,full_available,dollars_per_dollar_tdc,-0.3836505645436926,usd_billions_per_100b_tdc,-38.36505645436926,tdc_tier2_mmf_rrp_canonical_full_panel,100,balanced,,,,,,,,,usd_billions_per_100b_tdc,-0.3836505645436926,-0.3836505645436926,-38.36505645436926
paper_tier2_selected_credit_rate_lags,other_component_tier2_regression_mmf_rrp_prop_bank_only_qoq,1,-22.50825350026342,21.63059512522954,-64.90421994571332,19.88771294518648,-1.0405748602825171,0.29807290385372154,95,tdc_tier2_regression_mmf_rrp_prop_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,tier2_regression_bank_row_tier_pre_component_h15_scaled,tdcpass_strict_loan_core_min_qoq__lag_2,tdcpass_strict_loan_core_min_qoq__lag_4,tdcpass_strict_loan_consumer_credit_qoq__lag_4,bank_credit_qoq__lag_4,dgs2__lag_4,dgs10__lag_1,dgs10__lag_2,dflmx_k100_f1,dflmx_k100_f2,dflmx_k100_f3,dflmx_k100_f4",direct_at_h,ols_newey_west_scaffold,newey_west,1,0.352868,,,pooled_baseline,regression_mmf_rrp_bank_long_selected_credit_rate_lags,full_available,dollars_per_dollar_tdc,-0.2250825350026342,usd_billions_per_100b_tdc,-22.50825350026342,tdc_tier2_mmf_rrp_canonical_full_panel,100,balanced,,,,,,,,,usd_billions_per_100b_tdc,-0.2250825350026342,-0.2250825350026342,-22.50825350026342
paper_tier2_selected_credit_rate_lags,other_component_tier2_regression_mmf_rrp_prop_bank_only_qoq,2,-20.156112472450598,16.461667884760185,-52.42098152658056,12.108756581679364,-1.2244271123408244,0.2207911466980219,94,tdc_tier2_regression_mmf_rrp_prop_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,tier2_regression_bank_row_tier_pre_component_h15_scaled,tdcpass_strict_loan_core_min_qoq__lag_2,tdcpass_strict_loan_core_min_qoq__lag_4,tdcpass_strict_loan_consumer_credit_qoq__lag_4,bank_credit_qoq__lag_4,dgs2__lag_4,dgs10__lag_1,dgs10__lag_2,dflmx_k100_f1,dflmx_k100_f2,dflmx_k100_f3,dflmx_k100_f4",direct_at_h,ols_newey_west_scaffold,newey_west,2,0.397851,,,pooled_baseline,regression_mmf_rrp_bank_long_selected_credit_rate_lags,full_available,dollars_per_dollar_tdc,-0.20156112472450596,usd_billions_per_100b_tdc,-20.156112472450598,tdc_tier2_mmf_rrp_canonical_full_panel,100,balanced,,,,,,,,,usd_billions_per_100b_tdc,-0.20156112472450596,-0.20156112472450596,-20.156112472450598
paper_tier2_selected_credit_rate_lags,other_component_tier2_regression_mmf_rrp_prop_bank_only_qoq,4,-14.811595545193972,16.952152298281582,-48.037814049825876,18.41462295943793,-0.8737294996279266,0.3822655818650702,92,tdc_tier2_regression_mmf_rrp_prop_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,tier2_regression_bank_row_tier_pre_component_h15_scaled,tdcpass_strict_loan_core_min_qoq__lag_2,tdcpass_strict_loan_core_min_qoq__lag_4,tdcpass_strict_loan_consumer_credit_qoq__lag_4,bank_credit_qoq__lag_4,dgs2__lag_4,dgs10__lag_1,dgs10__lag_2,dflmx_k100_f1,dflmx_k100_f2,dflmx_k100_f3,dflmx_k100_f4",direct_at_h,ols_newey_west_scaffold,newey_west,4,0.406903,,,pooled_baseline,regression_mmf_rrp_bank_long_selected_credit_rate_lags,full_available,dollars_per_dollar_tdc,-0.14811595545193973,usd_billions_per_100b_tdc,-14.811595545193972,tdc_tier2_mmf_rrp_canonical_full_panel,100,balanced,,,,,,,,,usd_billions_per_100b_tdc,-0.14811595545193973,-0.14811595545193973,-14.811595545193972
paper_tier2_selected_credit_rate_lags,other_component_tier2_regression_mmf_rrp_prop_bank_only_qoq,8,6.211410918883122,15.68792692553617,-24.536925855167766,36.95974769293401,0.3959357376131349,0.6921524360742934,88,tdc_tier2_regression_mmf_rrp_prop_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,tier2_regression_bank_row_tier_pre_component_h15_scaled,tdcpass_strict_loan_core_min_qoq__lag_2,tdcpass_strict_loan_core_min_qoq__lag_4,tdcpass_strict_loan_consumer_credit_qoq__lag_4,bank_credit_qoq__lag_4,dgs2__lag_4,dgs10__lag_1,dgs10__lag_2,dflmx_k100_f1,dflmx_k100_f2,dflmx_k100_f3,dflmx_k100_f4",direct_at_h,ols_newey_west_scaffold,newey_west,8,0.395956,,,pooled_baseline,regression_mmf_rrp_bank_long_selected_credit_rate_lags,full_available,dollars_per_dollar_tdc,0.06211410918883122,usd_billions_per_100b_tdc,6.211410918883122,tdc_tier2_mmf_rrp_canonical_full_panel,100,balanced,,,,,,,,,usd_billions_per_100b_tdc,0.06211410918883122,0.06211410918883122,6.211410918883122
