job_id,outcome,horizon,beta,se,lower95,upper95,z_score,p_value_normal,n,treatment_id,control_ids_used,response_type,inference_method,covariance_estimator,covariance_lags,rsquared,warning_flags,dropped_control_ids,forest_tree_count,forest_max_depth,forest_min_leaf,forest_feature_fraction,nuisance_r2_outcome,nuisance_r2_treatment
baseline_tdc_lp_inflation,headline_cpi_inflation_qoq_ann,0,2.045827408855182e-06,1.2294290946785392e-06,-3.638536167147547e-07,4.455508434425119e-06,1.6640466845223862,0.0961031003297268,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,1,0.037912,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_inflation,headline_cpi_inflation_qoq_ann,1,3.640493554964523e-06,1.5073529486177692e-06,6.860817756736954e-07,6.594905334255351e-06,2.41515668795608,0.01572844197620693,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,1,0.113341,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_inflation,headline_cpi_inflation_qoq_ann,2,5.313645752649012e-06,1.0477718398449266e-06,3.260012946552956e-06,7.367278558745068e-06,5.071376754537942,3.949480036347097e-07,92,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,2,0.233345,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_inflation,headline_cpi_inflation_qoq_ann,4,5.921820939538996e-06,1.1463057965484684e-06,3.6750615783039984e-06,8.168580300773993e-06,5.166004531574057,2.3915099478521995e-07,90,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,4,0.213627,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_inflation,headline_cpi_inflation_qoq_ann,8,4.6794420231849176e-06,1.1913126559670054e-06,2.344469217489587e-06,7.014414828880249e-06,3.9279713849648883,8.566540056120786e-05,86,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,8,0.139916,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_inflation,core_cpi_inflation_qoq_ann,0,1.1298142449292828e-06,7.078444076164312e-07,-2.575607939989223e-07,2.517189283857488e-06,1.5961336033349152,0.11045896767501384,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,1,0.046799,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_inflation,core_cpi_inflation_qoq_ann,1,1.733473378709312e-06,1.0747359693920183e-06,-3.7300912129904373e-07,3.839955878717667e-06,1.6129295269515764,0.10675981939832146,93,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,1,0.103244,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_inflation,core_cpi_inflation_qoq_ann,2,2.5341828112480665e-06,7.899572382309396e-07,9.858666243154251e-07,4.082498998180708e-06,3.2079999886110446,0.0013366150379834352,92,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,2,0.199434,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_inflation,core_cpi_inflation_qoq_ann,4,3.5942309662802948e-06,8.06867810042197e-07,2.0127700585975886e-06,5.175691873963001e-06,4.454547475493323,8.407032522361746e-06,90,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,4,0.286598,,,40,3,8,0.5,0.0,0.0
baseline_tdc_lp_inflation,core_cpi_inflation_qoq_ann,8,3.561180444978653e-06,7.100336609057663e-07,2.169514469603351e-06,4.952846420353955e-06,5.0155093216788815,5.289315991863219e-07,86,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS,dflmx_k200_f1,dflmx_k200_f2,dflmx_k200_f3,dflmx_k200_f4",direct_at_h,forest_crossfit_newey_west,newey_west,8,0.288127,,,40,3,8,0.5,0.0,0.0
