job_id,outcome,horizon,beta,se,lower95,upper95,z_score,p_value_normal,n,treatment_id,control_ids_used,response_type,inference_method,covariance_estimator,covariance_lags,rsquared,warning_flags,dropped_control_ids,state_id,state_profile,state_reference_value,state_interaction_beta,state_interaction_se
tdc_state_dep_bank_foreign_private_corr,matched_total_deposits,0,0.44305560550072054,0.12733940345737688,0.19347037472426187,0.6926408362771792,3.4793284205153387,0.0005026721431147241,84,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS",direct_at_h,ols_newey_west_state_interaction_scaffold,newey_west,1,0.225336,,,tsyparty_bank_foreign_private_corr_l1,low_state,-0.027553,-0.4311421721692481,0.6974280524355329
tdc_state_dep_bank_foreign_private_corr,matched_total_deposits,0,0.30574016501664936,0.22862776062911538,-0.14237024581641677,0.7538505758497155,1.3372836447128889,0.1811300675906291,84,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS",direct_at_h,ols_newey_west_state_interaction_scaffold,newey_west,1,0.225336,,,tsyparty_bank_foreign_private_corr_l1,high_state,0.29093925,-0.4311421721692481,0.6974280524355329
tdc_state_dep_bank_foreign_private_corr,matched_total_deposits,1,0.3483815256149646,0.15022164789304657,0.05394709574459333,0.6428159554853359,2.3191166552972584,0.020388711920521718,83,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS",direct_at_h,ols_newey_west_state_interaction_scaffold,newey_west,1,0.343054,,,tsyparty_bank_foreign_private_corr_l1,low_state,-0.028043,-0.4314583430236332,0.8117027817774219
tdc_state_dep_bank_foreign_private_corr,matched_total_deposits,1,0.21020202949070133,0.2784091707589251,-0.3354799451967918,0.7558840041781945,0.755011154688994,0.4502422892889293,83,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS",direct_at_h,ols_newey_west_state_interaction_scaffold,newey_west,1,0.343054,,,tsyparty_bank_foreign_private_corr_l1,high_state,0.2922185,-0.4314583430236332,0.8117027817774219
tdc_state_dep_bank_foreign_private_corr,matched_total_deposits,2,0.14307724029360708,0.12418883109097616,-0.1003328686447062,0.38648734923192035,1.1520942667444383,0.24928233882307094,82,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS",direct_at_h,ols_newey_west_state_interaction_scaffold,newey_west,2,0.157767,,,tsyparty_bank_foreign_private_corr_l1,low_state,-0.028533000000000003,-0.4519732130618346,0.7290363172192209
tdc_state_dep_bank_foreign_private_corr,matched_total_deposits,2,-0.002472032488605308,0.19283741969109003,-0.3804333750831418,0.3754893101059311,-0.012819257240453146,0.9897719927014437,82,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS",direct_at_h,ols_newey_west_state_interaction_scaffold,newey_west,2,0.157767,,,tsyparty_bank_foreign_private_corr_l1,high_state,0.29349775,-0.4519732130618346,0.7290363172192209
tdc_state_dep_bank_foreign_private_corr,matched_total_deposits,4,-0.09810260464059672,0.1301706886694866,-0.35323715443279047,0.15703194515159702,-0.7536458909707913,0.4510618805409323,80,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS",direct_at_h,ols_newey_west_state_interaction_scaffold,newey_west,4,0.13367,,,tsyparty_bank_foreign_private_corr_l1,low_state,-0.029449000000000003,1.1953686620416852,0.7235798179267229
tdc_state_dep_bank_foreign_private_corr,matched_total_deposits,4,0.29128425438699956,0.21521621142395223,-0.1305395200039468,0.7131080287779459,1.3534494100595502,0.17591210155982284,80,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS",direct_at_h,ols_newey_west_state_interaction_scaffold,newey_west,4,0.13367,,,tsyparty_bank_foreign_private_corr_l1,high_state,0.29629725,1.1953686620416852,0.7235798179267229
tdc_state_dep_bank_foreign_private_corr,repo_spread,0,4.060962419722847e-06,2.988513859579115e-06,-1.7965247450522187e-06,9.918449584497911e-06,1.358856813297419,0.17419196613483146,31,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS",direct_at_h,ols_newey_west_state_interaction_scaffold,newey_west,1,0.785546,,,tsyparty_bank_foreign_private_corr_l1,low_state,-0.0766655,-6.529159023156315e-05,3.7282221603109506e-05
tdc_state_dep_bank_foreign_private_corr,repo_spread,0,6.022383645911366e-07,2.620250726379279e-06,-4.53345305911225e-06,5.7379297882945225e-06,0.22983997620079782,0.8182161196444644,31,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS",direct_at_h,ols_newey_west_state_interaction_scaffold,newey_west,1,0.785546,,,tsyparty_bank_foreign_private_corr_l1,high_state,-0.023692,-6.529159023156315e-05,3.7282221603109506e-05
tdc_state_dep_bank_foreign_private_corr,repo_spread,1,4.713808896385128e-06,3.4038080137000694e-06,-1.9576548104670083e-06,1.1385272603237264e-05,1.3848633287812955,0.16609426204116162,32,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS",direct_at_h,ols_newey_west_state_interaction_scaffold,newey_west,1,0.753292,,,tsyparty_bank_foreign_private_corr_l1,low_state,-0.07522475,-0.00012569610819315345,2.41556398827827e-05
tdc_state_dep_bank_foreign_private_corr,repo_spread,1,-2.175720489789807e-06,2.921483133336712e-06,-7.901827431129762e-06,3.5503864515501488e-06,-0.7447314909892538,0.45643405789179425,32,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS",direct_at_h,ols_newey_west_state_interaction_scaffold,newey_west,1,0.753292,,,tsyparty_bank_foreign_private_corr_l1,high_state,-0.020413749999999998,-0.00012569610819315345,2.41556398827827e-05
tdc_state_dep_bank_foreign_private_corr,repo_spread,2,4.9849629266261955e-06,3.7569514351926567e-06,-2.3786618863514117e-06,1.2348587739603803e-05,1.3268638183422687,0.1845537349734081,33,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS",direct_at_h,ols_newey_west_state_interaction_scaffold,newey_west,2,0.671644,,,tsyparty_bank_foreign_private_corr_l1,low_state,-0.073784,-8.994986326198466e-05,4.699162016194573e-05
tdc_state_dep_bank_foreign_private_corr,repo_spread,2,2.1529471829881743e-08,3.709331739818302e-06,-7.24876073821399e-06,7.291819681873753e-06,0.00580413760213756,0.9953689942200576,33,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS",direct_at_h,ols_newey_west_state_interaction_scaffold,newey_west,2,0.671644,,,tsyparty_bank_foreign_private_corr_l1,high_state,-0.018604,-8.994986326198466e-05,4.699162016194573e-05
tdc_state_dep_bank_foreign_private_corr,repo_spread,4,2.8258140093785725e-06,6.670271710632062e-06,-1.0247918543460269e-05,1.5899546562217416e-05,0.4236430136533079,0.671826180724078,33,tdc_bank_only_qoq,"GDP,gdp_deflator,FEDFUNDS,TOTRESNS",direct_at_h,ols_newey_west_state_interaction_scaffold,newey_west,4,0.604241,,,tsyparty_bank_foreign_private_corr_l1,low_state,-0.073784,-0.00011440110438892706,4.5340472766051563e-05
